"",BBK01.OEAF34N,BBK01.OEAF34N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:50,
2002-01,78.397,
2002-04,79.205,
2002-07,79.949,
2002-10,81.838,
2003-01,85.134,
2003-04,81.896,
2003-07,84.845,
2003-10,90.196,
2004-01,91.018,
2004-04,91.141,
2004-07,91.949,
2004-10,92.987,
2005-01,96.604,
2005-04,103.609,
2005-07,105.297,
2005-10,106.689,
2006-01,114.337,
2006-04,116.354,
2006-07,118.201,
2006-10,118.792,
2007-01,118.893,
2007-04,119.609,
2007-07,120.746,
2007-10,120.777,
2008-01,120.979,
2008-04,122.103,
2008-07,119.043,
2008-10,118.817,
2009-01,118.329,
2009-04,118.472,
2009-07,118.927,
2009-10,115.546,
2010-01,120.619,
2010-04,120.793,
2010-07,122.622,
2010-10,123.049,
2011-01,123.334,
2011-04,123.787,
2011-07,124.401,
2011-10,124.652,
2012-01,123.801,
2012-04,120.717,
2012-07,121.860,
2012-10,122.897,
2013-01,123.341,
2013-04,123.813,
2013-07,124.480,
2013-10,124.748,
2014-01,124.501,
2014-04,125.133,
2014-07,125.870,
