"",BBK01.OEAH32H,BBK01.OEAH32H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:55,
2002-01,10.334,
2002-04,10.235,
2002-07,10.765,
2002-10,10.699,
2003-01,10.724,
2003-04,10.846,
2003-07,10.498,
2003-10,12.033,
2004-01,13.345,
2004-04,13.047,
2004-07,12.795,
2004-10,14.415,
2005-01,13.154,
2005-04,12.728,
2005-07,13.367,
2005-10,12.460,
2006-01,14.343,
2006-04,14.517,
2006-07,16.479,
2006-10,14.106,
2007-01,18.989,
2007-04,19.483,
2007-07,22.246,
2007-10,23.809,
2008-01,26.307,
2008-04,27.573,
2008-07,31.052,
2008-10,25.641,
2009-01,26.877,
2009-04,40.832,
2009-07,29.290,
2009-10,27.368,
2010-01,26.969,
2010-04,26.415,
2010-07,25.753,
2010-10,24.561,
2011-01,21.997,
2011-04,23.485,
2011-07,33.442,
2011-10,37.577,
2012-01,29.796,
2012-04,25.912,
2012-07,32.720,
2012-10,27.655,
2013-01,29.238,
2013-04,33.876,
2013-07,11.627,
2013-10,12.839,
2014-01,12.953,
2014-04,12.611,
2014-07,12.533,
