"",BBK01.TUE303,BBK01.TUE303_FLAGS
"",Money stock M3 / Euro area,
unit,EUR (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:18,
1997-09,4137256,
1997-10,4148389,
1997-11,4186672,
1997-12,4267311,
1998-01,4258145,
1998-02,4266311,
1998-03,4275571,
1998-04,4311876,
1998-05,4339795,
1998-06,4359609,
1998-07,4353573,
1998-08,4342366,
1998-09,4336678,
1998-10,4369334,
1998-11,4398896,
1998-12,4471962,
1999-01,4465466,
1999-02,4447603,
1999-03,4459586,
1999-04,4496032,
1999-05,4529334,
1999-06,4555936,
1999-07,4563121,
1999-08,4540775,
1999-09,4561348,
1999-10,4578658,
1999-11,4625175,
1999-12,4708951,
2000-01,4723293,
2000-02,4738473,
2000-03,4768886,
2000-04,4826280,
2000-05,4820009,
2000-06,4805379,
2000-07,4802372,
2000-08,4798350,
2000-09,4794883,
2000-10,4804690,
2000-11,4832422,
2000-12,4910331,
2001-01,5026842,
2001-02,5047547,
2001-03,5090550,
2001-04,5135594,
2001-05,5174262,
2001-06,5216143,
2001-07,5209922,
2001-08,5211886,
2001-09,5263162,
2001-10,5289731,
2001-11,5343830,
2001-12,5446740,
2002-01,5430258,
2002-02,5431229,
2002-03,5468340,
2002-04,5506616,
2002-05,5549585,
2002-06,5569626,
2002-07,5562734,
2002-08,5576688,
2002-09,5622658,
2002-10,5643921,
2002-11,5714499,
2002-12,5807825,
2003-01,5805923,
2003-02,5845442,
2003-03,5889676,
2003-04,5977504,
2003-05,6021151,
2003-06,6020728,
2003-07,6028347,
2003-08,6027513,
2003-09,6017976,
2003-10,6069018,
2003-11,6119711,
2003-12,6180922,
2004-01,6172394,
2004-02,6197448,
2004-03,6225884,
2004-04,6279744,
2004-05,6303753,
2004-06,6334158,
2004-07,6362249,
2004-08,6345512,
2004-09,6376641,
2004-10,6436042,
2004-11,6469650,
2004-12,6568176,
2005-01,6581635,
2005-02,6599810,
2005-03,6627776,
2005-04,6713297,
2005-05,6765830,
2005-06,6837023,
2005-07,6889246,
2005-08,6869183,
2005-09,6925241,
2005-10,6968588,
2005-11,7001166,
2005-12,7130670,
2006-01,7120534,
2006-02,7153006,
2006-03,7212918,
2006-04,7341142,
2006-05,7372088,
2006-06,7407739,
2006-07,7417901,
2006-08,7441226,
2006-09,7545767,
2006-10,7568910,
2006-11,7629473,
2006-12,7802022,
2007-01,7825237,
2007-02,7856577,
2007-03,8014723,
2007-04,8076629,
2007-05,8166823,
2007-06,8242551,
2007-07,8298131,
2007-08,8304182,
2007-09,8395520,
2007-10,8500347,
2007-11,8593805,
2007-12,8691867,
2008-01,8786117,
2008-02,8806372,
2008-03,8877517,
2008-04,8972554,
2008-05,9060974,
2008-06,9077367,
2008-07,9109246,
2008-08,9133416,
2008-09,9198871,
2008-10,9326230,
2008-11,9367097,
2008-12,9423408,
2009-01,9400041,
2009-02,9414410,
2009-03,9406757,
2009-04,9490198,
2009-05,9462870,
2009-06,9456614,
2009-07,9420045,
2009-08,9379218,
2009-09,9377479,
2009-10,9361393,
2009-11,9340347,
2009-12,9381507,
2010-01,9325434,
2010-02,9302699,
2010-03,9313208,
2010-04,9399910,
2010-05,9427112,
2010-06,9256591,
2010-07,9242826,
2010-08,9251711,
2010-09,9248129,
2010-10,9257408,
2010-11,9270144,
2010-12,9320853,
2011-01,9309256,
2011-02,9298730,
2011-03,9328820,
2011-04,9391529,
2011-05,9392024,
2011-06,9404393,
2011-07,9405889,
2011-08,9446145,
2011-09,9465987,
2011-10,9436927,
2011-11,9448370,
2011-12,9535393,
2012-01,9495572,
2012-02,9505551,
2012-03,9605915,
2012-04,9608334,
2012-05,9646224,
2012-06,9683472,
2012-07,9712739,
2012-08,9688555,
2012-09,9701779,
2012-10,9756903,
2012-11,9761126,
2012-12,9809072,
2013-01,9748952,
2013-02,9757020,
2013-03,9805940,
2013-04,9855034,
2013-05,9856733,
2013-06,9850068,
2013-07,9841629,
2013-08,9885012,
2013-09,9846917,
2013-10,9859625,
2013-11,9888372,
2013-12,9852277,
2014-01,9854672,
2014-02,9866690,
2014-03,9879102,
2014-04,9903061,
2014-05,9970790,
2014-06,9986572,
2014-07,10016642,
2014-08,10066981,
2014-09,10079000,
2014-10,10104759,
2014-11,10197177,
2014-12,10338148,
2015-01,10436370,
