"",BBK01.WZ9803,BBK01.WZ9803_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / Parameter Beta2 / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:10:44,
1972-09,-29.88450,
1972-10,28.98429,
1972-11,-20.51146,
1972-12,-20.48638,
1973-01,-8.47201,
1973-02,-30.00000,
1973-03,28.95551,
1973-04,-10.75908,
1973-05,-30.00000,
1973-06,-24.00549,
1973-07,-29.29636,
1973-08,-30.00000,
1973-09,30.00000,
1973-10,30.00000,
1973-11,-2.49649,
1973-12,-1.81761,
1974-01,30.00000,
1974-02,-3.28653,
1974-03,-30.00000,
1974-04,28.59509,
1974-05,-30.00000,
1974-06,-30.00000,
1974-07,-1.47883,
1974-08,-1.23712,
1974-09,-2.61271,
1974-10,-2.69482,
1974-11,-3.04720,
1974-12,-3.11141,
1975-01,-3.05494,
1975-02,-2.86949,
1975-03,-3.17974,
1975-04,-14.61096,
1975-05,30.00000,
1975-06,-18.82457,
1975-07,-18.41577,
1975-08,12.38268,
1975-09,-3.71621,
1975-10,-21.30239,
1975-11,-22.72070,
1975-12,-27.00772,
1976-01,-30.00000,
1976-02,-27.49036,
1976-03,-14.91085,
1976-04,-7.53866,
1976-05,-9.56810,
1976-06,-0.02045,
1976-07,28.06884,
1976-08,-5.00876,
1976-09,-11.40558,
1976-10,-1.48797,
1976-11,-5.26198,
1976-12,-11.82393,
1977-01,10.28686,
1977-02,1.72329,
1977-03,-5.99417,
1977-04,-6.69514,
1977-05,-7.86138,
1977-06,-8.43525,
1977-07,1.51987,
1977-08,-0.10844,
1977-09,11.51603,
1977-10,25.79185,
1977-11,28.01707,
1977-12,27.24271,
1978-01,-11.61547,
1978-02,-30.00000,
1978-03,13.12549,
1978-04,1.72980,
1978-05,-29.46818,
1978-06,-13.32291,
1978-07,-30.00000,
1978-08,30.00000,
1978-09,26.44964,
1978-10,-27.53229,
1978-11,0.02235,
1978-12,7.17670,
1979-01,30.00000,
1979-02,-17.22535,
1979-03,-30.00000,
1979-04,-26.03235,
1979-05,-1.54466,
1979-06,-1.43877,
1979-07,-30.00000,
1979-08,-13.10592,
1979-09,-30.00000,
1979-10,11.72373,
1979-11,30.00000,
1979-12,-2.90836,
1980-01,22.69361,
1980-02,-4.11444,
1980-03,7.55988,
1980-04,-1.39100,
1980-05,-1.28464,
1980-06,-7.99773,
1980-07,-25.54143,
1980-08,-28.95406,
1980-09,0.06120,
1980-10,1.25254,
1980-11,0.45189,
1980-12,30.00000,
1981-01,7.36782,
1981-02,-0.00098,
1981-03,8.93306,
1981-04,-0.02019,
1981-05,0.16862,
1981-06,6.37891,
1981-07,9.29594,
1981-08,10.54911,
1981-09,-7.98965,
1981-10,30.00000,
1981-11,-25.48868,
1981-12,8.52308,
1982-01,5.23232,
1982-02,3.64010,
1982-03,5.20910,
1982-04,3.86556,
1982-05,-23.59253,
1982-06,-0.02029,
1982-07,11.94495,
1982-08,-0.45576,
1982-09,-30.00000,
1982-10,28.20717,
1982-11,26.48077,
