"",BBK01.DU7801,BBK01.DU7801_FLAGS
"","Basic pay rates, overall economy, excluding ancillary benefits, excluding one-off payments, on an hourly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:16,
1991-01,54.5,
1991-02,54.6,
1991-03,55.4,
1991-04,57.0,
1991-05,57.4,
1991-06,58.3,
1991-07,59.2,
1991-08,59.3,
1991-09,59.4,
1991-10,59.6,
1991-11,59.7,
1991-12,59.8,
1992-01,60.5,
1992-02,60.6,
1992-03,60.7,
1992-04,63.3,
1992-05,65.3,
1992-06,65.5,
1992-07,65.7,
1992-08,65.8,
1992-09,65.8,
1992-10,66.0,
1992-11,66.0,
1992-12,66.3,
1993-01,67.2,
1993-02,67.4,
1993-03,67.4,
1993-04,68.6,
1993-05,69.3,
1993-06,69.8,
1993-07,70.2,
1993-08,70.2,
1993-09,70.3,
1993-10,70.4,
1993-11,70.4,
1993-12,70.5,
1994-01,70.4,
1994-02,70.5,
1994-03,70.5,
1994-04,70.8,
1994-05,71.1,
1994-06,71.4,
1994-07,71.9,
1994-08,72.0,
1994-09,72.2,
1994-10,72.4,
1994-11,72.5,
1994-12,72.5,
1995-01,72.9,
1995-02,72.9,
1995-03,73.2,
1995-04,73.7,
1995-05,75.0,
1995-06,75.1,
1995-07,75.6,
1995-08,75.5,
1995-09,75.6,
1995-10,76.0,
1995-11,76.4,
1995-12,76.4,
1996-01,76.5,
1996-02,76.5,
1996-03,76.6,
1996-04,76.8,
1996-05,76.9,
1996-06,77.0,
1996-07,77.2,
1996-08,77.2,
1996-09,77.2,
1996-10,77.3,
1996-11,77.3,
1996-12,77.4,
1997-01,77.6,
1997-02,77.6,
1997-03,77.8,
1997-04,78.0,
1997-05,78.1,
1997-06,78.1,
1997-07,78.4,
1997-08,78.5,
1997-09,78.5,
1997-10,78.6,
1997-11,78.7,
1997-12,78.7,
1998-01,79.2,
1998-02,79.2,
1998-03,79.2,
1998-04,79.7,
1998-05,79.7,
1998-06,79.8,
1998-07,80.0,
1998-08,80.1,
1998-09,80.2,
1998-10,80.2,
1998-11,80.3,
1998-12,80.3,
1999-01,80.4,
1999-02,80.5,
1999-03,80.8,
1999-04,81.5,
1999-05,81.6,
1999-06,82.1,
1999-07,82.4,
1999-08,82.5,
1999-09,82.6,
1999-10,82.6,
1999-11,82.7,
1999-12,82.7,
2000-01,82.7,
2000-02,82.8,
2000-03,82.8,
2000-04,83.2,
2000-05,83.7,
2000-06,83.8,
2000-07,84.0,
2000-08,84.4,
2000-09,84.5,
2000-10,84.5,
2000-11,84.6,
2000-12,84.6,
2001-01,84.9,
2001-02,84.9,
2001-03,85.0,
2001-04,85.2,
2001-05,85.7,
2001-06,85.8,
2001-07,85.9,
2001-08,86.0,
2001-09,86.4,
2001-10,86.4,
2001-11,86.5,
2001-12,86.5,
2002-01,86.9,
2002-02,86.9,
2002-03,86.9,
2002-04,87.0,
2002-05,87.2,
2002-06,87.6,
2002-07,87.9,
2002-08,88.1,
2002-09,88.4,
2002-10,88.5,
2002-11,88.5,
2002-12,88.5,
2003-01,88.9,
2003-02,88.9,
2003-03,89.0,
2003-04,89.3,
2003-05,89.4,
2003-06,89.8,
2003-07,90.0,
2003-08,90.1,
2003-09,90.0,
2003-10,90.0,
2003-11,90.0,
2003-12,90.0,
2004-01,90.0,
2004-02,90.0,
2004-03,90.2,
2004-04,90.3,
2004-05,90.6,
2004-06,90.6,
2004-07,90.8,
2004-08,91.0,
2004-09,91.0,
2004-10,91.0,
2004-11,91.0,
2004-12,91.0,
2005-01,91.1,
2005-02,91.1,
2005-03,91.3,
2005-04,91.3,
2005-05,91.3,
2005-06,91.3,
2005-07,91.4,
2005-08,91.5,
2005-09,91.5,
2005-10,91.6,
2005-11,91.7,
2005-12,91.7,
2006-01,91.5,
2006-02,91.5,
2006-03,91.5,
2006-04,91.6,
2006-05,91.7,
2006-06,92.1,
2006-07,92.1,
2006-08,92.1,
2006-09,92.2,
2006-10,92.3,
2006-11,92.3,
2006-12,92.3,
2007-01,92.3,
2007-02,92.4,
2007-03,92.5,
2007-04,92.6,
2007-05,92.6,
2007-06,93.3,
2007-07,93.4,
2007-08,93.6,
2007-09,93.6,
2007-10,93.8,
2007-11,93.8,
2007-12,93.9,
2008-01,95.0,
2008-02,95.0,
2008-03,95.2,
2008-04,95.6,
2008-05,95.9,
2008-06,96.2,
2008-07,96.4,
2008-08,96.4,
2008-09,96.6,
2008-10,96.6,
2008-11,96.7,
2008-12,96.7,
2009-01,97.0,
2009-02,97.3,
2009-03,97.9,
2009-04,98.0,
2009-05,98.3,
2009-06,98.4,
2009-07,98.6,
2009-08,98.7,
2009-09,98.9,
2009-10,99.0,
2009-11,99.1,
2009-12,99.1,
2010-01,99.5,
2010-02,99.5,
2010-03,99.7,
2010-04,99.9,
2010-05,99.9,
2010-06,100.0,
2010-07,100.1,
2010-08,100.2,
2010-09,100.3,
2010-10,100.3,
2010-11,100.4,
2010-12,100.4,
2011-01,100.6,
2011-02,100.6,
2011-03,100.7,
2011-04,101.3,
2011-05,101.6,
2011-06,101.8,
2011-07,102.1,
2011-08,102.3,
2011-09,102.4,
2011-10,102.5,
2011-11,102.6,
2011-12,102.6,
2012-01,103.2,
2012-02,103.3,
2012-03,103.8,
2012-04,103.9,
2012-05,104.6,
2012-06,104.9,
2012-07,105.2,
2012-08,105.4,
2012-09,105.5,
2012-10,105.6,
2012-11,105.7,
2012-12,105.7,
2013-01,106.4,
2013-02,106.4,
2013-03,106.5,
2013-04,106.5,
2013-05,106.8,
2013-06,106.9,
2013-07,107.6,
2013-08,108.0,
2013-09,108.0,
2013-10,108.1,
2013-11,108.1,
2013-12,108.1,
2014-01,109.1,
2014-02,109.1,
2014-03,109.8,
2014-04,109.9,
2014-05,110.5,
2014-06,110.8,
2014-07,110.9,
2014-08,111.1,
2014-09,111.1,
2014-10,111.3,
2014-11,111.3,
2014-12,111.3,
