"",BBK01.PC3658,BBK01.PC3658_FLAGS
"",Lending to domestic employees and other individuals / Long-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:52,
1985-10,2.678,
1986-01,2.709,
1986-04,2.773,
1986-07,2.859,
1986-10,2.922,
1987-01,2.959,
1987-04,3.063,
1987-07,3.126,
1987-10,3.183,
1988-01,3.247,
1988-04,3.311,
1988-07,3.413,
1988-10,3.424,
1989-01,3.482,
1989-04,3.612,
1989-07,3.727,
1989-10,3.838,
1990-01,4.016,
1990-04,4.175,
1990-07,4.300,
1990-10,4.318,
1991-01,4.496,
1991-04,4.733,
1991-07,4.962,
1991-10,4.951,
1992-01,5.128,
1992-04,5.224,
1992-07,5.508,
1992-10,8.051,
1993-01,8.171,
1993-04,8.432,
1993-07,8.695,
1993-10,9.023,
1994-01,9.879,
1994-04,10.253,
1994-07,11.190,
1994-10,11.563,
1995-01,11.766,
1995-04,12.025,
1995-07,12.276,
1995-10,12.491,
1996-01,12.915,
1996-04,13.264,
1996-07,13.579,
1996-10,13.948,
1997-01,14.178,
1997-04,14.805,
1997-07,14.653,
1997-10,14.804,
1998-01,15.091,
1998-04,15.304,
1998-07,15.454,
1998-10,15.730,
1999-01,12.924,
1999-04,13.400,
1999-07,13.713,
1999-10,14.083,
2000-01,14.449,
2000-04,14.749,
2000-07,15.086,
2000-10,15.556,
2001-01,16.275,
2001-04,16.785,
2001-07,17.260,
2001-10,17.288,
2002-01,17.357,
2002-04,20.920,
2002-07,23.768,
2002-10,23.997,
2003-01,25.042,
2003-04,25.647,
2003-07,25.853,
2003-10,26.324,
2004-01,27.139,
2004-04,28.285,
2004-07,29.581,
2004-10,31.208,
2005-01,32.515,
2005-04,35.202,
2005-07,37.806,
2005-10,89.222,
2006-01,90.548,
2006-04,91.433,
2006-07,93.227,
2006-10,94.079,
2007-01,94.255,
2007-04,94.831,
2007-07,95.909,
2007-10,98.532,
2008-01,98.098,
2008-04,98.615,
2008-07,98.877,
2008-10,98.828,
2009-01,99.061,
2009-04,100.699,
2009-07,100.573,
2009-10,100.116,
2010-01,99.993,
2010-04,99.669,
2010-07,100.044,
2010-10,100.306,
2011-01,100.864,
2011-04,101.502,
2011-07,102.269,
2011-10,102.705,
2012-01,102.681,
2012-04,102.910,
2012-07,103.490,
2012-10,103.627,
2013-01,103.348,
2013-04,103.331,
2013-07,103.452,
2013-10,103.820,
2014-01,104.377,
2014-04,106.499,
2014-07,107.039,
2014-10,106.711,
