"",BBK01.OUU382,BBK01.OUU382_FLAGS
"",Securities (excluding money market paper) issued by foreign general government / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:01:07,
1999-01,0.219,
1999-02,0.342,
1999-03,0.429,
1999-04,0.446,
1999-05,0.446,
1999-06,0.494,
1999-07,0.485,
1999-08,0.495,
1999-09,0.512,
1999-10,0.638,
1999-11,0.723,
1999-12,0.708,
2000-01,0.894,
2000-02,0.779,
2000-03,0.600,
2000-04,0.555,
2000-05,0.556,
2000-06,0.561,
2000-07,0.561,
2000-08,0.561,
2000-09,0.587,
2000-10,0.592,
2000-11,0.579,
2000-12,0.540,
2001-01,0.541,
2001-02,0.536,
2001-03,0.514,
2001-04,0.524,
2001-05,0.524,
2001-06,0.525,
2001-07,0.524,
2001-08,0.507,
2001-09,0.531,
2001-10,0.536,
2001-11,0.537,
2001-12,0.554,
2002-01,0.545,
2002-02,0.545,
2002-03,0.545,
2002-04,0.544,
2002-05,0.599,
2002-06,0.600,
2002-07,0.605,
2002-08,0.605,
2002-09,0.541,
2002-10,0.556,
2002-11,0.555,
2002-12,0.569,
2003-01,0.561,
2003-02,0.564,
2003-03,0.561,
2003-04,0.562,
2003-05,0.567,
2003-06,0.318,
2003-07,0.321,
2003-08,0.321,
2003-09,0.326,
2003-10,0.327,
2003-11,0.357,
2003-12,0.348,
2004-01,0.337,
2004-02,0.342,
2004-03,0.362,
2004-04,0.373,
2004-05,0.403,
2004-06,0.441,
2004-07,0.441,
2004-08,0.491,
2004-09,0.456,
2004-10,0.436,
2004-11,0.436,
2004-12,0.386,
2005-01,0.439,
2005-02,0.362,
2005-03,0.416,
2005-04,1.061,
2005-05,1.585,
2005-06,1.991,
2005-07,2.104,
2005-08,2.104,
2005-09,2.193,
2005-10,1.719,
2005-11,1.718,
2005-12,1.597,
2006-01,1.299,
2006-02,1.324,
2006-03,1.195,
2006-04,1.238,
2006-05,1.258,
2006-06,1.315,
2006-07,1.000,
2006-08,0.976,
2006-09,0.964,
2006-10,0.660,
2006-11,0.927,
2006-12,1.009,
2007-01,1.501,
2007-02,1.579,
2007-03,2.156,
2007-04,2.147,
2007-05,2.147,
2007-06,2.110,
2007-07,2.061,
2007-08,2.062,
2007-09,2.061,
2007-10,0.828,
2007-11,0.828,
2007-12,0.814,
2008-01,0.653,
2008-02,0.641,
2008-03,0.636,
2008-04,0.616,
2008-05,0.616,
2008-06,0.422,
2008-07,0.421,
2008-08,0.411,
2008-09,0.401,
2008-10,0.400,
2008-11,0.380,
2008-12,0.398,
2009-01,0.515,
2009-02,0.515,
2009-03,0.527,
2009-04,0.466,
2009-05,0.647,
2009-06,0.672,
2009-07,0.683,
2009-08,0.683,
2009-09,0.693,
2009-10,0.688,
2009-11,0.737,
2009-12,0.680,
2010-01,0.733,
2010-02,0.850,
2010-03,1.011,
2010-04,1.236,
2010-05,1.221,
2010-06,1.294,
2010-07,1.374,
2010-08,1.921,
2010-09,1.876,
2010-10,1.901,
2010-11,1.964,
2010-12,2.002,
2011-01,2.011,
2011-02,2.022,
2011-03,1.990,
2011-04,1.990,
2011-05,2.367,
2011-06,2.238,
2011-07,2.180,
2011-08,2.220,
2011-09,2.405,
2011-10,2.482,
2011-11,2.402,
2011-12,2.359,
2012-01,2.365,
2012-02,2.470,
2012-03,2.424,
2012-04,2.455,
2012-05,2.547,
2012-06,2.692,
2012-07,2.839,
2012-08,2.829,
2012-09,2.768,
2012-10,2.757,
2012-11,2.756,
2012-12,2.851,
2013-01,2.906,
2013-02,2.957,
2013-03,2.987,
2013-04,2.954,
2013-05,3.052,
2013-06,3.130,
2013-07,3.242,
2013-08,3.304,
2013-09,3.396,
2013-10,3.477,
2013-11,3.592,
2013-12,3.720,
2014-01,3.842,
2014-02,3.953,
2014-03,4.043,
2014-04,4.247,
2014-05,4.438,
2014-06,4.471,
2014-07,4.712,
2014-08,4.762,
2014-09,4.823,
2014-10,4.859,
2014-11,4.986,
2014-12,5.207,Provisional value
