"",BBK01.OEAC09I,BBK01.OEAC09I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:27,
2002-01,56.610,
2002-04,55.544,
2002-07,53.411,
2002-10,52.805,
2003-01,51.210,
2003-04,50.974,
2003-07,50.809,
2003-10,48.516,
2004-01,47.903,
2004-04,47.916,
2004-07,46.932,
2004-10,46.283,
2005-01,46.941,
2005-04,47.039,
2005-07,47.074,
2005-10,45.698,
2006-01,46.182,
2006-04,46.149,
2006-07,46.866,
2006-10,46.639,
2007-01,45.467,
2007-04,45.303,
2007-07,44.895,
2007-10,45.167,
2008-01,45.198,
2008-04,46.202,
2008-07,46.915,
2008-10,46.432,
2009-01,45.930,
2009-04,46.757,
2009-07,48.670,
2009-10,48.307,
2010-01,48.274,
2010-04,47.891,
2010-07,49.771,
2010-10,50.295,
2011-01,49.967,
2011-04,50.285,
2011-07,50.244,
2011-10,51.287,
2012-01,51.609,
2012-04,52.790,
2012-07,53.003,
2012-10,52.316,
2013-01,52.267,
2013-04,53.035,
2013-07,53.703,
2013-10,54.621,
2014-01,54.125,
2014-04,54.683,
2014-07,54.079,
