"",BBK01.OEAA21L,BBK01.OEAA21L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:24,
2002-01,83.018,
2002-04,82.983,
2002-07,85.160,
2002-10,85.104,
2003-01,87.594,
2003-04,88.876,
2003-07,89.836,
2003-10,91.149,
2004-01,92.589,
2004-04,93.617,
2004-07,96.721,
2004-10,97.444,
2005-01,97.967,
2005-04,98.063,
2005-07,100.903,
2005-10,102.113,
2006-01,102.852,
2006-04,103.306,
2006-07,102.434,
2006-10,98.194,
2007-01,103.727,
2007-04,103.134,
2007-07,106.327,
2007-10,112.202,
2008-01,118.270,
2008-04,110.733,
2008-07,116.811,
2008-10,117.550,
2009-01,115.966,
2009-04,116.414,
2009-07,109.500,
2009-10,109.318,
2010-01,105.931,
2010-04,105.219,
2010-07,106.549,
2010-10,105.773,
2011-01,104.482,
2011-04,101.733,
2011-07,100.559,
2011-10,97.608,
2012-01,97.312,
2012-04,96.192,
2012-07,93.772,
2012-10,87.818,
2013-01,86.586,
2013-04,85.390,
2013-07,85.087,
2013-10,84.488,
2014-01,82.861,
2014-04,81.112,
2014-07,81.406,
