"",BBK01.OUC162,BBK01.OUC162_FLAGS
"",Savings deposits of domestic households / At three months' notice / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:10:10,
1968-12,4.164,
1969-01,4.223,
1969-02,4.222,
1969-03,4.245,
1969-04,4.267,
1969-05,4.311,
1969-06,4.384,
1969-07,4.461,
1969-08,4.483,
1969-09,4.495,
1969-10,4.488,
1969-11,4.480,
1969-12,4.593,
1970-01,4.599,
1970-02,4.557,
1970-03,4.507,
1970-04,4.511,
1970-05,4.518,
1970-06,4.579,
1970-07,4.658,
1970-08,4.674,
1970-09,4.667,
1970-10,4.697,
1970-11,4.746,
1970-12,4.954,
1971-01,5.070,
1971-02,5.135,
1971-03,5.146,
1971-04,5.168,
1971-05,5.199,
1971-06,5.246,
1971-07,5.345,
1971-08,5.361,
1971-09,5.353,
1971-10,5.367,
1971-11,5.430,
1971-12,5.669,
1972-01,5.797,
1972-02,5.820,
1972-03,5.780,
1972-04,5.828,
1972-05,5.867,
1972-06,5.943,
1972-07,6.084,
1972-08,6.056,
1972-09,6.047,
1972-10,6.060,
1972-11,6.104,
1972-12,6.265,
1973-01,6.239,
1973-02,6.200,
1973-03,6.156,
1973-04,6.153,
1973-05,6.131,
1973-06,6.087,
1973-07,6.029,
1973-08,6.062,
1973-09,6.122,
1973-10,6.265,
1973-11,6.506,
1973-12,6.962,
1974-01,7.112,
1974-02,7.180,
1974-03,7.201,
1974-04,7.259,
1974-05,7.332,
1974-06,7.341,
1974-07,7.377,
1974-08,7.399,
1974-09,7.410,
1974-10,7.535,
1974-11,7.766,
1974-12,8.272,
1975-01,8.396,
1975-02,8.449,
1975-03,8.526,
1975-04,8.772,
1975-05,8.839,
1975-06,8.851,
1975-07,8.928,
1975-08,9.076,
1975-09,9.177,
1975-10,9.286,
1975-11,9.429,
1975-12,9.794,
1976-01,10.004,
1976-02,10.080,
1976-03,10.006,
1976-04,9.994,
1976-05,10.072,
1976-06,10.102,
1976-07,10.253,
1976-08,10.179,
1976-09,10.081,
1976-10,10.078,
1976-11,10.118,
1976-12,10.424,
1977-01,10.654,
1977-02,10.639,
1977-03,10.547,
1977-04,10.462,
1977-05,10.456,
1977-06,10.441,
1977-07,10.829,
1977-08,10.806,
1977-09,10.760,
1977-10,10.804,
1977-11,10.892,
1977-12,11.195,
1978-01,11.268,
1978-02,11.224,
1978-03,11.101,
1978-04,11.122,
1978-05,11.157,
1978-06,11.141,
1978-07,11.337,
1978-08,11.348,
1978-09,11.265,
1978-10,11.296,
1978-11,11.374,
1978-12,11.795,
1979-01,11.963,
1979-02,12.040,
1979-03,11.973,
1979-04,11.916,
1979-05,11.830,
1979-06,11.748,
1979-07,11.740,
1979-08,11.608,
1979-09,11.487,
1979-10,11.399,
1979-11,11.350,
1979-12,11.811,
1980-01,11.875,
1980-02,11.872,
1980-03,11.746,
1980-04,11.621,
1980-05,11.642,
1980-06,11.676,
1980-07,11.813,
1980-08,11.866,
1980-09,11.860,
1980-10,11.908,
1980-11,12.014,
1980-12,12.686,
1981-01,12.792,
1981-02,12.735,
1981-03,12.350,
1981-04,12.228,
1981-05,12.167,
1981-06,12.094,
1981-07,12.142,
1981-08,12.176,
1981-09,12.183,
1981-10,12.318,
1981-11,12.501,
1981-12,13.520,
1982-01,13.753,
1982-02,13.775,
1982-03,13.649,
1982-04,13.745,
1982-05,13.772,
1982-06,13.841,
1982-07,13.880,
1982-08,13.809,
1982-09,13.734,
1982-10,13.746,
1982-11,13.762,
1982-12,14.658,
1983-01,14.943,
1983-02,15.024,
1983-03,14.996,
1983-04,15.058,
1983-05,15.020,
1983-06,14.897,
1983-07,15.106,
1983-08,15.007,
1983-09,14.873,
1983-10,14.813,
1983-11,14.923,
1983-12,15.626,
1984-01,15.801,
1984-02,15.591,
1984-03,15.504,
1984-04,15.471,
1984-05,15.416,
1984-06,15.400,
1984-07,15.391,
1984-08,15.303,
1984-09,15.315,
1984-10,15.357,
1984-11,15.478,
1984-12,16.199,
1985-01,16.573,
1985-02,16.605,
1985-03,16.508,
1985-04,16.417,
1985-05,16.313,
1985-06,16.404,
1985-07,16.536,
1985-08,16.469,
1985-09,16.503,
1985-10,16.476,
1985-11,16.426,
1985-12,17.117,
1986-01,17.402,
1986-02,17.453,
1986-03,17.555,
1986-04,17.951,
1986-05,17.910,
1986-06,18.069,
1986-07,18.233,
1986-08,18.358,
1986-09,18.386,
1986-10,18.563,
1986-11,18.811,
1986-12,19.494,
1987-01,20.108,
1987-02,20.207,
1987-03,20.144,
1987-04,20.206,
1987-05,20.129,
1987-06,20.276,
1987-07,20.486,
1987-08,20.458,
1987-09,20.371,
1987-10,20.275,
1987-11,20.344,
1987-12,20.913,
1988-01,21.301,
1988-02,21.262,
1988-03,21.122,
1988-04,21.070,
1988-05,21.009,
1988-06,21.027,
1988-07,20.973,
1988-08,20.810,
1988-09,20.756,
1988-10,20.668,
1988-11,20.676,
1988-12,21.068,
1989-01,21.365,
1989-02,21.232,
1989-03,20.968,
1989-04,20.755,
1989-05,20.723,
1989-06,20.744,
1989-07,21.007,
1989-08,21.045,
1989-09,21.115,
1989-10,21.074,
1989-11,21.125,
1989-12,21.964,
1990-01,22.343,
1990-02,22.434,
1990-03,22.275,
1990-04,22.333,
1990-05,22.217,
1990-06,22.268,
1990-07,22.502,
1990-08,22.770,
1990-09,23.187,
1990-10,23.326,
1990-11,23.738,
1990-12,24.778,
1991-01,26.213,
1991-02,26.399,
1991-03,26.403,
1991-04,26.389,
1991-05,26.546,
1991-06,26.381,
1991-07,27.074,
1991-08,27.056,
1991-09,27.093,
1991-10,27.253,
1991-11,27.563,
1991-12,28.866,
1992-01,29.242,
1992-02,29.481,
1992-03,29.636,
1992-04,29.731,
1992-05,29.888,
1992-06,30.024,
1992-07,30.187,
1992-08,30.124,
1992-09,30.117,
1992-10,30.104,
1992-11,30.249,
1992-12,31.466,
1993-01,31.880,
1993-02,32.245,
1993-03,32.552,
1993-04,32.586,
1993-05,32.774,
1993-06,32.841,
1993-07,31.853,
1993-08,30.590,
1993-09,29.741,
1993-10,28.927,
1993-11,28.496,
1993-12,30.290,
1994-01,29.010,
1994-02,28.614,
1994-03,28.279,
1994-04,28.070,
1994-05,27.781,
1994-06,27.520,
1994-07,27.321,
1994-08,26.824,
1994-09,26.420,
1994-10,26.147,
1994-11,26.046,
1994-12,26.196,
1995-01,26.245,
1995-02,26.270,
1995-03,26.037,
1995-04,25.977,
1995-05,26.033,
1995-06,26.011,
1995-07,26.084,
1995-08,26.193,
1995-09,26.335,
1995-10,26.516,
1995-11,26.708,
1995-12,27.286,
1996-01,27.842,
1996-02,28.648,
1996-03,28.999,
1996-04,29.359,
1996-05,29.525,
1996-06,29.625,
1996-07,29.489,
1996-08,29.375,
1996-09,29.397,
1996-10,29.320,
1996-11,29.272,
1996-12,29.645,
1997-01,29.487,
1997-02,29.160,
1997-03,28.594,
1997-04,28.003,
1997-05,27.680,
1997-06,27.322,
1997-07,26.922,
1997-08,26.607,
1997-09,26.376,
1997-10,25.959,
1997-11,25.883,
1997-12,26.102,
1998-01,25.998,
1998-02,25.966,
1998-03,25.648,
1998-04,25.294,
1998-05,25.011,
1998-06,24.892,
1998-07,24.545,
1998-08,24.394,
1998-09,24.174,
1998-10,24.205,
1998-11,24.254,
1998-12,24.707,
1999-01,35.186,
1999-02,35.433,
1999-03,34.779,
1999-04,35.040,
1999-05,35.440,
1999-06,35.033,
1999-07,34.741,
1999-08,34.586,
1999-09,28.213,
1999-10,28.116,
1999-11,27.853,
1999-12,28.492,
2000-01,27.919,
2000-02,27.764,
2000-03,27.280,
2000-04,26.685,
2000-05,26.237,
2000-06,25.402,
2000-07,24.872,
2000-08,24.620,
2000-09,24.308,
2000-10,23.917,
2000-11,23.752,
2000-12,24.179,
2001-01,23.978,
2001-02,23.806,
2001-03,23.670,
2001-04,23.497,
2001-05,23.366,
2001-06,23.345,
2001-07,23.143,
2001-08,22.980,
2001-09,22.965,
2001-10,22.941,
2001-11,22.977,
2001-12,23.630,
2002-01,23.320,
2002-02,23.003,
2002-03,22.854,
2002-04,16.369,
2002-05,16.618,
2002-06,16.654,
2002-07,16.500,
2002-08,16.499,
2002-09,16.568,
2002-10,16.814,
2002-11,17.564,
2002-12,18.271,
2003-01,18.810,
2003-02,19.103,
2003-03,19.244,
2003-04,18.943,
2003-05,19.011,
2003-06,19.563,
2003-07,20.578,
2003-08,22.073,
2003-09,22.770,
2003-10,23.040,
2003-11,23.090,
2003-12,23.301,
2004-01,23.129,
2004-02,22.892,
2004-03,23.061,
2004-04,23.166,
2004-05,23.189,
2004-06,24.518,
2004-07,25.811,
2004-08,27.321,
2004-09,27.737,
2004-10,28.003,
2004-11,28.193,
2004-12,66.012,
2005-01,66.331,
2005-02,65.952,
2005-03,65.587,
2005-04,65.734,
2005-05,65.783,
2005-06,65.717,
2005-07,65.688,
2005-08,65.366,
2005-09,64.841,
2005-10,63.790,
2005-11,63.441,
2005-12,64.285,
2006-01,63.913,
2006-02,63.643,
2006-03,63.112,
2006-04,62.616,
2006-05,62.124,
2006-06,61.698,
2006-07,60.957,
2006-08,60.157,
2006-09,59.526,
2006-10,58.852,
2006-11,58.263,
2006-12,58.554,
2007-01,57.992,
2007-02,57.961,
2007-03,59.030,
2007-04,58.770,
2007-05,58.355,
2007-06,57.921,
2007-07,56.973,
2007-08,56.507,
2007-09,56.279,
2007-10,55.058,
2007-11,54.887,
2007-12,56.662,
2008-01,56.043,
2008-02,55.900,
2008-03,55.953,
2008-04,56.173,
2008-05,56.348,
2008-06,57.363,
2008-07,56.417,
2008-08,55.844,
2008-09,55.230,
2008-10,54.574,
2008-11,54.059,
2008-12,55.288,
2009-01,55.422,
2009-02,57.389,
2009-03,58.626,
2009-04,59.113,
2009-05,59.837,
2009-06,62.231,
2009-07,63.607,
2009-08,65.510,
2009-09,66.356,
2009-10,67.510,
2009-11,68.087,
2009-12,69.757,
2010-01,70.309,
2010-02,72.317,
2010-03,72.278,
2010-04,71.444,
2010-05,70.930,
2010-06,69.845,
2010-07,70.124,
2010-08,70.091,
2010-09,70.460,
2010-10,69.825,
2010-11,69.898,
2010-12,70.975,
2011-01,70.736,
2011-02,70.496,
2011-03,70.169,
2011-04,69.446,
2011-05,68.285,
2011-06,67.452,
2011-07,67.370,
2011-08,67.133,
2011-09,66.796,
2011-10,66.484,
2011-11,66.109,
2011-12,66.633,
2012-01,68.419,
2012-02,71.492,
2012-03,72.270,
2012-04,71.593,
2012-05,71.250,
2012-06,70.860,
2012-07,70.636,
2012-08,71.061,
2012-09,70.840,
2012-10,70.937,
2012-11,71.360,
2012-12,72.298,
2013-01,71.995,
2013-02,71.868,
2013-03,70.384,
2013-04,69.700,
2013-05,69.436,
2013-06,69.360,
2013-07,68.825,
2013-08,68.538,
2013-09,67.579,
2013-10,67.086,
2013-11,67.036,
2013-12,67.365,
2014-01,66.833,
2014-02,66.612,
2014-03,66.357,
2014-04,65.924,
2014-05,65.715,
2014-06,65.281,
2014-07,65.573,
2014-08,66.760,
2014-09,66.360,
2014-10,66.081,
2014-11,65.933,
2014-12,66.014,Provisional value
