"",BBK01.QUY002,BBK01.QUY002_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Pakistan / Currency of the debtor country",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:19,
2002-03,0.117,
2002-04,0.122,
2002-05,0.114,
2002-06,0.118,
2002-07,0.117,
2002-08,0.043,
2002-09,0.094,
2002-10,0.088,
2002-11,0.095,
2002-12,0.068,
2003-01,0.070,
2003-02,0.074,
2003-03,0.082,
2003-04,0.071,
2003-05,0.061,
2003-06,0.064,
2003-07,0.067,
2003-08,0.068,
2003-09,0.063,
2003-10,0.068,
2003-11,0.060,
2003-12,0.051,
2004-01,0.049,
2004-02,0.049,
2004-03,0.053,
2004-04,0.055,
2004-05,0.066,
2004-06,0.055,
2004-07,0.073,
2004-08,0.079,
2004-09,0.064,
2004-10,0.058,
2004-11,0.051,
2004-12,0.052,
2005-01,0.058,
2005-02,0.061,
2005-03,0.059,
2005-04,0.065,
2005-05,0.067,
2005-06,0.061,
2005-07,0.057,
2005-08,0.059,
2005-09,0.058,
2005-10,0.066,
2005-11,0.057,
2005-12,0.078,
2006-01,0.070,
2006-02,0.104,
2006-03,0.106,
2006-04,0.098,
2006-05,0.103,
2006-06,0.148,
2006-07,0.132,
2006-08,0.115,
2006-09,0.261,
2006-10,0.278,
2006-11,0.162,
2006-12,0.142,
2007-01,0.210,
2007-02,0.184,
2007-03,0.253,
2007-04,0.298,
2007-05,0.221,
2007-06,0.186,
2007-07,0.256,
2007-08,0.202,
2007-09,0.238,
2007-10,0.339,
2007-11,0.283,
2007-12,0.306,
2008-01,0.306,
2008-02,0.276,
2008-03,0.252,
2008-04,0.229,
2008-05,0.191,
2008-06,0.158,
2008-07,0.212,
2008-08,0.167,
2008-09,0.185,
2008-10,0.207,
2008-11,0.224,
2008-12,0.193,
2009-01,0.170,
2009-02,0.162,
2009-03,0.153,
2009-04,0.168,
2009-05,0.164,
2009-06,0.143,
2009-07,0.177,
2009-08,0.177,
2009-09,0.222,
2009-10,0.268,
2009-11,0.265,
2009-12,0.303,
2010-01,0.250,
2010-02,0.233,
2010-03,0.290,
2010-04,0.308,
2010-05,0.254,
2010-06,0.277,
2010-07,0.283,
2010-08,0.231,
2010-09,0.163,
2010-10,0.198,
2010-11,0.287,
2010-12,0.242,
2011-01,0.239,
2011-02,0.220,
2011-03,0.262,
2011-04,0.285,
2011-05,0.283,
2011-06,0.271,
2011-07,0.247,
2011-08,0.276,
2011-09,0.295,
2011-10,0.279,
2011-11,0.335,
2011-12,0.329,
2012-01,0.340,
2012-02,0.355,
2012-03,0.329,
2012-04,0.332,
2012-05,0.288,
2012-06,0.220,
2012-07,0.325,
2012-08,0.325,
2012-09,0.311,
2012-10,0.336,
2012-11,0.339,
2012-12,0.277,
2013-01,0.350,
2013-02,0.336,
2013-03,0.307,
2013-04,0.284,
2013-05,0.268,
2013-06,0.238,
2013-07,0.233,
2013-08,0.220,
2013-09,0.236,
2013-10,0.181,
2013-11,0.186,
2013-12,0.061,
2014-01,0.156,
2014-02,0.457,
2014-03,0.513,
2014-04,0.460,
2014-05,0.262,
2014-06,0.224,
2014-07,0.122,
2014-08,0.103,
2014-09,0.096,
2014-10,0.086,
