"",BBK01.OEAH05N,BBK01.OEAH05N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:13,
2002-01,79.335,
2002-04,79.298,
2002-07,80.815,
2002-10,80.210,
2003-01,81.823,
2003-04,81.378,
2003-07,83.302,
2003-10,77.431,
2004-01,77.507,
2004-04,80.490,
2004-07,81.632,
2004-10,68.792,
2005-01,78.995,
2005-04,79.396,
2005-07,77.348,
2005-10,79.022,
2006-01,81.971,
2006-04,87.645,
2006-07,91.055,
2006-10,93.949,
2007-01,96.547,
2007-04,99.556,
2007-07,102.852,
2007-10,104.120,
2008-01,106.197,
2008-04,107.833,
2008-07,101.591,
2008-10,105.405,
2009-01,108.422,
2009-04,109.137,
2009-07,111.769,
2009-10,112.389,
2010-01,118.509,
2010-04,113.932,
2010-07,111.695,
2010-10,113.845,
2011-01,112.458,
2011-04,112.892,
2011-07,112.108,
2011-10,112.708,
2012-01,112.283,
2012-04,110.452,
2012-07,108.468,
2012-10,105.531,
2013-01,107.666,
2013-04,106.670,
2013-07,102.654,
2013-10,103.479,
2014-01,101.087,
2014-04,98.682,
2014-07,100.204,
