"",BBK01.CEH010,BBK01.CEH010_FLAGS
"",External financing debtor: Non-financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:13:02,
1991-01,71.7,
1991-04,29.7,
1991-07,33.4,
1991-10,24.7,
1992-01,14.2,
1992-04,29.3,
1992-07,15.4,
1992-10,23.0,
1993-01,32.3,
1993-04,29.9,
1993-07,24.8,
1993-10,37.6,
1994-01,19.3,
1994-04,25.0,
1994-07,26.2,
1994-10,39.7,
1995-01,-66.8,
1995-04,21.1,
1995-07,17.7,
1995-10,0.0,
1996-01,18.3,
1996-04,26.7,
1996-07,11.6,
1996-10,31.4,
1997-01,10.7,
1997-04,16.8,
1997-07,8.8,
1997-10,28.0,
1998-01,23.3,
1998-04,23.0,
1998-07,33.4,
1998-10,72.1,
1999-01,15.3,
1999-04,44.2,
1999-07,47.1,
1999-10,71.7,
2000-01,24.3,
2000-04,92.0,
2000-07,39.4,
2000-10,169.7,
2001-01,39.8,
2001-04,57.5,
2001-07,16.4,
2001-10,37.6,
2002-01,22.8,
2002-04,33.9,
2002-07,22.7,
2002-10,-0.5,
2003-01,19.7,
2003-04,12.9,
2003-07,-5.5,
2003-10,28.4,
2004-01,-9.7,
2004-04,-4.8,
2004-07,-13.0,
2004-10,8.7,
2005-01,-1.4,
2005-04,17.7,
2005-07,17.1,
2005-10,-1.3,
2006-01,31.1,
2006-04,32.9,
2006-07,29.0,
2006-10,19.8,
2007-01,43.9,
2007-04,34.5,
2007-07,37.2,
2007-10,59.3,
2008-01,17.6,
2008-04,33.2,
2008-07,20.8,
2008-10,16.0,
2009-01,-5.9,
2009-04,8.7,
2009-07,-29.4,
2009-10,-9.2,
2010-01,22.9,
2010-04,37.7,
2010-07,7.0,
2010-10,21.5,
2011-01,14.0,
2011-04,14.4,
2011-07,41.6,
2011-10,42.9,
2012-01,-0.8,
2012-04,29.1,
2012-07,45.6,
2012-10,10.7,
2013-01,30.7,
2013-04,1.6,
2013-07,4.0,
2013-10,-11.8,
2014-01,15.9,
