"",BBNZ1.Q.DE.N.G.0024.A,BBNZ1.Q.DE.N.G.0024.A_FLAGS
"",Germany / National accounts / Unit labor costs per unit of turnover on an hourly basis / Whole economy,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:57,
1991-01,98.58,
1991-04,103.64,
1991-07,104.86,
1991-10,114.08,
1992-01,99.83,
1992-04,104.41,
1992-07,107.26,
1992-10,116.10,
1993-01,101.91,
1993-04,104.73,
1993-07,105.18,
1993-10,115.91,
1994-01,101.10,
1994-04,102.97,
1994-07,103.57,
1994-10,113.83,
1995-01,100.56,
1995-04,103.41,
1995-07,104.39,
1995-10,114.89,
1996-01,101.97,
1996-04,103.15,
1996-07,103.67,
1996-10,113.82,
1997-01,101.87,
1997-04,101.67,
1997-07,102.02,
1997-10,112.30,
1998-01,99.02,
1998-04,102.04,
1998-07,102.37,
1998-10,113.16,
1999-01,99.88,
1999-04,103.50,
1999-07,103.01,
1999-10,112.88,
2000-01,100.37,
2000-04,103.67,
2000-07,104.56,
2000-10,115.47,
2001-01,99.57,
2001-04,102.79,
2001-07,102.57,
2001-10,112.63,
2002-01,99.67,
2002-04,102.05,
2002-07,101.03,
2002-10,111.91,
2003-01,99.65,
2003-04,102.30,
2003-07,101.03,
2003-10,111.42,
2004-01,97.98,
2004-04,100.43,
2004-07,99.65,
2004-10,109.98,
2005-01,98.17,
2005-04,99.37,
2005-07,97.92,
2005-10,108.31,
2006-01,94.47,
2006-04,97.22,
2006-07,96.29,
2006-10,104.82,
2007-01,91.44,
2007-04,95.17,
2007-07,93.46,
2007-10,103.00,
2008-01,91.65,
2008-04,95.19,
2008-07,94.86,
2008-10,107.86,
2009-01,98.83,
2009-04,102.15,
2009-07,99.22,
2009-10,108.68,
2010-01,96.79,
2010-04,99.43,
2010-07,96.82,
2010-10,106.70,
2011-01,94.27,
2011-04,99.09,
2011-07,96.40,
2011-10,107.34,
2012-01,94.94,
2012-04,100.97,
2012-07,98.36,
2012-10,108.99,
2013-01,96.83,
2013-04,100.60,
2013-07,97.90,
2013-10,108.44,
2014-01,95.78,
2014-04,100.79,
2014-07,98.22,
2014-10,108.55,
