"",BBK01.OEYI05N,BBK01.OEYI05N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 10:58:03,
2002-01,49.056,
2002-04,49.279,
2002-07,50.640,
2002-10,50.037,
2003-01,52.113,
2003-04,52.169,
2003-07,53.894,
2003-10,48.220,
2004-01,48.846,
2004-04,52.408,
2004-07,53.657,
2004-10,54.168,
2005-01,57.273,
2005-04,56.434,
2005-07,59.290,
2005-10,61.346,
2006-01,64.005,
2006-04,67.294,
2006-07,70.682,
2006-10,72.371,
2007-01,74.568,
2007-04,76.010,
2007-07,78.089,
2007-10,78.634,
2008-01,78.761,
2008-04,79.004,
2008-07,71.260,
2008-10,72.474,
2009-01,74.102,
2009-04,72.172,
2009-07,72.488,
2009-10,67.605,
2010-01,75.188,
2010-04,72.235,
2010-07,71.658,
2010-10,71.105,
2011-01,70.320,
2011-04,70.214,
2011-07,69.739,
2011-10,69.488,
2012-01,69.155,
2012-04,68.211,
2012-07,67.901,
2012-10,62.671,
2013-01,61.891,
2013-04,61.705,
2013-07,59.627,
2013-10,59.829,
2014-01,58.985,
2014-04,58.160,
2014-07,58.474,
