"",BBK01.SUD028,BBK01.SUD028_FLAGS
"",Outstanding amounts (volumes) of German banks / Housing loans to households with maturity of over 5 years,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:26:38,
2003-01,864296,
2003-02,865776,
2003-03,872486,
2003-04,872835,
2003-05,874918,
2003-06,874476,
2003-07,876065,
2003-08,877688,
2003-09,879014,
2003-10,882447,
2003-11,884545,
2003-12,886159,
2004-01,885875,
2004-02,884820,
2004-03,880980,
2004-04,881832,
2004-05,882795,
2004-06,886304,
2004-07,888736,
2004-08,890887,
2004-09,894787,
2004-10,895414,
2004-11,896510,
2004-12,897826,
2005-01,896162,
2005-02,895869,
2005-03,894877,
2005-04,897746,
2005-05,898416,
2005-06,899575,
2005-07,902650,
2005-08,904553,
2005-09,906439,
2005-10,908391,
2005-11,911024,
2005-12,913041,
2006-01,920556,
2006-02,921348,
2006-03,921392,
2006-04,922067,
2006-05,922561,
2006-06,923622,
2006-07,925008,
2006-08,927050,
2006-09,929104,
2006-10,929886,
2006-11,931063,
2006-12,930830,
2007-01,928584,
2007-02,928119,
2007-03,927728,
2007-04,926985,
2007-05,926349,
2007-06,926985,
2007-07,926457,
2007-08,927312,
2007-09,928315,
2007-10,927803,
2007-11,928247,
2007-12,926998,
2008-01,924788,
2008-02,924251,
2008-03,922828,
2008-04,922724,
2008-05,923312,
2008-06,923192,
2008-07,924208,
2008-08,924666,
2008-09,924467,
2008-10,923312,
2008-11,923919,
2008-12,921188,
2009-01,918498,
2009-02,917848,
2009-03,914717,
2009-04,915839,
2009-05,916289,
2009-06,916103,
2009-07,917085,
2009-08,919804,
2009-09,920688,
2009-10,922437,
2009-11,923421,
2009-12,922968,
2010-01,920635,
2010-02,919585,
2010-03,919684,
2010-04,920311,
2010-05,920455,
2010-06,920866,
2010-07,922884,
2010-08,923541,
2010-09,925117,
2010-10,926841,
2010-11,927903,
2010-12,927171,
2011-01,926224,
2011-02,926667,
2011-03,926845,
2011-04,927168,
2011-05,928319,
2011-06,929355,
2011-07,930437,
2011-08,931968,
2011-09,934054,
2011-10,935360,
2011-11,937366,
2011-12,937763,
2012-01,936543,
2012-02,936749,
2012-03,937726,
2012-04,936775,
2012-05,938392,
2012-06,940699,
2012-07,942529,
2012-08,945754,
2012-09,948590,
2012-10,951931,
2012-11,955995,
2012-12,957142,
2013-01,956829,
2013-02,957811,
2013-03,959296,
2013-04,960434,
2013-05,962645,
2013-06,965019,
2013-07,968047,
2013-08,971598,
2013-09,973593,
2013-10,976282,
2013-11,979253,
2013-12,978740,
2014-01,977215,
2014-02,979347,
2014-03,980208,
2014-04,981947,
2014-05,984889,
2014-06,986700,
2014-07,989997,
2014-08,994510,
2014-09,997116,
2014-10,1000934,
2014-11,1004378,
2014-12,1002092,Provisional value
"","General: Data based on mothly balance sheet statistics. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. p = Provisional",
