"",BBK01.QUF792,BBK01.QUF792_FLAGS
"","Foreign branches: Claims on non-residents, total / Cyprus / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:30,
2004-12,0.371,
2005-01,0.492,
2005-02,0.480,
2005-03,0.716,
2005-04,0.658,
2005-05,0.672,
2005-06,0.658,
2005-07,0.831,
2005-08,0.815,
2005-09,1.183,
2005-10,1.214,
2005-11,1.327,
2005-12,1.354,
2006-01,1.128,
2006-02,0.540,
2006-03,0.714,
2006-04,0.688,
2006-05,0.608,
2006-06,0.647,
2006-07,0.653,
2006-08,0.801,
2006-09,0.730,
2006-10,0.688,
2006-11,0.679,
2006-12,0.618,
2007-01,0.510,
2007-02,0.610,
2007-03,0.751,
2007-04,0.763,
2007-05,0.815,
2007-06,0.751,
2007-07,0.696,
2007-08,0.659,
2007-09,0.693,
2007-10,0.736,
2007-11,0.670,
2007-12,0.805,
2008-01,0.757,
2008-02,0.775,
2008-03,0.869,
2008-04,0.881,
2008-05,0.774,
2008-06,0.939,
2008-07,1.089,
2008-08,1.226,
2008-09,1.214,
2008-10,0.840,
2008-11,0.756,
2008-12,0.762,
2009-01,0.804,
2009-02,0.706,
2009-03,0.663,
2009-04,0.672,
2009-05,0.629,
2009-06,0.666,
2009-07,0.633,
2009-08,0.717,
2009-09,0.706,
2009-10,0.657,
2009-11,0.620,
2009-12,0.675,
2010-01,0.674,
2010-02,0.594,
2010-03,0.700,
2010-04,0.713,
2010-05,0.650,
2010-06,0.607,
2010-07,0.937,
2010-08,0.950,
2010-09,0.552,
2010-10,0.540,
2010-11,0.604,
2010-12,0.551,
2011-01,0.570,
2011-02,0.521,
2011-03,0.562,
2011-04,0.497,
2011-05,0.496,
2011-06,0.494,
2011-07,0.615,
2011-08,0.561,
2011-09,0.620,
2011-10,0.600,
2011-11,0.752,
2011-12,0.764,
2012-01,0.747,
2012-02,0.742,
2012-03,0.620,
2012-04,0.618,
2012-05,0.634,
2012-06,0.609,
2012-07,0.633,
2012-08,0.624,
2012-09,0.613,
2012-10,0.526,
2012-11,0.624,
2012-12,0.720,
2013-01,0.727,
2013-02,0.774,
2013-03,0.805,
2013-04,0.713,
2013-05,0.782,
2013-06,0.786,
2013-07,0.506,
2013-08,0.574,
2013-09,0.502,
2013-10,0.544,
2013-11,0.553,
2013-12,0.521,
2014-01,0.598,
2014-02,0.630,
2014-03,0.623,
2014-04,1.023,
2014-05,0.611,
2014-06,0.617,
2014-07,0.614,
2014-08,0.584,
2014-09,0.530,
2014-10,0.514,
2014-11,0.510,
