"",BBK01.QUV658,BBK01.QUV658_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Bulgaria / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:18,
2001-12,0.010,
2002-01,0.009,
2002-02,0.013,
2002-03,0.012,
2002-04,0.020,
2002-05,0.020,
2002-06,0.023,
2002-07,0.021,
2002-08,0.036,
2002-09,0.027,
2002-10,0.028,
2002-11,0.038,
2002-12,0.014,
2003-01,0.012,
2003-02,0.008,
2003-03,0.018,
2003-04,0.009,
2003-05,0.009,
2003-06,0.013,
2003-07,0.015,
2003-08,0.016,
2003-09,0.014,
2003-10,0.015,
2003-11,0.019,
2003-12,0.020,
2004-01,0.054,
2004-02,0.025,
2004-03,0.026,
2004-04,0.037,
2004-05,0.043,
2004-06,0.051,
2004-07,0.049,
2004-08,0.039,
2004-09,0.042,
2004-10,0.049,
2004-11,0.047,
2004-12,0.055,
2005-01,0.049,
2005-02,0.053,
2005-03,0.064,
2005-04,0.054,
2005-05,0.046,
2005-06,0.057,
2005-07,0.028,
2005-08,0.031,
2005-09,0.027,
2005-10,0.046,
2005-11,0.020,
2005-12,0.018,
2006-01,0.056,
2006-02,0.081,
2006-03,0.080,
2006-04,0.037,
2006-05,0.045,
2006-06,0.119,
2006-07,0.051,
2006-08,0.049,
2006-09,0.069,
2006-10,0.049,
2006-11,0.048,
2006-12,0.093,
2007-01,0.048,
2007-02,0.039,
2007-03,0.131,
2007-04,0.050,
2007-05,0.032,
2007-06,0.097,
2007-07,0.078,
2007-08,0.057,
2007-09,0.058,
2007-10,0.079,
2007-11,0.101,
2007-12,0.116,
2008-01,0.085,
2008-02,0.117,
2008-03,0.234,
2008-04,0.130,
2008-05,0.164,
2008-06,0.179,
2008-07,0.169,
2008-08,0.191,
2008-09,0.146,
2008-10,0.169,
2008-11,0.115,
2008-12,0.103,
2009-01,0.095,
2009-02,0.075,
2009-03,0.065,
2009-04,0.047,
2009-05,0.043,
2009-06,0.032,
2009-07,0.012,
2009-08,0.011,
2009-09,0.013,
2009-10,0.043,
2009-11,0.016,
2009-12,0.019,
2010-01,0.009,
2010-02,0.015,
2010-03,0.010,
2010-04,0.008,
2010-05,0.015,
2010-06,0.009,
2010-07,0.017,
2010-08,0.008,
2010-09,0.006,
2010-10,0.035,
2010-11,0.017,
2010-12,0.058,
2011-01,0.061,
2011-02,0.015,
2011-03,0.010,
2011-04,0.010,
2011-05,0.020,
2011-06,0.025,
2011-07,0.011,
2011-08,0.006,
2011-09,0.003,
2011-10,0.003,
2011-11,0.005,
2011-12,0.007,
2012-01,0.003,
2012-02,0.004,
2012-03,0.004,
2012-04,0.005,
2012-05,0.005,
2012-06,0.007,
2012-07,0.006,
2012-08,0.007,
2012-09,0.007,
2012-10,0.006,
2012-11,0.005,
2012-12,0.008,
2013-01,0.007,
2013-02,0.006,
2013-03,0.007,
2013-04,0.007,
2013-05,0.031,
2013-06,0.047,
2013-07,0.067,
2013-08,0.066,
2013-09,0.066,
2013-10,0.014,
2013-11,0.012,
2013-12,0.021,
2014-01,0.012,
2014-02,0.046,
2014-03,0.021,
2014-04,0.015,
2014-05,0.018,
2014-06,0.011,
2014-07,0.010,
2014-08,0.008,
2014-09,0.009,
2014-10,0.005,
2014-11,0.007,
2014-12,0.004,
