"",BBK01.TVD413,BBK01.TVD413_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / Enterprises and households / Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:49,
1980-01,0,
1980-02,4480,
1980-03,6020,
1980-04,4739,
1980-05,4183,
1980-06,7549,
1980-07,1433,
1980-08,1883,
1980-09,5843,
1980-10,4621,
1980-11,7104,
1980-12,13003,
1981-01,-1184,
1981-02,6471,
1981-03,4271,
1981-04,2408,
1981-05,2524,
1981-06,8342,
1981-07,1006,
1981-08,2991,
1981-09,5421,
1981-10,2706,
1981-11,1609,
1981-12,10083,
1982-01,-2430,
1982-02,753,
1982-03,2132,
1982-04,1058,
1982-05,1701,
1982-06,7245,
1982-07,2899,
1982-08,1843,
1982-09,4846,
1982-10,3705,
1982-11,407,
1982-12,11711,
1983-01,-5060,
1983-02,1406,
1983-03,2903,
1983-04,2881,
1983-05,3211,
1983-06,9644,
1983-07,2129,
1983-08,3606,
1983-09,7437,
1983-10,3560,
1983-11,3777,
1983-12,12898,
1984-01,-4747,
1984-02,2682,
1984-03,4639,
1984-04,2351,
1984-05,3849,
1984-06,7385,
1984-07,2246,
1984-08,3265,
1984-09,7195,
1984-10,2939,
1984-11,3148,
1984-12,10630,
1985-01,-3300,
1985-02,3779,
1985-03,5988,
1985-04,854,
1985-05,2266,
1985-06,7703,
1985-07,-890,
1985-08,1675,
1985-09,4211,
1985-10,4060,
1985-11,4796,
1985-12,7557,
1986-01,-5187,
1986-02,2166,
1986-03,4739,
1986-04,1552,
1986-05,2697,
1986-06,7637,
1986-07,659,
1986-08,2301,
1986-09,3585,
1986-10,1346,
1986-11,2886,
1986-12,8165,
1987-01,-2583,
1987-02,-1484,
1987-03,1574,
1987-04,555,
1987-05,803,
1987-06,5297,
1987-07,1117,
1987-08,3093,
1987-09,6972,
1987-10,3107,
1987-11,77,
1987-12,6304,
1988-01,-2170,
1988-02,374,
1988-03,5106,
1988-04,636,
1988-05,2397,
1988-06,9365,
1988-07,728,
1988-08,2490,
1988-09,6355,
1988-10,1581,
1988-11,3074,
1988-12,12015,
1989-01,-2543,
1989-02,4251,
1989-03,4699,
1989-04,3782,
1989-05,4011,
1989-06,10128,
1989-07,1502,
1989-08,2925,
1989-09,10270,
1989-10,3667,
1989-11,6451,
1989-12,15532,
1990-01,2064,
1990-02,6670,
1990-03,6945,
1990-04,2884,
1990-05,3244,
1990-06,10420,
1990-07,3112,
1990-08,5339,
1990-09,13212,
1990-10,4538,
1990-11,4934,
1990-12,21382,
1991-01,1145,
1991-02,1714,
1991-03,13693,
1991-04,5939,
1991-05,9341,
1991-06,15556,
1991-07,8908,
1991-08,5081,
1991-09,11491,
1991-10,11238,
1991-11,13181,
1991-12,24056,
1992-01,4799,
1992-02,6278,
1992-03,10552,
1992-04,12067,
1992-05,8584,
1992-06,16905,
1992-07,5699,
1992-08,8147,
1992-09,7704,
1992-10,9777,
1992-11,9262,
1992-12,20202,
1993-01,-3772,
1993-02,5514,
1993-03,8449,
1993-04,3398,
1993-05,7299,
1993-06,11708,
1993-07,7830,
1993-08,4708,
1993-09,14056,
1993-10,11131,
1993-11,6726,
1993-12,27904,
1994-01,-1046,
1994-02,3208,
1994-03,12058,
1994-04,4223,
1994-05,5418,
1994-06,15687,
1994-07,7860,
1994-08,7573,
1994-09,12212,
1994-10,8002,
1994-11,12190,
1994-12,7675,
1995-01,-12963,
1995-02,7576,
1995-03,6012,
1995-04,8114,
1995-05,4902,
1995-06,16171,
1995-07,1632,
1995-08,9129,
1995-09,14514,
1995-10,7460,
1995-11,12618,
1995-12,20985,
1996-01,-837,
1996-02,7834,
1996-03,10174,
1996-04,7295,
1996-05,7893,
1996-06,12067,
1996-07,4104,
1996-08,10376,
1996-09,10643,
1996-10,7589,
1996-11,10089,
1996-12,37680,
1997-01,-6826,
1997-02,7643,
1997-03,7715,
1997-04,5291,
1997-05,8701,
1997-06,16660,
1997-07,1767,
1997-08,6943,
1997-09,11025,
1997-10,7306,
1997-11,8851,
1997-12,25908,
1998-01,-6453,
1998-02,5649,
1998-03,8151,
1998-04,10838,
1998-05,8404,
1998-06,12726,
1998-07,6028,
1998-08,7655,
1998-09,14005,
1998-10,8235,
1998-11,10677,
1998-12,39496,
1999-01,15696,
1999-02,6409,
1999-03,5988,
1999-04,6367,
1999-05,6986,
1999-06,20824,
1999-07,3994,
1999-08,5780,
1999-09,13639,
1999-10,7929,
1999-11,12634,
1999-12,20148,
2000-01,1939,
2000-02,8279,
2000-03,11096,
2000-04,9242,
2000-05,9204,
2000-06,7690,
2000-07,-1968,
2000-08,7752,
2000-09,16764,
2000-10,3359,
2000-11,7501,
2000-12,8692,
2001-01,1219,
2001-02,10535,
2001-03,4908,
2001-04,-1698,
2001-05,5828,
2001-06,2754,
2001-07,-4865,
2001-08,1879,
2001-09,10570,
2001-10,776,
2001-11,5980,
2001-12,10058,
2002-01,-11002,
2002-02,2010,
2002-03,3024,
2002-04,2316,
2002-05,2304,
2002-06,-1106,
2002-07,-2626,
2002-08,346,
2002-09,10402,
2002-10,-1467,
2002-11,-1759,
2002-12,7817,
2003-01,1393,
2003-02,3403,
2003-03,3896,
2003-04,-1163,
2003-05,18,
2003-06,7219,
2003-07,-8120,
2003-08,-575,
2003-09,16174,
2003-10,-1727,
2003-11,5597,
2003-12,315,
2004-01,-6644,
2004-02,2494,
2004-03,-859,
2004-04,1391,
2004-05,79,
2004-06,231,
2004-07,-3812,
2004-08,-2881,
2004-09,9426,
2004-10,-1988,
2004-11,7891,
2004-12,-6591,
2005-01,-4090,
2005-02,5450,
2005-03,-1968,
2005-04,1429,
2005-05,2588,
2005-06,4318,
2005-07,2691,
2005-08,1333,
2005-09,12821,
2005-10,6758,
2005-11,-4021,
2005-12,-11810,
2006-01,12148,
2006-02,4663,
2006-03,4811,
2006-04,6830,
2006-05,-270,
2006-06,1335,
2006-07,-3569,
2006-08,2680,
2006-09,18046,
2006-10,-8068,
2006-11,-1870,
2006-12,-23455,
2007-01,9788,
2007-02,4790,
2007-03,5835,
2007-04,-3156,
2007-05,-3735,
2007-06,8067,
2007-07,4403,
2007-08,5782,
2007-09,8920,
2007-10,990,
2007-11,1947,
2007-12,9588,
2008-01,10463,
2008-02,10037,
2008-03,11601,
2008-04,7309,
2008-05,4002,
2008-06,7826,
2008-07,7807,
2008-08,393,
2008-09,9158,
2008-10,-4522,
2008-11,6363,
2008-12,-4898,
2009-01,16512,
2009-02,-6683,
2009-03,18456,
2009-04,2230,
2009-05,2076,
2009-06,4825,
2009-07,-15114,
2009-08,-9842,
2009-09,14977,
2009-10,-8586,
2009-11,5123,
2009-12,-17408,
2010-01,-1691,
2010-02,-4456,
2010-03,-3244,
2010-04,13205,
2010-05,1075,
2010-06,1991,
2010-07,409,
2010-08,6196,
2010-09,-14304,
2010-10,9205,
2010-11,25044,
2010-12,-32767,
2011-01,5668,
2011-02,22003,
2011-03,-16426,
2011-04,5082,
2011-05,13067,
2011-06,-998,
2011-07,2019,
2011-08,17742,
2011-09,8233,
2011-10,34060,
2011-11,2674,
2011-12,-36439,
2012-01,24192,
2012-02,1716,
2012-03,-8909,
2012-04,93,
2012-05,-406,
2012-06,1442,
2012-07,33900,
2012-08,-708,
2012-09,-4011,
2012-10,14260,
2012-11,-5270,
2012-12,-27525,
2013-01,23327,
2013-02,2007,
2013-03,-7252,
2013-04,-2774,
2013-05,5484,
2013-06,12927,
2013-07,-13124,
2013-08,-6424,
2013-09,2843,
2013-10,507,
2013-11,4763,
2013-12,-691,
2014-01,-2440,
2014-02,5051,
2014-03,2364,
2014-04,3648,
2014-05,4658,
2014-06,2351,
2014-07,-703,
2014-08,5300,
2014-09,7123,
2014-10,-578,
2014-11,10823,
2014-12,292,
2015-01,5908,
