"",BBK01.QUX158,BBK01.QUX158_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:18:16,
2001-12,29.168,
2002-01,29.661,
2002-02,29.308,
2002-03,29.026,
2002-04,28.174,
2002-05,28.334,
2002-06,28.106,
2002-07,28.192,
2002-08,28.480,
2002-09,28.720,
2002-10,29.408,
2002-11,29.304,
2002-12,29.891,
2003-01,29.900,
2003-02,29.885,
2003-03,29.229,
2003-04,29.106,
2003-05,28.742,
2003-06,28.909,
2003-07,29.268,
2003-08,29.962,
2003-09,30.070,
2003-10,30.404,
2003-11,30.607,
2003-12,31.030,
2004-01,31.241,
2004-02,31.366,
2004-03,31.587,
2004-04,32.362,
2004-05,13.796,
2004-06,13.716,
2004-07,14.070,
2004-08,14.063,
2004-09,14.134,
2004-10,14.323,
2004-11,14.023,
2004-12,14.085,
2005-01,14.287,
2005-02,14.590,
2005-03,15.071,
2005-04,15.145,
2005-05,16.734,
2005-06,17.288,
2005-07,17.380,
2005-08,17.062,
2005-09,17.151,
2005-10,17.603,
2005-11,18.086,
2005-12,18.452,
2006-01,18.809,
2006-02,19.286,
2006-03,19.508,
2006-04,19.524,
2006-05,20.228,
2006-06,18.815,
2006-07,18.989,
2006-08,18.341,
2006-09,18.759,
2006-10,19.175,
2006-11,19.615,
2006-12,19.725,
2007-01,8.246,
2007-02,8.281,
2007-03,8.489,
2007-04,8.504,
2007-05,8.297,
2007-06,9.008,
2007-07,9.184,
2007-08,9.094,
2007-09,9.314,
2007-10,9.618,
2007-11,9.794,
2007-12,20.925,
2008-01,21.556,
2008-02,21.299,
2008-03,21.380,
2008-04,21.302,
2008-05,21.701,
2008-06,22.149,
2008-07,22.045,
2008-08,22.640,
2008-09,23.007,
2008-10,23.791,
2008-11,22.375,
2008-12,21.943,
2009-01,23.056,
2009-02,23.033,
2009-03,22.710,
2009-04,23.241,
2009-05,23.064,
2009-06,22.674,
2009-07,23.435,
2009-08,23.037,
2009-09,22.407,
2009-10,22.038,
2009-11,22.373,
2009-12,8.202,
2010-01,8.735,
2010-02,8.544,
2010-03,8.250,
2010-04,8.179,
2010-05,8.182,
2010-06,7.446,
2010-07,7.146,
2010-08,7.283,
2010-09,6.929,
2010-10,6.438,
2010-11,6.500,
2010-12,6.413,
2011-01,6.671,
2011-02,6.752,
2011-03,6.651,
2011-04,7.833,
2011-05,7.908,
2011-06,7.473,
2011-07,7.413,
2011-08,7.195,
2011-09,7.080,
2011-10,7.082,
2011-11,7.118,
2011-12,6.665,
2012-01,6.546,
2012-02,6.517,
2012-03,6.117,
2012-04,6.125,
2012-05,6.117,
2012-06,5.976,
2012-07,6.095,
2012-08,5.925,
2012-09,5.785,
2012-10,5.506,
2012-11,4.928,
2012-12,5.109,
2013-01,4.890,
2013-02,4.755,
2013-03,4.785,
2013-04,4.889,
2013-05,4.883,
2013-06,4.703,
2013-07,4.626,
2013-08,5.002,
2013-09,5.084,
2013-10,5.203,
2013-11,5.169,
2013-12,5.156,
2014-01,5.074,
2014-02,5.044,
2014-03,5.042,
2014-04,5.134,
2014-05,4.911,
2014-06,4.945,
2014-07,4.528,
2014-08,4.327,
2014-09,4.411,
2014-10,4.139,
2014-11,4.078,
