"",BBK01.TS5155,BBK01.TS5155_FLAGS
"",Deposits of non-MFIs / General government / Short term / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:44,
1999-01,40.6,
1999-02,41.3,
1999-03,41.3,
1999-04,41.6,
1999-05,43.3,
1999-06,43.2,
1999-07,44.4,
1999-08,45.8,
1999-09,45.7,
1999-10,48.8,
1999-11,50.7,
1999-12,51.9,
2000-01,49.5,
2000-02,49.1,
2000-03,49.5,
2000-04,51.9,
2000-05,49.3,
2000-06,51.5,
2000-07,49.4,
2000-08,49.9,
2000-09,50.9,
2000-10,51.6,
2000-11,51.7,
2000-12,54.7,
2001-01,53.8,
2001-02,54.9,
2001-03,54.3,
2001-04,55.4,
2001-05,53.6,
2001-06,54.5,
2001-07,54.2,
2001-08,53.0,
2001-09,55.0,
2001-10,55.1,
2001-11,51.9,
2001-12,50.3,
2002-01,50.0,
2002-02,49.0,
2002-03,48.3,
2002-04,47.1,
2002-05,46.9,
2002-06,46.7,
2002-07,47.4,
2002-08,46.0,
2002-09,44.9,
2002-10,42.8,
2002-11,42.0,
2002-12,43.8,
2003-01,42.5,
2003-02,44.0,
2003-03,43.6,
2003-04,42.6,
2003-05,44.0,
2003-06,44.5,
2003-07,42.8,
2003-08,41.6,
2003-09,40.1,
2003-10,39.3,
2003-11,39.3,
2003-12,40.2,
2004-01,40.9,
2004-02,40.1,
2004-03,39.9,
2004-04,40.8,
2004-05,41.0,
2004-06,40.9,
2004-07,41.5,
2004-08,40.5,
2004-09,43.8,
2004-10,41.4,
2004-11,41.4,
2004-12,42.4,
2005-01,45.1,
2005-02,44.5,
2005-03,43.8,
2005-04,43.0,
2005-05,43.0,
2005-06,43.7,
2005-07,43.4,
2005-08,44.6,
2005-09,44.8,
2005-10,45.2,
2005-11,44.9,
2005-12,45.3,
2006-01,48.1,
2006-02,49.9,
2006-03,52.1,
2006-04,53.5,
2006-05,56.8,
2006-06,60.5,
2006-07,61.3,
2006-08,61.0,
2006-09,63.0,
2006-10,62.2,
2006-11,69.5,
2006-12,71.2,
2007-01,69.7,
2007-02,69.8,
2007-03,71.4,
2007-04,73.8,
2007-05,75.5,
2007-06,75.0,
2007-07,79.7,
2007-08,82.9,
2007-09,88.6,
2007-10,92.1,
2007-11,96.5,
2007-12,97.7,
2008-01,94.4,
2008-02,93.1,
2008-03,93.1,
2008-04,96.3,
2008-05,99.5,
2008-06,101.2,
2008-07,103.4,
2008-08,103.7,
2008-09,105.0,
2008-10,108.5,
2008-11,109.2,
2008-12,106.9,
2009-01,107.9,
2009-02,108.8,
2009-03,102.7,
2009-04,108.1,
2009-05,100.4,
2009-06,95.4,
2009-07,94.2,
2009-08,90.1,
2009-09,87.6,
2009-10,89.3,
2009-11,86.2,
2009-12,85.4,
2010-01,85.0,
2010-02,86.1,
2010-03,84.5,
2010-04,84.4,
2010-05,84.1,
2010-06,86.0,
2010-07,84.5,
2010-08,88.6,
2010-09,93.2,
2010-10,90.4,
2010-11,87.8,
2010-12,89.3,
2011-01,89.8,
2011-02,90.2,
2011-03,95.0,
2011-04,95.5,
2011-05,97.8,
2011-06,99.8,
2011-07,101.1,
2011-08,104.0,
2011-09,106.9,
2011-10,103.2,
2011-11,104.4,
2011-12,106.2,
2012-01,111.1,
2012-02,113.9,
2012-03,125.0,
2012-04,129.4,
2012-05,132.6,
2012-06,145.5,
2012-07,144.5,
2012-08,143.8,
2012-09,145.0,
2012-10,155.7,
2012-11,151.2,
2012-12,120.9,
2013-01,122.5,
2013-02,119.0,
2013-03,125.0,
2013-04,126.4,
2013-05,125.4,
2013-06,124.7,
2013-07,123.5,
2013-08,125.6,
2013-09,126.1,
2013-10,127.1,
2013-11,129.9,
2013-12,126.6,
2014-01,127.8,
2014-02,129.5,
2014-03,131.0,
2014-04,128.9,
2014-05,130.3,
2014-06,128.5,
2014-07,132.3,
2014-08,133.7,
2014-09,133.4,
2014-10,132.8,
2014-11,131.1,
2014-12,138.8,Provisional value
2015-01,142.5,
