"",BBEX3.A.MYR.EUR.CA.AA.A04,BBEX3.A.MYR.EUR.CA.AA.A04_FLAGS
"",Exchange rates for the euro in Malaysia  / EUR 1 = MYR ... (buying),
unit,MYR (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-19 15:15:27,
1999,3.9985,
2000,3.4765,
2001,3.3450,
2002,3.5456,
2003,4.2499,
2004,4.6551,
2005,4.6362,
2006,4.5460,
2007,4.6505,
2008,4.8380,
2009,4.8468,
2010,4.2116,
2011,4.2042,
2012,3.9294,
2013,4.1657,
2014,4.2742,
"","Source: Since January 2004 The Hongkong and Shanghai Banking Corporation (HSBC Bank), Kuala Lumpur 1999 - December 2003 The Hongkong Bank Malaysia Berhad, Kuala Lumpur",
"","Methodology: Until 2011, calculated on the basis of mid-month and month-end rates, from 2012 on the basis of month-end rates.",
