"",BBK01.QUW141,BBK01.QUW141_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks / Emerging market econ. and devel. count. / All curr.,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:43,
2001-12,9.746,
2002-01,10.091,
2002-02,8.961,
2002-03,8.510,
2002-04,7.857,
2002-05,7.558,
2002-06,7.327,
2002-07,7.753,
2002-08,7.551,
2002-09,7.597,
2002-10,7.504,
2002-11,7.001,
2002-12,6.777,
2003-01,6.314,
2003-02,6.157,
2003-03,6.503,
2003-04,6.396,
2003-05,5.834,
2003-06,5.880,
2003-07,5.649,
2003-08,6.003,
2003-09,5.952,
2003-10,6.028,
2003-11,5.845,
2003-12,6.037,
2004-01,5.971,
2004-02,7.170,
2004-03,7.403,
2004-04,7.082,
2004-05,7.176,
2004-06,7.126,
2004-07,10.285,
2004-08,15.265,
2004-09,14.935,
2004-10,14.140,
2004-11,14.804,
2004-12,14.017,
2005-01,15.909,
2005-02,13.883,
2005-03,13.666,
2005-04,11.237,
2005-05,13.064,
2005-06,14.285,
2005-07,14.350,
2005-08,13.662,
2005-09,14.151,
2005-10,14.381,
2005-11,14.556,
2005-12,15.295,
2006-01,16.147,
2006-02,16.464,
2006-03,16.690,
2006-04,14.695,
2006-05,15.507,
2006-06,15.115,
2006-07,15.485,
2006-08,16.280,
2006-09,17.272,
2006-10,17.528,
2006-11,14.572,
2006-12,15.933,
2007-01,14.193,
2007-02,13.928,
2007-03,13.392,
2007-04,13.153,
2007-05,13.414,
2007-06,13.653,
2007-07,14.891,
2007-08,14.989,
2007-09,15.792,
2007-10,14.194,
2007-11,11.949,
2007-12,14.596,
2008-01,14.240,
2008-02,13.376,
2008-03,13.389,
2008-04,13.954,
2008-05,14.676,
2008-06,15.468,
2008-07,14.833,
2008-08,15.457,
2008-09,15.708,
2008-10,17.322,
2008-11,18.250,
2008-12,16.613,
2009-01,15.278,
2009-02,15.046,
2009-03,15.122,
2009-04,14.470,
2009-05,14.447,
2009-06,13.421,
2009-07,13.166,
2009-08,12.716,
2009-09,13.268,
2009-10,11.274,
2009-11,11.995,
2009-12,12.303,
2010-01,16.212,
2010-02,17.048,
2010-03,18.343,
2010-04,17.481,
2010-05,18.751,
2010-06,17.990,
2010-07,16.843,
2010-08,17.211,
2010-09,16.854,
2010-10,15.569,
2010-11,17.091,
2010-12,18.546,
2011-01,18.142,
2011-02,16.546,
2011-03,16.323,
2011-04,16.009,
2011-05,17.818,
2011-06,14.641,
2011-07,15.517,
2011-08,14.872,
2011-09,18.205,
2011-10,16.465,
2011-11,16.230,
2011-12,17.956,
2012-01,17.534,
2012-02,17.400,
2012-03,18.134,
2012-04,19.001,
2012-05,19.971,
2012-06,19.277,
2012-07,19.557,
2012-08,19.002,
2012-09,18.022,
2012-10,17.945,
2012-11,16.802,
2012-12,16.718,
2013-01,15.076,
2013-02,14.269,
2013-03,14.783,
2013-04,15.111,
2013-05,15.411,
2013-06,15.574,
2013-07,15.611,
2013-08,16.167,
2013-09,15.511,
2013-10,15.636,
2013-11,17.456,
2013-12,18.067,
2014-01,17.967,
2014-02,18.277,
2014-03,20.407,
2014-04,21.549,
2014-05,24.236,
2014-06,24.270,
2014-07,27.161,
2014-08,20.307,
2014-09,23.634,
2014-10,23.802,
2014-11,22.855,
