"",BBK01.WZ3402,BBK01.WZ3402_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 3.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:29,
1972-09,6.88,
1972-10,7.92,
1972-11,8.02,
1972-12,8.21,
1973-01,7.81,
1973-02,7.77,
1973-03,8.17,
1973-04,8.65,
1973-05,9.39,
1973-06,9.22,
1973-07,10.13,
1973-08,9.34,
1973-09,9.51,
1973-10,9.29,
1973-11,9.39,
1973-12,9.26,
1974-01,9.24,
1974-02,10.04,
1974-03,9.98,
1974-04,10.01,
1974-05,10.17,
1974-06,9.81,
1974-07,9.83,
1974-08,9.93,
1974-09,9.95,
1974-10,9.89,
1974-11,9.11,
1974-12,8.98,
1975-01,7.92,
1975-02,7.44,
1975-03,7.49,
1975-04,7.21,
1975-05,6.92,
1975-06,7.07,
1975-07,6.98,
1975-08,7.03,
1975-09,7.06,
1975-10,7.24,
1975-11,7.14,
1975-12,7.10,
1976-01,6.85,
1976-02,6.43,
1976-03,6.40,
1976-04,6.47,
1976-05,6.88,
1976-06,6.93,
1976-07,7.24,
1976-08,7.27,
1976-09,7.08,
1976-10,6.98,
1976-11,6.54,
1976-12,6.66,
1977-01,6.41,
1977-02,6.35,
1977-03,5.90,
1977-04,5.61,
1977-05,5.52,
1977-06,5.45,
1977-07,5.25,
1977-08,5.04,
1977-09,5.04,
1977-10,5.06,
1977-11,5.06,
1977-12,4.95,
1978-01,4.77,
1978-02,4.58,
1978-03,4.59,
1978-04,4.58,
1978-05,4.83,
1978-06,5.11,
1978-07,5.60,
1978-08,5.66,
1978-09,5.52,
1978-10,5.53,
1978-11,5.63,
1978-12,5.75,
1979-01,6.00,
1979-02,6.28,
1979-03,6.48,
1979-04,7.03,
1979-05,7.53,
1979-06,7.67,
1979-07,7.61,
1979-08,7.55,
1979-09,7.66,
1979-10,8.14,
1979-11,8.04,
1979-12,8.04,
1980-01,8.30,
1980-02,8.99,
1980-03,9.94,
1980-04,9.08,
1980-05,8.57,
1980-06,8.05,
1980-07,7.80,
1980-08,7.92,
1980-09,8.23,
1980-10,8.48,
1980-11,8.74,
1980-12,9.08,
1981-01,9.23,
1981-02,10.62,
1981-03,10.38,
1981-04,10.73,
1981-05,11.94,
1981-06,11.44,
1981-07,11.70,
1981-08,12.07,
1981-09,11.40,
1981-10,10.63,
1981-11,9.78,
1981-12,9.97,
1982-01,9.91,
1982-02,9.79,
1982-03,9.28,
1982-04,8.76,
1982-05,8.78,
1982-06,9.39,
1982-07,9.26,
1982-08,8.73,
1982-09,8.42,
1982-10,7.90,
1982-11,7.95,
1982-12,7.46,
1983-01,7.13,
1983-02,7.04,
1983-03,6.67,
1983-04,6.89,
1983-05,7.50,
1983-06,7.71,
1983-07,7.79,
1983-08,8.01,
1983-09,8.01,
1983-10,7.74,
1983-11,7.86,
1983-12,7.96,
1984-01,7.73,
1984-02,7.35,
1984-03,7.24,
1984-04,7.25,
1984-05,7.54,
1984-06,7.51,
1984-07,7.62,
1984-08,7.26,
1984-09,7.02,
1984-10,6.74,
1984-11,6.46,
1984-12,6.38,
1985-01,6.65,
1985-02,7.22,
1985-03,7.12,
1985-04,6.80,
1985-05,6.48,
1985-06,6.25,
1985-07,5.97,
1985-08,5.60,
1985-09,5.61,
1985-10,6.09,
1985-11,5.87,
1985-12,5.72,
1986-01,5.58,
1986-02,5.34,
