"",BBK01.OUE034,BBK01.OUE034_FLAGS
2006-07,7.217,
2006-08,7.258,
2006-09,7.438,
2006-10,8.050,
2006-11,7.222,
2006-12,6.963,
2007-01,6.754,
2007-02,7.096,
2007-03,7.484,
2007-04,8.217,
2007-05,7.844,
2007-06,8.855,
2007-07,8.845,
2007-08,8.573,
2007-09,8.629,
2007-10,8.617,
2007-11,9.164,
2007-12,9.005,
2008-01,8.285,
2008-02,8.485,
2008-03,9.184,
2008-04,9.647,
2008-05,9.784,
2008-06,9.372,
2008-07,9.782,
2008-08,9.258,
2008-09,9.336,
2008-10,9.766,
2008-11,8.627,
2008-12,10.180,
2009-01,9.715,
2009-02,11.264,
2009-03,10.636,
2009-04,11.667,
2009-05,11.259,
2009-06,11.247,
2009-07,12.722,
2009-08,12.742,
2009-09,13.809,
2009-10,13.981,
2009-11,13.969,
2009-12,13.489,
2010-01,15.651,
2010-02,14.962,
2010-03,14.540,
2010-04,16.065,
2010-05,15.225,
2010-06,14.466,
2010-07,15.803,
2010-08,14.566,
2010-09,14.277,
2010-10,14.152,
2010-11,14.146,
2010-12,15.091,
2011-01,15.174,
2011-02,16.436,
2011-03,13.770,
2011-04,13.126,
2011-05,14.741,
2011-06,15.804,
2011-07,16.719,
2011-08,14.767,
2011-09,13.529,
2011-10,14.216,
2011-11,13.790,
2011-12,13.467,
2012-01,13.340,
2012-02,12.330,
2012-03,13.038,
2012-04,12.853,
2012-05,12.648,
2012-06,12.236,
2012-07,11.905,
2012-08,11.445,
2012-09,11.198,
2012-10,11.868,
2012-11,13.019,
2012-12,12.688,
2013-01,12.533,
2013-02,13.043,
2013-03,13.123,
2013-04,13.398,
2013-05,13.540,
2013-06,14.126,
2013-07,14.638,
2013-08,13.981,
2013-09,16.510,
2013-10,15.102,
2013-11,16.343,
2013-12,16.417,
2014-01,15.686,
2014-02,15.513,
2014-03,16.327,
2014-04,15.777,
2014-05,16.197,
2014-06,16.263,
2014-07,16.632,
2014-08,16.559,
2014-09,18.345,
2014-10,18.022,
2014-11,18.248,
2014-12,18.119,Provisional value
