"",BBK01.QUK828,BBK01.QUK828_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Euro-area member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:06,
2002-03,199.497,
2002-04,191.285,
2002-05,197.986,
2002-06,192.616,
2002-07,190.391,
2002-08,186.518,
2002-09,189.544,
2002-10,189.991,
2002-11,191.672,
2002-12,191.512,
2003-01,188.017,
2003-02,192.959,
2003-03,190.772,
2003-04,195.481,
2003-05,199.595,
2003-06,197.242,
2003-07,197.198,
2003-08,202.604,
2003-09,200.069,
2003-10,191.087,
2003-11,193.758,
2003-12,197.428,
2004-01,197.056,
2004-02,197.796,
2004-03,202.129,
2004-04,201.466,
2004-05,202.429,
2004-06,197.590,
2004-07,199.348,
2004-08,199.676,
2004-09,198.631,
2004-10,197.480,
2004-11,205.075,
2004-12,197.491,
2005-01,202.099,
2005-02,203.258,
2005-03,195.797,
2005-04,202.634,
2005-05,208.196,
2005-06,216.362,
2005-07,210.809,
2005-08,213.508,
2005-09,219.544,
2005-10,223.891,
2005-11,231.802,
2005-12,157.212,
2006-01,167.847,
2006-02,174.937,
2006-03,177.881,
2006-04,183.799,
2006-05,184.985,
2006-06,179.464,
2006-07,180.336,
2006-08,179.129,
2006-09,189.803,
2006-10,191.897,
2006-11,194.844,
2006-12,193.283,
2007-01,199.200,
2007-02,202.551,
2007-03,208.772,
2007-04,208.735,
2007-05,211.364,
2007-06,219.490,
2007-07,217.758,
2007-08,230.571,
2007-09,243.501,
2007-10,251.464,
2007-11,254.202,
2007-12,267.133,
2008-01,284.603,
2008-02,278.889,
2008-03,283.679,
2008-04,285.730,
2008-05,294.057,
2008-06,306.707,
2008-07,311.971,
2008-08,319.585,
2008-09,331.339,
2008-10,332.028,
2008-11,341.447,
2008-12,323.871,
2009-01,331.330,
2009-02,324.157,
2009-03,317.655,
2009-04,318.873,
2009-05,314.164,
2009-06,317.251,
2009-07,312.476,
2009-08,311.070,
2009-09,313.654,
2009-10,304.817,
2009-11,301.905,
2009-12,285.533,
2010-01,286.334,
2010-02,286.269,
2010-03,290.070,
2010-04,310.319,
2010-05,314.963,
2010-06,321.752,
2010-07,327.029,
2010-08,325.056,
2010-09,319.014,
2010-10,295.500,
2010-11,297.652,
2010-12,309.167,
2011-01,303.805,
2011-02,298.519,
2011-03,299.774,
2011-04,301.803,
2011-05,293.519,
2011-06,292.689,
2011-07,296.335,
2011-08,294.881,
2011-09,305.603,
2011-10,304.465,
2011-11,299.921,
2011-12,285.000,
2012-01,284.368,
2012-02,281.370,
2012-03,282.085,
2012-04,281.508,
2012-05,282.382,
2012-06,281.066,
2012-07,280.074,
2012-08,277.388,
2012-09,278.626,
2012-10,272.217,
2012-11,271.869,
2012-12,265.615,
2013-01,265.541,
2013-02,266.394,
2013-03,266.962,
2013-04,264.727,
2013-05,262.218,
2013-06,259.122,
2013-07,255.585,
2013-08,247.993,
2013-09,242.698,
2013-10,242.819,
2013-11,243.189,
2013-12,239.506,
2014-01,241.112,
2014-02,241.187,
2014-03,240.242,
2014-04,242.611,
2014-05,244.617,
2014-06,240.898,
2014-07,244.070,
2014-08,237.674,
2014-09,235.732,
2014-10,239.692,
