"",BBK01.CEF2N0,BBK01.CEF2N0_FLAGS
"",Currency and deposits                                              debtor: Rest of the world                  creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:37:22,
1999-01,488.7,
1999-04,480.9,
1999-07,484.7,
1999-10,463.9,
2000-01,499.5,
2000-04,497.9,
2000-07,534.2,
2000-10,527.9,
2001-01,566.2,
2001-04,571.1,
2001-07,596.6,
2001-10,611.8,
2002-01,613.8,
2002-04,640.8,
2002-07,695.5,
2002-10,706.3,
2003-01,768.0,
2003-04,829.3,
2003-07,805.4,
2003-10,787.6,
2004-01,827.7,
2004-04,846.0,
2004-07,857.3,
2004-10,879.5,
2005-01,958.0,
2005-04,1003.3,
2005-07,1028.4,
2005-10,991.3,
2006-01,1092.2,
2006-04,1130.9,
2006-07,1127.7,
2006-10,1156.4,
2007-01,1188.7,
2007-04,1271.0,
2007-07,1294.2,
2007-10,1293.3,
2008-01,1328.3,
2008-04,1316.3,
2008-07,1379.9,
2008-10,1333.7,
2009-01,1269.8,
2009-04,1263.9,
2009-07,1195.0,
2009-10,1224.6,
2010-01,1228.6,
2010-04,1289.6,
2010-07,1256.5,
2010-10,1207.7,
2011-01,1167.1,
2011-04,1187.2,
2011-07,1277.1,
2011-10,1224.3,
2012-01,1242.9,
2012-04,1257.8,
2012-07,1275.4,
2012-10,1202.8,
2013-01,1214.3,
2013-04,1216.8,
2013-07,1169.8,
2013-10,1168.1,
2014-01,1219.4,
2014-04,1256.1,
2014-07,1287.4,
