"",BBK01.OEAH16R,BBK01.OEAH16R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:38,
2002-01,5.460,
2002-04,5.505,
2002-07,5.661,
2002-10,5.884,
2003-01,5.439,
2003-04,5.528,
2003-07,5.697,
2003-10,5.996,
2004-01,5.653,
2004-04,5.811,
2004-07,6.001,
2004-10,6.246,
2005-01,6.063,
2005-04,6.128,
2005-07,6.393,
2005-10,6.722,
2006-01,6.281,
2006-04,6.375,
2006-07,6.607,
2006-10,6.865,
2007-01,6.556,
2007-04,6.610,
2007-07,6.908,
2007-10,6.846,
2008-01,6.514,
2008-04,6.511,
2008-07,6.709,
2008-10,7.389,
2009-01,7.856,
2009-04,8.275,
2009-07,8.936,
2009-10,9.637,
2010-01,9.368,
2010-04,9.816,
2010-07,10.200,
2010-10,10.415,
2011-01,9.921,
2011-04,9.953,
2011-07,10.308,
2011-10,9.903,
2012-01,9.495,
2012-04,9.937,
2012-07,10.595,
2012-10,10.911,
2013-01,10.787,
2013-04,10.981,
2013-07,11.495,
2013-10,11.708,
2014-01,11.655,
2014-04,11.957,
2014-07,12.608,
