"",BBK01.OUA245,BBK01.OUA245_FLAGS
"",Time deposits from domestic employees / for more than 2 years / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:31:46,
1968-12,0.109,
1969-01,0.118,
1969-02,0.118,
1969-03,0.121,
1969-04,0.117,
1969-05,0.117,
1969-06,0.117,
1969-07,0.115,
1969-08,0.110,
1969-09,0.109,
1969-10,0.111,
1969-11,0.119,
1969-12,0.117,
1970-01,0.114,
1970-02,0.113,
1970-03,0.120,
1970-04,0.122,
1970-05,0.115,
1970-06,0.112,
1970-07,0.114,
1970-08,0.117,
1970-09,0.117,
1970-10,0.116,
1970-11,0.114,
1970-12,0.111,
1971-01,0.085,
1971-02,0.093,
1971-03,0.089,
1971-04,0.089,
1971-05,0.087,
1971-06,0.095,
1971-07,0.101,
1971-08,0.101,
1971-09,0.105,
1971-10,0.105,
1971-11,0.102,
1971-12,0.107,
1972-01,0.109,
1972-02,0.110,
1972-03,0.109,
1972-04,0.110,
1972-05,0.115,
1972-06,0.115,
1972-07,0.119,
1972-08,0.125,
1972-09,0.127,
1972-10,0.123,
1972-11,0.122,
1972-12,0.131,
1973-01,0.133,
1973-02,0.126,
1973-03,0.136,
1973-04,0.139,
1973-05,0.133,
1973-06,0.169,
1973-07,0.171,
1973-08,0.169,
1973-09,0.169,
1973-10,0.165,
1973-11,0.161,
1973-12,0.170,
1974-01,0.154,
1974-02,0.238,
1974-03,0.243,
1974-04,0.239,
1974-05,0.241,
1974-06,0.243,
1974-07,0.253,
1974-08,0.254,
1974-09,0.251,
1974-10,0.255,
1974-11,0.256,
1974-12,0.254,
1975-01,0.287,
1975-02,0.295,
1975-03,0.287,
1975-04,0.290,
1975-05,0.212,
1975-06,0.225,
1975-07,0.241,
1975-08,0.232,
1975-09,0.228,
1975-10,0.232,
1975-11,0.233,
1975-12,0.269,
1976-01,0.276,
1976-02,0.317,
1976-03,0.372,
1976-04,0.374,
1976-05,0.381,
1976-06,0.368,
1976-07,0.401,
1976-08,0.415,
1976-09,0.431,
1976-10,0.442,
1976-11,0.477,
1976-12,0.594,
1977-01,0.735,
1977-02,0.759,
1977-03,0.796,
1977-04,0.820,
1977-05,0.818,
1977-06,0.828,
1977-07,0.847,
1977-08,0.858,
1977-09,0.867,
1977-10,0.878,
1977-11,0.888,
1977-12,0.918,
1978-01,0.965,
1978-02,0.976,
1978-03,0.986,
1978-04,0.992,
1978-05,1.012,
1978-06,1.008,
1978-07,1.018,
1978-08,1.031,
1978-09,1.038,
1978-10,1.057,
1978-11,1.056,
1978-12,1.135,
1979-01,1.173,
1979-02,1.182,
1979-03,1.195,
1979-04,1.205,
1979-05,1.216,
1979-06,1.234,
1979-07,1.239,
1979-08,1.274,
1979-09,1.302,
1979-10,1.416,
1979-11,1.388,
1979-12,1.471,
1980-01,1.571,
1980-02,1.599,
1980-03,1.618,
1980-04,1.647,
1980-05,1.665,
1980-06,1.711,
1980-07,1.751,
1980-08,1.819,
1980-09,1.820,
1980-10,1.827,
1980-11,1.854,
1980-12,1.957,
1981-01,1.979,
1981-02,2.002,
1981-03,2.022,
1981-04,2.036,
1981-05,2.032,
1981-06,2.056,
1981-07,2.043,
1981-08,2.045,
1981-09,2.058,
1981-10,2.089,
1981-11,2.097,
1981-12,2.217,
1982-01,2.161,
1982-02,2.156,
1982-03,2.147,
1982-04,2.170,
1982-05,2.177,
1982-06,2.187,
1982-07,2.195,
1982-08,2.217,
1982-09,2.223,
1982-10,2.223,
1982-11,2.236,
1982-12,2.405,
1983-01,2.503,
1983-02,2.566,
1983-03,2.582,
1983-04,2.554,
1983-05,2.554,
1983-06,2.569,
1983-07,2.583,
1983-08,2.577,
1983-09,2.589,
1983-10,2.614,
1983-11,2.683,
1983-12,2.972,
1984-01,3.045,
1984-02,3.135,
1984-03,3.141,
1984-04,3.132,
1984-05,3.127,
1984-06,3.133,
1984-07,3.125,
1984-08,3.150,
1984-09,3.155,
1984-10,3.149,
1984-11,3.150,
1984-12,3.213,
1985-01,3.187,
1985-02,3.170,
1985-03,3.178,
1985-04,3.190,
1985-05,3.284,
1985-06,3.183,
1985-07,3.180,
1985-08,3.194,
1985-09,3.193,
1985-10,3.192,
1985-11,3.383,
1985-12,3.658,
1986-01,3.744,
1986-02,3.749,
1986-03,3.774,
1986-04,3.770,
1986-05,3.792,
1986-06,3.781,
1986-07,3.078,
1986-08,3.065,
1986-09,3.076,
1986-10,3.031,
1986-11,3.088,
1986-12,3.245,
1987-01,3.296,
1987-02,3.357,
1987-03,3.340,
1987-04,3.374,
1987-05,3.416,
1987-06,3.412,
1987-07,3.431,
1987-08,3.438,
1987-09,3.472,
1987-10,3.502,
