"",BBK01.OUG367,BBK01.OUG367_FLAGS
"",Lending to foreign enterprises and households / Total / Landesbanken,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:05,
1999-01,44.028,
1999-02,45.821,
1999-03,47.387,
1999-04,49.350,
1999-05,51.491,
1999-06,52.669,
1999-07,52.774,
1999-08,54.585,
1999-09,55.997,
1999-10,57.170,
1999-11,59.861,
1999-12,61.674,
2000-01,62.201,
2000-02,63.644,
2000-03,64.882,
2000-04,68.764,
2000-05,68.170,
2000-06,68.368,
2000-07,70.914,
2000-08,74.094,
2000-09,76.199,
2000-10,81.094,
2000-11,82.597,
2000-12,81.110,
2001-01,81.684,
2001-02,83.602,
2001-03,88.233,
2001-04,89.873,
2001-05,91.199,
2001-06,95.328,
2001-07,94.652,
2001-08,93.946,
2001-09,94.552,
2001-10,95.244,
2001-11,96.549,
2001-12,98.609,
2002-01,101.299,
2002-02,101.745,
2002-03,101.890,
2002-04,101.687,
2002-05,100.294,
2002-06,98.361,
2002-07,102.320,
2002-08,100.853,
2002-09,102.221,
2002-10,103.791,
2002-11,103.641,
2002-12,100.309,
2003-01,97.658,
2003-02,99.138,
2003-03,99.875,
2003-04,98.509,
2003-05,95.882,
2003-06,99.934,
2003-07,97.770,
2003-08,98.470,
2003-09,96.142,
2003-10,96.381,
2003-11,93.736,
2003-12,93.320,
2004-01,91.583,
2004-02,91.194,
2004-03,91.716,
2004-04,93.525,
2004-05,91.194,
2004-06,91.059,
2004-07,91.379,
2004-08,90.798,
2004-09,89.937,
2004-10,90.197,
2004-11,87.720,
2004-12,86.117,
2005-01,90.445,
2005-02,88.833,
2005-03,90.463,
2005-04,93.859,
2005-05,93.657,
2005-06,92.903,
2005-07,95.945,
2005-08,96.278,
2005-09,97.607,
2005-10,99.412,
2005-11,100.067,
2005-12,101.587,
2006-01,109.080,
2006-02,111.402,
2006-03,110.876,
2006-04,117.843,
2006-05,113.632,
2006-06,122.553,
2006-07,122.971,
2006-08,124.465,
2006-09,131.995,
2006-10,140.561,
2006-11,142.503,
2006-12,144.262,
2007-01,149.336,
2007-02,146.025,
2007-03,151.513,
2007-04,156.515,
2007-05,156.517,
2007-06,163.630,
2007-07,163.782,
2007-08,175.342,
2007-09,185.415,
2007-10,199.199,
2007-11,204.244,
2007-12,217.721,
2008-01,209.744,
2008-02,210.523,
2008-03,224.222,
2008-04,228.442,
2008-05,229.680,
2008-06,237.546,
2008-07,238.311,
2008-08,243.287,
2008-09,251.307,
2008-10,265.397,
2008-11,258.518,
2008-12,252.095,
2009-01,253.263,
2009-02,252.351,
2009-03,244.194,
2009-04,247.928,
2009-05,241.776,
2009-06,235.296,
2009-07,237.847,
2009-08,237.361,
2009-09,233.256,
2009-10,232.750,
2009-11,230.471,
2009-12,225.704,
2010-01,229.409,
2010-02,230.479,
2010-03,230.066,
2010-04,238.004,
2010-05,222.331,
2010-06,220.249,
2010-07,208.403,
2010-08,207.955,
2010-09,203.906,
2010-10,203.849,
2010-11,208.376,
2010-12,200.720,
2011-01,201.144,
2011-02,195.705,
2011-03,190.438,
2011-04,188.236,
2011-05,186.134,
2011-06,183.386,
2011-07,183.779,
2011-08,182.986,
2011-09,185.471,
2011-10,181.648,
2011-11,182.711,
2011-12,183.378,
2012-01,182.030,
2012-02,179.011,
2012-03,178.909,
2012-04,180.367,
2012-05,182.972,
2012-06,178.434,
2012-07,179.224,
2012-08,176.599,
2012-09,176.224,
2012-10,168.529,
2012-11,169.793,
2012-12,163.310,
2013-01,159.427,
2013-02,162.132,
2013-03,163.995,
2013-04,164.595,
2013-05,162.473,
2013-06,158.282,
2013-07,157.076,
2013-08,156.009,
2013-09,155.838,
2013-10,152.648,
2013-11,154.156,
2013-12,151.612,
2014-01,154.310,
2014-02,153.547,
2014-03,154.769,
2014-04,153.726,
2014-05,155.570,
2014-06,158.556,
2014-07,159.873,
2014-08,158.545,
2014-09,159.627,
2014-10,155.525,
2014-11,157.268,
2014-12,152.081,Provisional value
