"",BBK01.OEBB05V,BBK01.OEBB05V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:11,
2002-01,18.819,
2002-04,19.135,
2002-07,19.300,
2002-10,19.298,
2003-01,18.905,
2003-04,17.445,
2003-07,17.781,
2003-10,17.656,
2004-01,17.391,
2004-04,17.315,
2004-07,17.429,
2004-10,16.788,
2005-01,18.125,
2005-04,18.033,
2005-07,17.944,
2005-10,17.711,
2006-01,17.690,
2006-04,17.793,
2006-07,17.742,
2006-10,18.073,
2007-01,17.919,
2007-04,17.978,
2007-07,18.000,
2007-10,18.043,
2008-01,17.851,
2008-04,18.023,
2008-07,18.191,
2008-10,18.430,
2009-01,18.356,
2009-04,22.004,
2009-07,21.775,
2009-10,21.817,
2010-01,21.498,
2010-04,21.336,
2010-07,19.576,
2010-10,19.407,
2011-01,19.912,
2011-04,19.868,
2011-07,19.958,
2011-10,19.756,
2012-01,19.630,
2012-04,19.620,
2012-07,19.581,
2012-10,19.707,
2013-01,19.785,
2013-04,19.568,
2013-07,19.678,
2013-10,19.943,
2014-01,20.194,
2014-04,20.828,
2014-07,20.712,
