"",BBK01.PC3831,BBK01.PC3831_FLAGS
"",Housing loans to domestic non-profit institutions / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:45,
1985-10,-,Nothing exists
1986-01,-,Nothing exists
1986-04,-,Nothing exists
1986-07,-,Nothing exists
1986-10,-,Nothing exists
1987-01,-,Nothing exists
1987-04,-,Nothing exists
1987-07,-,Nothing exists
1987-10,0.001,
1988-01,0.001,
1988-04,0.001,
1988-07,0.001,
1988-10,0.001,
1989-01,0.001,
1989-04,0.001,
1989-07,0.001,
1989-10,0.001,
1990-01,0.001,
1990-04,0.001,
1990-07,0.001,
1990-10,0.001,
1991-01,0.001,
1991-04,0.001,
1991-07,0.002,
1991-10,0.001,
1992-01,0.001,
1992-04,0.001,
1992-07,0.001,
1992-10,0.006,
1993-01,0.005,
1993-04,0.005,
1993-07,0.004,
1993-10,0.002,
1994-01,0.003,
1994-04,0.005,
1994-07,0.018,
1994-10,0.018,
1995-01,0.013,
1995-04,0.012,
1995-07,0.012,
1995-10,0.011,
1996-01,0.011,
1996-04,0.011,
1996-07,0.012,
1996-10,0.011,
1997-01,0.013,
1997-04,0.012,
1997-07,0.012,
1997-10,0.011,
1998-01,0.012,
1998-04,0.012,
1998-07,0.015,
1998-10,0.016,
1999-01,0.018,
1999-04,0.019,
1999-07,0.018,
1999-10,0.022,
2000-01,0.021,
2000-04,0.022,
2000-07,0.024,
2000-10,0.018,
2001-01,0.019,
2001-04,0.019,
2001-07,0.010,
2001-10,0.010,
2002-01,0.010,
2002-04,0.019,
2002-07,0.024,
2002-10,0.025,
2003-01,0.024,
2003-04,0.025,
2003-07,0.026,
2003-10,0.027,
2004-01,0.026,
2004-04,0.026,
2004-07,0.028,
2004-10,0.027,
2005-01,0.027,
2005-04,0.026,
2005-07,0.026,
2005-10,0.070,
2006-01,0.079,
2006-04,0.081,
2006-07,0.079,
2006-10,0.083,
2007-01,0.083,
2007-04,0.069,
2007-07,0.096,
2007-10,0.091,
2008-01,0.070,
2008-04,0.074,
2008-07,0.069,
2008-10,0.037,
2009-01,0.035,
2009-04,0.030,
2009-07,0.030,
2009-10,0.028,
2010-01,0.028,
2010-04,0.027,
2010-07,0.049,
2010-10,0.051,
2011-01,0.049,
2011-04,0.046,
2011-07,0.041,
2011-10,0.044,
2012-01,0.042,
2012-04,0.046,
2012-07,0.042,
2012-10,0.041,
2013-01,0.042,
2013-04,0.042,
2013-07,0.041,
2013-10,0.042,
2014-01,0.042,
2014-04,0.041,
2014-07,0.040,
2014-10,0.043,
