"",BBK01.OEAB07H,BBK01.OEAB07H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:33,
2002-01,37.610,
2002-04,37.482,
2002-07,36.745,
2002-10,35.543,
2003-01,34.717,
2003-04,34.672,
2003-07,35.015,
2003-10,37.170,
2004-01,35.537,
2004-04,36.159,
2004-07,35.556,
2004-10,34.038,
2005-01,33.505,
2005-04,33.270,
2005-07,33.089,
2005-10,33.107,
2006-01,32.612,
2006-04,32.474,
2006-07,32.954,
2006-10,32.517,
2007-01,32.127,
2007-04,32.362,
2007-07,32.126,
2007-10,32.686,
2008-01,33.066,
2008-04,32.868,
2008-07,32.044,
2008-10,35.268,
2009-01,35.078,
2009-04,35.949,
2009-07,37.642,
2009-10,38.580,
2010-01,36.824,
2010-04,37.164,
2010-07,36.259,
2010-10,36.482,
2011-01,37.340,
2011-04,37.290,
2011-07,45.497,
2011-10,46.707,
2012-01,44.484,
2012-04,44.738,
2012-07,45.247,
2012-10,46.307,
2013-01,47.216,
2013-04,47.083,
2013-07,47.393,
2013-10,47.192,
2014-01,47.165,
2014-04,48.197,
2014-07,48.702,
