"",BBK01.TUE370,BBK01.TUE370_FLAGS
"",Deposits of enterprises and households / Overnight / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:06,
1997-09,1106638,
1997-10,1104800,
1997-11,1132317,
1997-12,1190032,
1998-01,1140832,
1998-02,1139850,
1998-03,1175306,
1998-04,1187159,
1998-05,1209396,
1998-06,1257185,
1998-07,1215833,
1998-08,1209203,
1998-09,1233427,
1998-10,1234554,
1998-11,1277519,
1998-12,1341911,
1999-01,1368906,
1999-02,1341173,
1999-03,1353306,
1999-04,1363695,
1999-05,1397007,
1999-06,1441173,
1999-07,1429581,
1999-08,1400475,
1999-09,1429306,
1999-10,1430306,
1999-11,1461127,
1999-12,1493487,
2000-01,1519482,
2000-02,1513478,
2000-03,1525092,
2000-04,1554082,
2000-05,1542058,
2000-06,1547174,
2000-07,1547007,
2000-08,1518888,
2000-09,1531447,
2000-10,1531322,
2000-11,1547294,
2000-12,1598684,
2001-01,1606706,
2001-02,1606342,
2001-03,1622151,
2001-04,1648130,
2001-05,1674019,
2001-06,1716688,
2001-07,1697757,
2001-08,1667404,
2001-09,1730788,
2001-10,1729436,
2001-11,1779941,
2001-12,1881246,
2002-01,1828477,
2002-02,1823248,
2002-03,1824742,
2002-04,1853376,
2002-05,1856839,
2002-06,1900780,
2002-07,1872553,
2002-08,1840927,
2002-09,1894913,
2002-10,1875766,
2002-11,1927113,
2002-12,1980715,
2003-01,1956323,
2003-02,1956141,
2003-03,1995309,
2003-04,2012766,
2003-05,2035865,
2003-06,2083620,
2003-07,2090078,
2003-08,2078519,
2003-09,2117615,
2003-10,2112806,
2003-11,2151029,
2003-12,2188754,
2004-01,2177696,
2004-02,2171708,
2004-03,2210351,
2004-04,2224953,
2004-05,2235298,
2004-06,2275691,
2004-07,2260768,
2004-08,2223825,
2004-09,2275499,
2004-10,2275238,
2004-11,2305924,
2004-12,2320989,
2005-01,2340915,
2005-02,2340335,
2005-03,2367170,
2005-04,2391754,
2005-05,2419023,
2005-06,2644424,
2005-07,2654211,
2005-08,2606508,
2005-09,2653836,
2005-10,2668183,
2005-11,2684545,
2005-12,2764081,
2006-01,2747393,
2006-02,2735520,
2006-03,2762870,
2006-04,2805150,
2006-05,2821149,
2006-06,2863384,
2006-07,2830416,
2006-08,2783422,
2006-09,2840450,
2006-10,2812852,
2006-11,2841301,
2006-12,2963432,
2007-01,2913604,
2007-02,2904555,
2007-03,2960128,
2007-04,2968194,
2007-05,2983498,
2007-06,3042721,
2007-07,3012121,
2007-08,2939601,
2007-09,3007849,
2007-10,2974742,
2007-11,3005210,
2007-12,3048879,
2008-01,3025235,
2008-02,2974258,
2008-03,3025287,
2008-04,3003378,
2008-05,3027808,
2008-06,3063761,
2008-07,2986942,
2008-08,2942982,
2008-09,3026138,
2008-10,3050460,
2008-11,3060774,
2008-12,3106397,
2009-01,3184710,
2009-02,3185037,
2009-03,3203256,
2009-04,3254909,
2009-05,3276215,
2009-06,3354116,
2009-07,3341869,
2009-08,3350675,
2009-09,3407125,
2009-10,3460803,
2009-11,3485572,
2009-12,3556473,
2010-01,3576252,
2010-02,3556068,
2010-03,3558171,
2010-04,3635007,
2010-05,3660370,
2010-06,3697859,
2010-07,3685817,
2010-08,3659630,
2010-09,3663181,
2010-10,3669106,
2010-11,3673312,
2010-12,3730238,
2011-01,3706168,
2011-02,3674539,
2011-03,3688428,
2011-04,3716420,
2011-05,3695182,
2011-06,3733367,
2011-07,3717031,
2011-08,3702786,
2011-09,3724056,
2011-10,3722758,
2011-11,3722756,
2011-12,3800107,
2012-01,3765597,
2012-02,3735215,
2012-03,3775302,
2012-04,3783427,
2012-05,3811105,
2012-06,3869938,
2012-07,3886405,
2012-08,3896103,
2012-09,3940336,
2012-10,3965253,
2012-11,3994208,
2012-12,4061346,
2013-01,4036113,
2013-02,4047821,
2013-03,4090324,
2013-04,4147583,
2013-05,4160186,
2013-06,4191382,
2013-07,4181469,
2013-08,4208281,
2013-09,4227554,
2013-10,4264113,
2013-11,4295502,
2013-12,4310599,
2014-01,4304599,
2014-02,4307700,
2014-03,4332622,
2014-04,4364779,
2014-05,4414688,
2014-06,4447501,
2014-07,4448924,
2014-08,4478143,
2014-09,4522514,
2014-10,4557805,
2014-11,4637164,
2014-12,4746621,
2015-01,4832168,
