"",BBK01.WZ3405,BBK01.WZ3405_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 6.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:31,
1972-09,7.63,
1972-10,8.19,
1972-11,8.34,
1972-12,8.37,
1973-01,8.34,
1973-02,8.24,
1973-03,8.46,
1973-04,8.74,
1973-05,9.46,
1973-06,9.55,
1973-07,9.89,
1973-08,9.39,
1973-09,9.55,
1973-10,9.36,
1973-11,9.38,
1973-12,9.42,
1974-01,9.39,
1974-02,10.11,
1974-03,10.18,
1974-04,10.16,
1974-05,10.53,
1974-06,10.38,
1974-07,10.45,
1974-08,10.42,
1974-09,10.48,
1974-10,10.44,
1974-11,9.82,
1974-12,9.52,
1975-01,8.78,
1975-02,8.53,
1975-03,8.61,
1975-04,8.30,
1975-05,8.14,
1975-06,8.13,
1975-07,8.11,
1975-08,8.10,
1975-09,8.10,
1975-10,8.36,
1975-11,8.32,
1975-12,8.28,
1976-01,8.02,
1976-02,7.79,
1976-03,7.60,
1976-04,7.71,
1976-05,8.04,
1976-06,8.06,
1976-07,8.20,
1976-08,8.04,
1976-09,7.86,
1976-10,7.68,
1976-11,7.36,
1976-12,7.30,
1977-01,7.12,
1977-02,7.06,
1977-03,6.56,
1977-04,6.26,
1977-05,6.23,
1977-06,6.18,
1977-07,5.95,
1977-08,5.79,
1977-09,5.78,
1977-10,5.76,
1977-11,5.77,
1977-12,5.61,
1978-01,5.42,
1978-02,5.23,
1978-03,5.24,
1978-04,5.35,
1978-05,5.48,
1978-06,5.68,
1978-07,6.14,
1978-08,6.06,
1978-09,6.01,
1978-10,6.10,
1978-11,6.31,
1978-12,6.38,
1979-01,6.62,
1979-02,6.83,
1979-03,6.92,
1979-04,7.24,
1979-05,7.77,
1979-06,7.83,
1979-07,7.58,
1979-08,7.46,
1979-09,7.53,
1979-10,8.05,
1979-11,7.84,
1979-12,7.87,
1980-01,8.17,
1980-02,8.94,
1980-03,9.83,
1980-04,8.94,
1980-05,8.33,
1980-06,7.98,
1980-07,7.75,
1980-08,7.98,
1980-09,8.31,
1980-10,8.61,
1980-11,8.68,
1980-12,8.99,
1981-01,9.26,
1981-02,10.53,
1981-03,10.15,
1981-04,10.39,
1981-05,11.22,
1981-06,10.78,
1981-07,11.13,
1981-08,11.38,
1981-09,10.83,
1981-10,10.38,
1981-11,9.70,
1981-12,9.79,
1982-01,9.80,
1982-02,9.73,
1982-03,9.28,
1982-04,8.75,
1982-05,8.82,
1982-06,9.39,
1982-07,9.20,
1982-08,8.80,
1982-09,8.50,
1982-10,8.10,
1982-11,8.09,
1982-12,7.74,
1983-01,7.69,
1983-02,7.54,
1983-03,7.36,
1983-04,7.50,
1983-05,7.98,
1983-06,8.00,
1983-07,8.15,
1983-08,8.36,
1983-09,8.21,
1983-10,8.01,
1983-11,8.14,
1983-12,8.14,
1984-01,8.16,
1984-02,7.87,
1984-03,7.89,
1984-04,7.93,
1984-05,8.10,
1984-06,8.02,
1984-07,8.06,
1984-08,7.71,
1984-09,7.56,
1984-10,7.25,
1984-11,7.00,
1984-12,6.96,
1985-01,7.16,
1985-02,7.54,
1985-03,7.36,
1985-04,7.19,
1985-05,7.02,
1985-06,6.86,
1985-07,6.58,
1985-08,6.28,
1985-09,6.24,
1985-10,6.68,
1985-11,6.51,
1985-12,6.33,
1986-01,6.29,
1986-02,5.94,
1986-03,5.69,
1986-04,5.49,
1986-05,5.93,
1986-06,5.86,
1986-07,5.74,
1986-08,5.56,
1986-09,5.84,
1986-10,6.06,
1986-11,5.87,
1986-12,5.86,
1987-01,5.65,
1987-02,5.69,
1987-03,5.46,
1987-04,5.37,
1987-05,5.28,
1987-06,5.66,
1987-07,5.83,
1987-08,6.01,
1987-09,6.29,
1987-10,6.11,
1987-11,5.79,
1987-12,5.86,
1988-01,5.78,
1988-02,5.59,
1988-03,5.63,
1988-04,5.90,
1988-05,6.03,
1988-06,6.14,
1988-07,6.45,
1988-08,6.47,
1988-09,6.20,
1988-10,5.89,
1988-11,6.12,
1988-12,6.30,
1989-01,6.64,
1989-02,7.03,
1989-03,6.94,
1989-04,6.88,
1989-05,7.09,
1989-06,6.89,
1989-07,6.70,
1989-08,6.95,
1989-09,7.19,
1989-10,7.36,
1989-11,7.70,
1989-12,7.62,
1990-01,8.10,
1990-02,8.95,
1990-03,8.75,
1990-04,9.05,
1990-05,8.98,
1990-06,8.88,
1990-07,8.64,
1990-08,9.08,
1990-09,9.24,
1990-10,9.08,
1990-11,9.05,
1990-12,9.07,
1991-01,8.94,
1991-02,8.55,
1991-03,8.69,
1991-04,8.58,
1991-05,8.44,
1991-06,8.69,
1991-07,8.92,
1991-08,8.68,
1991-09,8.67,
1991-10,8.67,
1991-11,8.62,
1991-12,8.39,
1992-01,8.04,
1992-02,8.00,
1992-03,8.21,
1992-04,8.23,
1992-05,8.16,
1992-06,8.28,
1992-07,8.41,
1992-08,8.27,
1992-09,7.74,
