"",BBK01.OUM113,BBK01.OUM113_FLAGS
"",Time deposits of domestic banks (MFIs) (excluding the Bundesbank) / short-therm / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:30,
1958-12,0.003,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.002,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.006,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.003,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.005,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.006,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.010,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.004,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.002,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.002,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.007,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.003,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.007,
1965-01,0.007,Estimated value
1965-02,0.007,Estimated value
1965-03,0.004,
1965-04,0.004,Estimated value
1965-05,0.004,Estimated value
1965-06,0.003,
1965-07,0.004,Estimated value
1965-08,0.005,Estimated value
1965-09,0.004,
1965-10,0.004,Estimated value
1965-11,0.005,Estimated value
1965-12,0.006,
1966-01,0.007,Estimated value
1966-02,0.007,Estimated value
1966-03,0.007,
1966-04,0.008,Estimated value
1966-05,0.008,Estimated value
1966-06,0.007,
1966-07,0.007,Estimated value
1966-08,0.007,Estimated value
1966-09,0.008,
1966-10,0.008,Estimated value
1966-11,0.009,Estimated value
1966-12,0.011,
1967-01,0.011,Estimated value
1967-02,0.011,Estimated value
1967-03,0.008,
1967-04,0.008,Estimated value
1967-05,0.008,Estimated value
1967-06,0.005,
1967-07,0.005,Estimated value
1967-08,0.005,Estimated value
1967-09,0.006,
1967-10,0.006,Estimated value
1967-11,0.006,Estimated value
1967-12,0.006,
1968-01,0.006,Estimated value
1968-02,0.006,Estimated value
1968-03,0.009,
1968-04,0.009,Estimated value
1968-05,0.008,Estimated value
1968-06,0.007,
1968-07,0.006,Estimated value
1968-08,0.007,Estimated value
1968-09,0.007,
1968-10,0.008,Estimated value
1968-11,0.008,Estimated value
1968-12,0.047,
1969-01,0.040,
1969-02,0.038,
1969-03,0.043,
1969-04,0.053,
1969-05,0.060,
1969-06,0.060,
1969-07,0.066,
1969-08,0.090,
1969-09,0.090,
1969-10,0.116,
1969-11,0.132,
1969-12,0.130,
1970-01,0.128,
1970-02,0.125,
1970-03,0.119,
1970-04,0.151,
1970-05,0.199,
1970-06,0.201,
1970-07,0.184,
1970-08,0.268,
1970-09,0.268,
1970-10,0.333,
1970-11,0.431,
1970-12,0.510,
1971-01,0.450,
1971-02,0.531,
1971-03,0.583,
1971-04,0.658,
1971-05,0.716,
1971-06,0.717,
1971-07,0.769,
1971-08,0.821,
1971-09,0.834,
1971-10,0.773,
1971-11,0.686,
1971-12,0.818,
1972-01,0.817,
1972-02,0.749,
1972-03,0.666,
1972-04,0.614,
1972-05,0.591,
1972-06,0.545,
1972-07,0.425,
1972-08,0.333,
1972-09,0.334,
1972-10,0.399,
1972-11,0.433,
1972-12,0.457,
1973-01,0.392,
1973-02,0.424,
1973-03,0.388,
1973-04,0.388,
1973-05,0.403,
1973-06,0.397,
1973-07,0.378,
1973-08,0.390,
1973-09,0.394,
1973-10,0.439,
1973-11,0.443,
1973-12,0.570,
1974-01,0.552,
1974-02,0.586,
1974-03,0.629,
1974-04,0.681,
1974-05,0.670,
1974-06,0.699,
1974-07,0.774,
1974-08,0.753,
1974-09,0.740,
1974-10,0.788,
1974-11,0.868,
1974-12,1.024,
1975-01,0.973,
1975-02,0.956,
1975-03,0.895,
1975-04,0.995,
1975-05,1.073,
1975-06,1.024,
1975-07,1.094,
1975-08,1.140,
1975-09,1.144,
1975-10,1.078,
1975-11,1.039,
1975-12,1.063,
1976-01,0.961,
1976-02,0.913,
1976-03,0.901,
1976-04,0.916,
1976-05,0.710,
1976-06,0.698,
1976-07,0.723,
1976-08,0.745,
1976-09,0.637,
1976-10,0.618,
1976-11,0.620,
1976-12,0.834,
1977-01,0.760,
1977-02,0.709,
1977-03,0.520,
1977-04,0.524,
1977-05,0.783,
1977-06,0.780,
1977-07,0.683,
1977-08,0.536,
1977-09,0.587,
1977-10,0.642,
1977-11,0.710,
1977-12,0.801,
1978-01,0.772,
1978-02,0.717,
1978-03,0.768,
1978-04,0.692,
1978-05,0.793,
1978-06,0.880,
1978-07,0.979,
1978-08,0.988,
1978-09,0.834,
1978-10,1.072,
1978-11,1.309,
1978-12,1.520,
1979-01,1.443,
1979-02,1.667,
1979-03,1.485,
1979-04,1.635,
1979-05,1.513,
1979-06,1.435,
1979-07,1.387,
1979-08,1.152,
1979-09,1.205,
1979-10,1.379,
1979-11,1.298,
1979-12,1.120,
1980-01,0.961,
1980-02,1.095,
1980-03,1.104,
1980-04,1.117,
1980-05,0.972,
1980-06,1.060,
1980-07,1.243,
1980-08,0.993,
1980-09,1.351,
1980-10,1.674,
1980-11,2.017,
1980-12,2.113,
1981-01,1.875,
1981-02,1.857,
1981-03,1.659,
1981-04,1.545,
1981-05,1.549,
1981-06,1.518,
1981-07,1.563,
1981-08,1.636,
1981-09,1.559,
1981-10,1.686,
1981-11,1.890,
1981-12,2.276,
1982-01,1.828,
1982-02,1.994,
1982-03,2.153,
1982-04,2.368,
1982-05,2.516,
1982-06,2.776,
1982-07,2.763,
1982-08,2.712,
1982-09,3.006,
1982-10,3.007,
1982-11,3.506,
1982-12,3.505,
1983-01,3.111,
1983-02,3.317,
1983-03,2.731,
1983-04,2.981,
1983-05,2.989,
1983-06,3.424,
1983-07,3.640,
1983-08,3.916,
1983-09,3.530,
1983-10,3.540,
1983-11,3.894,
1983-12,4.287,
1984-01,3.395,
1984-02,3.245,
1984-03,2.732,
1984-04,2.741,
1984-05,2.843,
1984-06,2.899,
1984-07,3.463,
1984-08,3.400,
1984-09,3.215,
1984-10,3.302,
1984-11,3.154,
1984-12,3.518,
1985-01,3.227,
1985-02,3.454,
1985-03,3.061,
1985-04,3.228,
1985-05,3.128,
1985-06,3.213,
1985-07,2.767,
1985-08,2.721,
1985-09,2.775,
1985-10,2.990,
1985-11,3.170,
1985-12,3.516,
1986-01,3.181,
1986-02,3.032,
1986-03,2.456,
1986-04,2.461,
1986-05,2.443,
1986-06,2.517,
1986-07,2.650,
1986-08,2.807,
1986-09,3.034,
1986-10,3.006,
1986-11,3.187,
1986-12,2.896,
1987-01,2.896,
1987-02,3.411,
1987-03,2.947,
1987-04,2.339,
1987-05,2.436,
1987-06,2.704,
1987-07,2.767,
1987-08,3.104,
1987-09,2.946,
1987-10,3.166,
1987-11,3.072,
1987-12,3.385,
1988-01,2.908,
1988-02,2.720,
1988-03,2.580,
1988-04,2.835,
1988-05,2.793,
1988-06,2.620,
1988-07,3.094,
1988-08,3.420,
1988-09,3.513,
1988-10,3.436,
1988-11,3.564,
1988-12,3.585,
1989-01,3.900,
1989-02,4.237,
1989-03,3.788,
1989-04,4.237,
1989-05,3.547,
1989-06,3.136,
1989-07,2.668,
1989-08,2.424,
1989-09,2.467,
1989-10,2.082,
1989-11,2.617,
1989-12,3.050,
1990-01,2.240,
1990-02,2.495,
1990-03,2.582,
1990-04,2.897,
1990-05,2.565,
1990-06,3.086,
1990-07,3.143,
1990-08,3.616,
1990-09,4.445,
1990-10,4.398,
1990-11,4.539,
1990-12,3.987,
1991-01,3.964,
1991-02,3.904,
1991-03,4.257,
1991-04,3.706,
1991-05,3.680,
1991-06,3.651,
1991-07,3.760,
1991-08,3.752,
1991-09,3.892,
1991-10,4.585,
1991-11,5.125,
1991-12,4.501,
1992-01,4.489,
1992-02,3.684,
1992-03,3.257,
1992-04,3.808,
1992-05,3.809,
1992-06,3.852,
1992-07,4.294,
1992-08,4.723,
1992-09,5.014,
1992-10,6.028,
1992-11,6.489,
1992-12,6.371,
1993-01,6.970,
1993-02,6.689,
1993-03,7.196,
1993-04,6.686,
1993-05,7.701,
1993-06,7.634,
1993-07,6.650,
1993-08,6.710,
1993-09,7.009,
1993-10,7.360,
1993-11,7.476,
1993-12,8.469,
1994-01,9.534,
1994-02,10.394,
1994-03,10.836,
1994-04,10.314,
1994-05,10.415,
1994-06,9.307,
1994-07,9.616,
1994-08,9.720,
1994-09,9.766,
1994-10,9.736,
1994-11,11.577,
1994-12,11.675,
1995-01,11.341,
1995-02,10.646,
1995-03,9.931,
1995-04,9.449,
1995-05,10.758,
1995-06,10.283,
1995-07,9.820,
1995-08,9.925,
1995-09,11.149,
1995-10,9.965,
1995-11,10.680,
1995-12,11.854,
1996-01,12.552,
1996-02,12.374,
1996-03,12.744,
1996-04,11.764,
1996-05,11.370,
1996-06,11.743,
1996-07,13.283,
1996-08,12.593,
1996-09,11.705,
1996-10,11.816,
1996-11,12.201,
1996-12,12.844,
1997-01,11.214,
1997-02,12.317,
1997-03,11.795,
1997-04,12.297,
1997-05,13.109,
1997-06,13.033,
1997-07,14.925,
1997-08,15.356,
1997-09,17.399,
1997-10,20.432,
1997-11,23.595,
1997-12,27.200,
1998-01,25.319,
1998-02,22.112,
1998-03,20.639,
1998-04,19.492,
1998-05,22.110,
1998-06,21.839,
1998-07,23.685,
1998-08,22.963,
1998-09,26.560,
1998-10,29.134,
1998-11,30.311,
1998-12,31.866,
1999-01,32.874,
1999-02,32.145,
1999-03,28.495,
1999-04,27.917,
1999-05,30.233,
1999-06,31.043,
1999-07,30.199,
1999-08,30.224,
1999-09,29.109,
1999-10,27.191,
1999-11,31.871,
1999-12,35.558,
2000-01,35.011,
2000-02,30.630,
2000-03,27.094,
2000-04,27.174,
2000-05,29.342,
2000-06,31.490,
2000-07,28.579,
2000-08,29.868,
2000-09,28.437,
2000-10,35.038,
2000-11,34.642,
2000-12,33.128,
2001-01,34.541,
2001-02,34.478,
2001-03,35.828,
2001-04,36.203,
2001-05,34.964,
2001-06,36.504,
2001-07,38.236,
2001-08,35.766,
2001-09,38.665,
2001-10,36.801,
2001-11,37.204,
2001-12,38.088,
2002-01,37.944,
2002-02,36.223,
2002-03,35.519,
2002-04,34.436,
2002-05,39.858,
2002-06,39.469,
2002-07,40.100,
2002-08,38.595,
2002-09,35.234,
2002-10,38.738,
2002-11,39.340,
2002-12,43.709,
2003-01,41.973,
2003-02,41.232,
2003-03,41.137,
2003-04,37.927,
2003-05,38.149,
2003-06,39.403,
2003-07,36.250,
2003-08,36.801,
2003-09,36.116,
2003-10,35.279,
2003-11,37.374,
2003-12,42.369,
2004-01,38.821,
2004-02,39.273,
2004-03,38.944,
2004-04,40.061,
2004-05,40.961,
2004-06,43.264,
2004-07,44.572,
2004-08,44.391,
2004-09,44.061,
2004-10,42.302,
2004-11,42.386,
2004-12,47.112,
2005-01,48.449,
2005-02,51.736,
2005-03,49.498,
2005-04,51.205,
2005-05,54.187,
2005-06,54.960,
2005-07,59.612,
2005-08,55.886,
2005-09,57.528,
2005-10,53.364,
2005-11,54.830,
2005-12,59.074,
2006-01,59.079,
2006-02,56.414,
2006-03,56.322,
2006-04,50.992,
2006-05,53.795,
2006-06,56.883,
2006-07,56.421,
2006-08,58.055,
2006-09,58.677,
2006-10,60.845,
2006-11,59.930,
2006-12,64.433,
2007-01,62.340,
2007-02,66.494,
2007-03,71.676,
2007-04,65.355,
2007-05,64.529,
2007-06,66.279,
2007-07,66.474,
2007-08,67.140,
2007-09,71.237,
2007-10,74.450,
2007-11,68.401,
2007-12,67.656,
2008-01,65.931,
2008-02,66.084,
2008-03,65.910,
2008-04,63.315,
2008-05,61.697,
2008-06,66.686,
2008-07,72.578,
2008-08,71.471,
2008-09,73.681,
2008-10,68.548,
2008-11,61.111,
2008-12,61.677,
2009-01,61.888,
2009-02,63.851,
2009-03,62.788,
2009-04,63.488,
2009-05,65.540,
2009-06,60.332,
2009-07,60.968,
2009-08,64.454,
2009-09,65.234,
2009-10,66.529,
2009-11,64.937,
2009-12,65.295,
2010-01,68.022,
2010-02,66.855,
2010-03,63.133,
2010-04,63.593,
2010-05,68.823,
2010-06,73.096,
2010-07,71.636,
2010-08,73.485,
2010-09,66.284,
2010-10,67.115,
2010-11,65.040,
2010-12,58.904,
2011-01,60.996,
2011-02,58.410,
2011-03,56.132,
2011-04,55.535,
2011-05,53.903,
2011-06,52.347,
2011-07,50.317,
2011-08,51.127,
2011-09,56.897,
2011-10,51.999,
2011-11,50.751,
2011-12,47.239,
2012-01,52.597,
2012-02,52.091,
2012-03,48.916,
2012-04,42.192,
2012-05,41.301,
2012-06,40.934,
2012-07,41.189,
2012-08,38.595,
2012-09,38.199,
2012-10,35.749,
2012-11,36.617,
2012-12,35.713,
2013-01,50.749,
2013-02,47.346,
2013-03,47.584,
2013-04,46.575,
2013-05,44.934,
2013-06,43.964,
2013-07,42.395,
2013-08,48.151,
2013-09,49.014,
2013-10,48.477,
2013-11,48.273,
2013-12,46.633,
2014-01,47.642,
2014-02,47.077,
2014-03,43.435,
2014-04,40.594,
2014-05,35.573,
2014-06,36.455,
2014-07,34.570,
2014-08,35.153,
2014-09,33.725,
2014-10,33.360,
2014-11,34.869,
2014-12,34.679,Provisional value
