"",BBK01.OUZ092,BBK01.OUZ092_FLAGS
"","Balance sheet, total, Regional banks and other commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:11,
1999-01,500.630,
1999-02,500.159,
1999-03,508.442,
1999-04,510.275,
1999-05,512.165,
1999-06,505.826,
1999-07,500.709,
1999-08,501.512,
1999-09,546.344,
1999-10,557.765,
1999-11,567.389,
1999-12,563.935,
2000-01,573.805,
2000-02,583.165,
2000-03,596.614,
2000-04,602.180,
2000-05,679.338,
2000-06,648.458,
2000-07,644.386,
2000-08,646.792,
2000-09,652.918,
2000-10,667.494,
2000-11,675.059,
2000-12,666.381,
2001-01,660.687,
2001-02,671.065,
2001-03,677.387,
2001-04,678.338,
2001-05,691.438,
2001-06,678.531,
2001-07,670.349,
2001-08,668.571,
2001-09,669.657,
2001-10,667.533,
2001-11,679.756,
2001-12,679.499,
2002-01,680.165,
2002-02,669.212,
2002-03,674.196,
2002-04,678.281,
2002-05,679.005,
2002-06,678.359,
2002-07,676.854,
2002-08,677.689,
2002-09,688.817,
2002-10,681.623,
2002-11,699.525,
2002-12,700.579,
2003-01,700.771,
2003-02,700.325,
2003-03,696.873,
2003-04,697.483,
2003-05,694.408,
2003-06,697.996,
2003-07,682.554,
2003-08,688.173,
2003-09,690.739,
2003-10,684.341,
2003-11,704.603,
2003-12,702.739,
2004-01,711.711,
2004-02,713.911,
2004-03,717.396,
2004-04,726.093,
2004-05,736.372,
2004-06,740.845,
2004-07,741.871,
2004-08,732.684,
2004-09,724.893,
2004-10,730.269,
2004-11,735.408,
2004-12,596.373,
2005-01,611.351,
2005-02,621.816,
2005-03,625.807,
2005-04,633.337,
2005-05,632.893,
2005-06,632.945,
2005-07,639.393,
2005-08,614.844,
2005-09,616.466,
2005-10,611.412,
2005-11,606.972,
2005-12,629.826,
2006-01,634.054,
2006-02,636.580,
2006-03,645.619,
2006-04,661.438,
2006-05,645.626,
2006-06,646.285,
2006-07,648.388,
2006-08,647.037,
2006-09,596.918,
2006-10,608.425,
2006-11,626.018,
2006-12,633.788,
2007-01,638.570,
2007-02,647.155,
2007-03,664.389,
2007-04,674.140,
2007-05,679.995,
2007-06,682.134,
2007-07,687.449,
2007-08,683.474,
2007-09,684.956,
2007-10,696.406,
2007-11,683.616,
2007-12,701.193,
2008-01,697.075,
2008-02,694.655,
2008-03,715.984,
2008-04,729.582,
2008-05,723.795,
2008-06,718.054,
2008-07,720.162,
2008-08,745.552,
2008-09,792.953,
2008-10,814.697,
2008-11,801.509,
2008-12,796.807,
2009-01,792.508,
2009-02,786.236,
2009-03,770.636,
2009-04,773.954,
2009-05,755.844,
2009-06,783.800,
2009-07,772.776,
2009-08,751.059,
2009-09,742.348,
2009-10,728.893,
2009-11,731.079,
2009-12,726.527,
2010-01,734.252,
2010-02,724.802,
2010-03,734.613,
2010-04,759.193,
2010-05,786.708,
2010-06,778.473,
2010-07,743.842,
2010-08,739.999,
2010-09,732.443,
2010-10,736.851,
2010-11,733.946,
2010-12,744.285,
2011-01,750.839,
2011-02,752.654,
2011-03,745.887,
2011-04,756.690,
2011-05,754.660,
2011-06,752.394,
2011-07,753.053,
2011-08,783.543,
2011-09,830.065,
2011-10,815.649,
2011-11,829.312,
2011-12,800.426,
2012-01,827.679,
2012-02,817.841,
2012-03,834.139,
2012-04,849.098,
2012-05,848.540,
2012-06,843.815,
2012-07,856.039,
2012-08,852.442,
2012-09,840.431,
2012-10,842.018,
2012-11,835.392,
2012-12,904.677,
2013-01,912.625,
2013-02,910.689,
2013-03,911.389,
2013-04,917.644,
2013-05,899.085,
2013-06,890.326,
2013-07,881.562,
2013-08,874.461,
2013-09,860.312,
2013-10,851.801,
2013-11,860.337,
2013-12,842.229,
2014-01,851.534,
2014-02,850.168,
2014-03,848.995,
2014-04,859.758,
2014-05,860.201,
2014-06,844.627,
2014-07,843.886,
2014-08,850.202,
2014-09,857.456,
2014-10,870.420,
2014-11,868.675,
"","General: Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
