"",BBK01.OUA204,BBK01.OUA204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:39,
1968-12,9.901,
1969-01,10.323,
1969-02,10.350,
1969-03,10.208,
1969-04,10.624,
1969-05,11.712,
1969-06,10.926,
1969-07,10.769,
1969-08,10.708,
1969-09,11.708,
1969-10,11.972,
1969-11,11.121,
1969-12,11.832,
1970-01,11.597,
1970-02,11.691,
1970-03,11.256,
1970-04,12.053,
1970-05,12.140,
1970-06,12.360,
1970-07,13.260,
1970-08,13.110,
1970-09,12.422,
1970-10,13.012,
1970-11,13.047,
1970-12,14.006,
1971-01,14.710,
1971-02,14.597,
1971-03,14.769,
1971-04,16.193,
1971-05,17.106,
1971-06,15.973,
1971-07,15.818,
1971-08,15.719,
1971-09,15.719,
1971-10,16.996,
1971-11,17.152,
1971-12,18.272,
1972-01,18.216,
1972-02,18.252,
1972-03,17.493,
1972-04,18.106,
1972-05,18.583,
1972-06,18.314,
1972-07,19.197,
1972-08,19.068,
1972-09,18.807,
1972-10,19.647,
1972-11,19.635,
1972-12,21.892,
1973-01,22.650,
1973-02,23.725,
1973-03,22.924,
1973-04,24.328,
1973-05,26.206,
1973-06,24.631,
1973-07,24.495,
1973-08,25.424,
1973-09,24.904,
1973-10,26.454,
1973-11,24.955,
1973-12,23.990,
1974-01,24.709,
1974-02,23.928,
1974-03,21.985,
1974-04,23.778,
1974-05,23.023,
1974-06,20.792,
1974-07,20.192,
1974-08,19.461,
1974-09,18.723,
1974-10,19.741,
1974-11,19.231,
1974-12,21.487,
1975-01,21.619,
1975-02,21.520,
1975-03,20.399,
1975-04,21.751,
1975-05,20.499,
1975-06,19.745,
1975-07,20.165,
1975-08,21.409,
1975-09,20.193,
1975-10,23.628,
1975-11,23.792,
1975-12,26.299,
1976-01,24.851,
1976-02,25.727,
1976-03,24.800,
1976-04,26.770,
1976-05,25.158,
1976-06,24.076,
1976-07,24.119,
1976-08,25.507,
1976-09,25.886,
1976-10,29.631,
1976-11,28.748,
1976-12,29.766,
1977-01,27.249,
1977-02,27.089,
1977-03,26.328,
1977-04,27.191,
1977-05,26.985,
1977-06,24.975,
1977-07,25.599,
1977-08,25.399,
1977-09,24.962,
1977-10,28.752,
1977-11,28.995,
1977-12,32.690,
1978-01,29.417,
1978-02,28.709,
1978-03,26.465,
1978-04,27.948,
1978-05,27.687,
1978-06,26.603,
1978-07,27.627,
1978-08,28.699,
1978-09,29.067,
1978-10,33.748,
1978-11,35.305,
1978-12,36.037,
1979-01,31.501,
1979-02,31.673,
1979-03,29.974,
1979-04,31.929,
1979-05,31.702,
1979-06,31.959,
1979-07,32.226,
1979-08,31.771,
1979-09,30.924,
