"",BBK01.QUW593,BBK01.QUW593_FLAGS
"",Foreign branches: Long-term loans and advances to non- residents / Bermuda / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:50:02,
2001-12,2.317,
2002-01,2.424,
2002-02,2.204,
2002-03,2.308,
2002-04,2.165,
2002-05,2.047,
2002-06,1.934,
2002-07,1.940,
2002-08,1.939,
2002-09,1.928,
2002-10,1.923,
2002-11,1.715,
2002-12,1.414,
2003-01,1.375,
2003-02,1.345,
2003-03,1.279,
2003-04,1.299,
2003-05,1.300,
2003-06,1.379,
2003-07,1.340,
2003-08,1.379,
2003-09,1.294,
2003-10,1.194,
2003-11,1.118,
2003-12,0.978,
2004-01,0.977,
2004-02,1.001,
2004-03,0.923,
2004-04,0.879,
2004-05,0.885,
2004-06,0.900,
2004-07,0.955,
2004-08,0.934,
2004-09,0.949,
2004-10,1.004,
2004-11,0.995,
2004-12,0.930,
2005-01,0.890,
2005-02,0.854,
2005-03,0.861,
2005-04,0.934,
2005-05,0.929,
2005-06,0.930,
2005-07,0.917,
2005-08,0.927,
2005-09,0.929,
2005-10,0.910,
2005-11,1.061,
2005-12,1.073,
2006-01,1.331,
2006-02,1.668,
2006-03,1.551,
2006-04,1.654,
2006-05,1.096,
2006-06,1.117,
2006-07,1.124,
2006-08,1.093,
2006-09,1.102,
2006-10,1.051,
2006-11,1.499,
2006-12,1.108,
2007-01,1.048,
2007-02,1.080,
2007-03,0.905,
2007-04,0.905,
2007-05,0.934,
2007-06,1.070,
2007-07,1.196,
2007-08,1.130,
2007-09,1.128,
2007-10,1.050,
2007-11,1.004,
2007-12,0.968,
2008-01,0.960,
2008-02,0.920,
2008-03,1.078,
2008-04,1.129,
2008-05,1.249,
2008-06,1.375,
2008-07,1.428,
2008-08,1.500,
2008-09,1.609,
2008-10,3.039,
2008-11,1.625,
2008-12,1.356,
2009-01,1.443,
2009-02,1.544,
2009-03,1.405,
2009-04,1.410,
2009-05,1.351,
2009-06,1.332,
2009-07,1.272,
2009-08,1.191,
2009-09,1.079,
2009-10,1.010,
2009-11,1.008,
2009-12,1.120,
2010-01,1.289,
2010-02,1.304,
2010-03,1.329,
2010-04,1.322,
2010-05,1.331,
2010-06,1.337,
2010-07,1.261,
2010-08,1.301,
2010-09,1.181,
2010-10,1.074,
2010-11,1.123,
2010-12,1.113,
2011-01,1.089,
2011-02,1.085,
2011-03,1.030,
2011-04,0.999,
2011-05,1.063,
2011-06,1.057,
2011-07,0.943,
2011-08,0.940,
2011-09,1.020,
2011-10,0.992,
2011-11,0.992,
2011-12,0.992,
2012-01,1.010,
2012-02,0.972,
2012-03,0.999,
2012-04,0.964,
2012-05,1.048,
2012-06,1.086,
2012-07,1.103,
2012-08,1.067,
2012-09,1.089,
2012-10,1.050,
2012-11,1.110,
2012-12,1.078,
2013-01,1.015,
2013-02,1.042,
2013-03,1.009,
2013-04,0.990,
2013-05,0.956,
2013-06,0.976,
2013-07,0.958,
2013-08,0.881,
2013-09,0.953,
2013-10,0.963,
2013-11,1.002,
2013-12,0.962,
2014-01,0.967,
2014-02,0.972,
2014-03,0.985,
2014-04,0.977,
2014-05,0.998,
2014-06,0.832,
2014-07,1.043,
2014-08,0.945,
2014-09,1.017,
2014-10,1.017,
2014-11,1.139,
