"",BBK01.OEAH33M,BBK01.OEAH33M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:49,
2002-01,20.250,
2002-04,20.361,
2002-07,20.272,
2002-10,21.534,
2003-01,22.917,
2003-04,23.126,
2003-07,24.317,
2003-10,21.361,
2004-01,22.251,
2004-04,24.573,
2004-07,25.936,
2004-10,26.839,
2005-01,27.965,
2005-04,29.110,
2005-07,29.316,
2005-10,28.741,
2006-01,29.200,
2006-04,29.890,
2006-07,30.432,
2006-10,30.055,
2007-01,30.667,
2007-04,31.344,
2007-07,31.749,
2007-10,32.345,
2008-01,33.349,
2008-04,34.202,
2008-07,34.228,
2008-10,37.099,
2009-01,38.125,
2009-04,39.440,
2009-07,39.206,
2009-10,38.882,
2010-01,38.422,
2010-04,37.407,
2010-07,36.652,
2010-10,37.486,
2011-01,37.357,
2011-04,36.705,
2011-07,36.628,
2011-10,36.893,
2012-01,36.208,
2012-04,37.456,
2012-07,37.160,
2012-10,37.537,
2013-01,36.648,
2013-04,37.978,
2013-07,36.926,
2013-10,35.398,
2014-01,34.257,
2014-04,35.570,
2014-07,34.505,
