"",BBK01.OEAE28Q,BBK01.OEAE28Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:05:28,
2002-01,18.446,
2002-04,18.697,
2002-07,18.661,
2002-10,19.174,
2003-01,19.275,
2003-04,21.348,
2003-07,21.388,
2003-10,21.992,
2004-01,22.181,
2004-04,17.704,
2004-07,17.431,
2004-10,18.306,
2005-01,18.134,
2005-04,18.112,
2005-07,18.062,
2005-10,17.961,
2006-01,18.801,
2006-04,19.956,
2006-07,19.770,
2006-10,20.536,
2007-01,21.149,
2007-04,20.286,
2007-07,19.223,
2007-10,19.105,
2008-01,17.422,
2008-04,16.997,
2008-07,17.365,
2008-10,17.395,
2009-01,16.842,
2009-04,16.521,
2009-07,17.153,
2009-10,20.669,
2010-01,17.934,
2010-04,17.992,
2010-07,16.759,
2010-10,16.795,
2011-01,16.272,
2011-04,15.957,
2011-07,15.058,
2011-10,15.095,
2012-01,15.123,
2012-04,15.644,
2012-07,15.885,
2012-10,16.465,
2013-01,16.435,
2013-04,16.182,
2013-07,16.248,
2013-10,16.683,
2014-01,16.586,
2014-04,16.631,
2014-07,16.729,
