"",BBK01.PQA355,BBK01.PQA355_FLAGS
"",Lending to domestic enterprises / Short-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:20,
1968-10,28.469,
1969-01,29.598,
1969-04,30.410,
1969-07,31.321,
1969-10,35.662,
1970-01,35.885,
1970-04,38.018,
1970-07,37.948,
1970-10,39.617,
1971-01,39.477,
1971-04,41.396,
1971-07,42.568,
1971-10,45.770,
1972-01,46.587,
1972-04,50.109,
1972-07,50.128,
1972-10,53.497,
1973-01,51.749,
1973-04,52.350,
1973-07,53.808,
1973-10,54.852,
1974-01,55.397,
1974-04,58.163,
1974-07,58.850,
1974-10,60.061,
1975-01,57.888,
1975-04,57.280,
1975-07,55.126,
1975-10,57.450,
1976-01,54.486,
1976-04,57.584,
1976-07,58.171,
1976-10,60.812,
1977-01,59.214,
1977-04,60.837,
1977-07,59.994,
1977-10,63.145,
1978-01,59.967,
1978-04,62.630,
1978-07,63.014,
1978-10,66.404,
1979-01,65.196,
1979-04,69.748,
1979-07,70.322,
1979-10,75.161,
1980-01,72.988,
1980-04,77.537,
1980-07,77.793,
1980-10,85.174,
1981-01,86.582,
1981-04,89.333,
1981-07,90.162,
1981-10,92.676,
1982-01,90.814,
1982-04,93.356,
1982-07,94.215,
1982-10,94.947,
1983-01,90.807,
1983-04,94.260,
1983-07,96.120,
1983-10,98.795,
1984-01,98.698,
1984-04,100.721,
1984-07,103.655,
1984-10,105.901,
1985-01,107.737,
1985-04,109.978,
1985-07,105.830,
1985-10,107.558,
1986-01,108.124,
1986-04,108.935,
1986-07,105.829,
1986-10,105.555,
1987-01,103.190,
1987-04,100.992,
1987-07,101.163,
1987-10,100.034,
1988-01,100.824,
1988-04,103.901,
1988-07,102.729,
1988-10,108.128,
1989-01,109.003,
1989-04,114.404,
1989-07,117.308,
1989-10,120.203,
1990-01,126.026,
1990-04,169.877,
1990-07,181.206,
1990-10,187.886,
1991-01,193.344,
1991-04,203.015,
1991-07,202.930,
1991-10,206.993,
1992-01,205.443,
1992-04,211.890,
1992-07,205.531,
1992-10,199.091,
1993-01,193.346,
1993-04,191.072,
1993-07,188.066,
1993-10,182.450,
1994-01,179.435,
1994-04,179.625,
1994-07,180.590,
1994-10,185.078,
1995-01,188.672,
1995-04,197.428,
1995-07,198.373,
1995-10,199.135,
1996-01,203.054,
1996-04,209.688,
1996-07,208.174,
1996-10,213.118,
1997-01,213.613,
1997-04,220.049,
1997-07,215.793,
1997-10,220.355,
1998-01,219.007,
1998-04,225.183,
1998-07,225.498,
1998-10,232.510,
1999-01,214.047,
1999-04,221.607,
1999-07,213.892,
1999-10,221.023,
2000-01,233.646,
2000-04,239.605,
2000-07,240.530,
2000-10,237.486,
2001-01,254.848,
2001-04,253.726,
2001-07,244.599,
2001-10,248.027,
2002-01,244.571,
2002-04,238.387,
2002-07,237.370,
2002-10,227.348,
2003-01,230.568,
2003-04,227.060,
2003-07,224.103,
2003-10,217.288,
2004-01,214.213,
2004-04,203.525,
2004-07,196.129,
2004-10,194.933,
2005-01,201.772,
2005-04,203.931,
2005-07,209.049,
2005-10,189.893,
2006-01,211.061,
2006-04,211.419,
2006-07,220.400,
2006-10,191.878,
2007-01,215.359,
2007-04,216.304,
2007-07,225.045,
2007-10,225.931,
2008-01,254.390,
2008-04,263.614,
2008-07,270.261,
2008-10,259.395,
2009-01,292.315,
2009-04,286.779,
2009-07,262.275,
2009-10,233.593,
2010-01,230.371,
2010-04,238.529,
2010-07,219.441,
2010-10,210.995,
2011-01,221.458,
2011-04,234.859,
2011-07,254.828,
2011-10,246.307,
2012-01,259.191,
2012-04,254.029,
2012-07,271.442,
2012-10,247.654,
2013-01,264.771,
2013-04,271.522,
2013-07,158.935,
2013-10,152.144,
2014-01,155.628,
2014-04,158.006,
2014-07,156.858,
2014-10,150.661,
