"",BBK01.PC3763,BBK01.PC3763_FLAGS
"",Lending to hotels and restaurants / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:33:20,
1989-01,.,No value available
1989-04,.,No value available
1989-07,0.117,
1989-10,0.105,
1990-01,0.117,
1990-04,0.110,
1990-07,0.126,
1990-10,0.147,
1991-01,0.116,
1991-04,0.143,
1991-07,0.154,
1991-10,0.155,
1992-01,0.156,
1992-04,0.200,
1992-07,0.207,
1992-10,0.308,
1993-01,0.290,
1993-04,0.297,
1993-07,0.250,
1993-10,0.281,
1994-01,0.266,
1994-04,0.295,
1994-07,0.306,
1994-10,0.289,
1995-01,0.278,
1995-04,0.304,
1995-07,0.291,
1995-10,0.290,
1996-01,0.289,
1996-04,0.285,
1996-07,0.274,
1996-10,0.245,
1997-01,0.257,
1997-04,0.264,
1997-07,0.227,
1997-10,0.237,
1998-01,0.241,
1998-04,0.238,
1998-07,0.213,
1998-10,0.213,
1999-01,0.185,
1999-04,0.190,
1999-07,0.204,
1999-10,0.202,
2000-01,0.215,
2000-04,0.203,
2000-07,0.195,
2000-10,0.201,
2001-01,0.203,
2001-04,0.217,
2001-07,0.213,
2001-10,0.206,
2002-01,0.204,
2002-04,0.412,
2002-07,0.334,
2002-10,0.335,
2003-01,0.333,
2003-04,0.368,
2003-07,0.367,
2003-10,0.278,
2004-01,0.272,
2004-04,0.245,
2004-07,0.284,
2004-10,0.258,
2005-01,0.259,
2005-04,0.287,
2005-07,0.270,
2005-10,1.498,
2006-01,1.474,
2006-04,1.431,
2006-07,1.388,
2006-10,1.362,
2007-01,1.338,
2007-04,1.221,
2007-07,1.174,
2007-10,1.175,
2008-01,1.155,
2008-04,1.099,
2008-07,1.081,
2008-10,1.086,
2009-01,1.038,
2009-04,1.000,
2009-07,0.961,
2009-10,1.010,
2010-01,0.981,
2010-04,0.935,
2010-07,0.905,
2010-10,0.900,
2011-01,0.898,
2011-04,0.904,
2011-07,0.930,
2011-10,0.919,
2012-01,0.945,
2012-04,0.946,
2012-07,0.937,
2012-10,0.942,
2013-01,0.932,
2013-04,0.923,
2013-07,0.933,
2013-10,0.929,
2014-01,0.942,
2014-04,1.046,
2014-07,0.908,
2014-10,0.917,
