"",BBK01.WX4657,BBK01.WX4657_FLAGS
"",Yields on debt securities outstanding issued by residents / State government securities (Bundeslaender) / Mean residual maturity of more than 5 and up to 6 years / Monthly average,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:09,
2011-01,2.8,
2011-02,3.0,
2011-03,3.1,
2011-04,3.2,
2011-05,3.1,
2011-06,3.0,
2011-07,2.9,
2011-08,2.5,
2011-09,2.3,
2011-10,2.3,
2011-11,2.2,
2011-12,2.2,
2012-01,2.0,
2012-02,1.9,
2012-03,1.9,
2012-04,1.8,
2012-05,1.6,
2012-06,1.6,
2012-07,1.4,
2012-08,1.3,
2012-09,1.2,
2012-10,1.2,
2012-11,1.1,
2012-12,1.0,
2013-01,1.2,
2013-02,1.2,
2013-03,1.1,
2013-04,1.0,
2013-05,1.0,
2013-06,1.3,
2013-07,1.3,
2013-08,1.4,
2013-09,1.5,
2013-10,1.4,
2013-11,1.2,
2013-12,1.3,
2014-01,1.3,
2014-02,1.1,
2014-03,1.1,
2014-04,1.1,
2014-05,1.0,
2014-06,0.8,
2014-07,0.8,
2014-08,0.7,
2014-09,0.6,
2014-10,0.5,
2014-11,0.5,
2014-12,0.4,
2015-01,0.3,
