"",BBK01.OEAA37N,BBK01.OEAA37N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:16,
2002-01,174.439,
2002-04,176.434,
2002-07,179.090,
2002-10,182.038,
2003-01,182.980,
2003-04,182.654,
2003-07,185.928,
2003-10,188.491,
2004-01,189.156,
2004-04,193.208,
2004-07,199.203,
2004-10,177.085,
2005-01,181.936,
2005-04,183.771,
2005-07,183.923,
2005-10,185.946,
2006-01,191.406,
2006-04,192.085,
2006-07,193.743,
2006-10,194.763,
2007-01,194.089,
2007-04,195.165,
2007-07,196.638,
2007-10,196.657,
2008-01,196.710,
2008-04,198.294,
2008-07,195.053,
2008-10,195.092,
2009-01,193.747,
2009-04,194.742,
2009-07,196.381,
2009-10,196.811,
2010-01,197.265,
2010-04,197.257,
2010-07,199.295,
2010-10,200.317,
2011-01,200.612,
2011-04,201.686,
2011-07,203.485,
2011-10,203.714,
2012-01,203.835,
2012-04,199.404,
2012-07,200.824,
2012-10,202.984,
2013-01,203.454,
2013-04,204.701,
2013-07,206.131,
2013-10,206.991,
2014-01,207.135,
2014-04,208.473,
2014-07,210.121,
