"",BBDE1.M.DE.Y.AEA1.P2XF11000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF11000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Stuctural engineering - industrial clients / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:14,
1991-01,147.8,
1991-02,143.4,
1991-03,148.7,
1991-04,149.6,
1991-05,166.8,
1991-06,156.2,
1991-07,161.3,
1991-08,167.5,
1991-09,189.7,
1991-10,170.1,
1991-11,167.6,
1991-12,154.5,
1992-01,165.3,
1992-02,187.9,
1992-03,177.2,
1992-04,173.3,
1992-05,169.7,
1992-06,190.0,
1992-07,174.5,
1992-08,182.3,
1992-09,174.3,
1992-10,170.6,
1992-11,176.3,
1992-12,217.5,
1993-01,164.2,
1993-02,176.3,
1993-03,177.1,
1993-04,175.5,
1993-05,176.4,
1993-06,173.8,
1993-07,183.9,
1993-08,172.3,
1993-09,184.6,
1993-10,202.6,
1993-11,191.7,
1993-12,185.0,
1994-01,208.0,
1994-02,184.0,
1994-03,191.0,
1994-04,194.9,
1994-05,187.7,
1994-06,180.4,
1994-07,176.3,
1994-08,180.2,
1994-09,179.4,
1994-10,187.5,
1994-11,207.1,
1994-12,220.4,
1995-01,226.3,
1995-02,183.6,
1995-03,194.0,
1995-04,195.2,
1995-05,179.5,
1995-06,192.3,
1995-07,189.1,
1995-08,191.3,
1995-09,190.7,
1995-10,182.9,
1995-11,168.4,
1995-12,159.4,
1996-01,169.5,
1996-02,177.2,
1996-03,158.7,
1996-04,142.0,
1996-05,160.8,
1996-06,175.4,
1996-07,173.4,
1996-08,169.7,
1996-09,158.2,
1996-10,158.6,
1996-11,152.6,
1996-12,169.4,
1997-01,157.0,
1997-02,139.7,
1997-03,151.8,
1997-04,132.0,
1997-05,154.5,
1997-06,144.5,
1997-07,132.0,
1997-08,148.2,
1997-09,146.1,
1997-10,143.1,
1997-11,138.8,
1997-12,150.2,
1998-01,124.9,
1998-02,151.0,
1998-03,145.7,
1998-04,150.7,
1998-05,140.1,
1998-06,130.2,
1998-07,136.5,
1998-08,140.0,
1998-09,133.5,
1998-10,137.1,
1998-11,143.2,
1998-12,140.4,
1999-01,145.4,
1999-02,155.1,
1999-03,146.5,
1999-04,144.4,
1999-05,151.0,
1999-06,153.7,
1999-07,145.2,
1999-08,136.9,
1999-09,140.1,
1999-10,154.0,
1999-11,132.6,
1999-12,119.1,
2000-01,132.3,
2000-02,135.7,
2000-03,142.8,
2000-04,138.6,
2000-05,152.1,
2000-06,133.0,
2000-07,139.6,
2000-08,120.0,
2000-09,151.0,
2000-10,132.3,
2000-11,137.3,
2000-12,141.4,
2001-01,148.5,
2001-02,126.3,
2001-03,136.3,
2001-04,149.5,
2001-05,143.3,
2001-06,130.7,
2001-07,135.5,
2001-08,139.4,
2001-09,135.1,
2001-10,118.5,
2001-11,136.5,
2001-12,126.6,
2002-01,113.5,
2002-02,128.8,
2002-03,166.2,
2002-04,115.6,
2002-05,115.0,
2002-06,116.4,
2002-07,119.0,
2002-08,103.1,
2002-09,115.8,
2002-10,98.0,
2002-11,95.5,
2002-12,120.8,
2003-01,106.3,
2003-02,104.4,
2003-03,98.8,
2003-04,101.5,
2003-05,94.0,
2003-06,96.4,
2003-07,101.4,
2003-08,91.7,
2003-09,94.8,
2003-10,92.5,
2003-11,98.8,
2003-12,86.4,
2004-01,115.6,
2004-02,124.1,
2004-03,81.9,
2004-04,90.9,
2004-05,78.8,
2004-06,90.8,
2004-07,86.7,
2004-08,88.4,
2004-09,85.4,
2004-10,93.7,
2004-11,82.3,
2004-12,102.9,
2005-01,81.7,
2005-02,85.1,
2005-03,103.7,
2005-04,86.1,
2005-05,88.7,
2005-06,94.5,
2005-07,90.6,
2005-08,78.8,
2005-09,104.0,
2005-10,93.3,
2005-11,105.5,
2005-12,119.0,
2006-01,88.9,
2006-02,102.5,
2006-03,99.7,
2006-04,104.8,
2006-05,111.5,
2006-06,93.3,
2006-07,98.6,
2006-08,106.8,
2006-09,107.6,
2006-10,108.9,
2006-11,110.3,
2006-12,112.5,
2007-01,117.9,
2007-02,114.1,
2007-03,118.7,
2007-04,122.6,
2007-05,121.8,
2007-06,114.1,
2007-07,136.3,
2007-08,96.7,
2007-09,106.9,
2007-10,135.2,
2007-11,105.5,
2007-12,111.1,
2008-01,151.8,
2008-02,115.6,
2008-03,115.3,
2008-04,146.4,
2008-05,113.7,
2008-06,129.0,
2008-07,116.5,
2008-08,112.8,
2008-09,131.8,
