"",BBK01.SUD216,BBK01.SUD216_FLAGS
"",New business (volumes) of German banks / Housing loans to households with a  floating rate or an initial rate fixation up to 1 year,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-03 10:27:01,
2003-01,3113,
2003-02,2151,
2003-03,2057,
2003-04,2321,
2003-05,1697,
2003-06,2253,
2003-07,2805,
2003-08,1695,
2003-09,2033,
2003-10,2463,
2003-11,1866,
2003-12,2878,
2004-01,2827,
2004-02,1999,
2004-03,2504,
2004-04,2706,
2004-05,2079,
2004-06,2314,
2004-07,3233,
2004-08,2071,
2004-09,2058,
2004-10,3091,
2004-11,1887,
2004-12,2292,
2005-01,2467,
2005-02,1668,
2005-03,2078,
2005-04,2786,
2005-05,2075,
2005-06,2196,
2005-07,3353,
2005-08,2010,
2005-09,2095,
2005-10,2603,
2005-11,2062,
2005-12,2522,
2006-01,3199,
2006-02,2049,
2006-03,2204,
2006-04,3072,
2006-05,2074,
2006-06,2338,
2006-07,2561,
2006-08,2229,
2006-09,2122,
2006-10,2781,
2006-11,2111,
2006-12,2315,
2007-01,2619,
2007-02,1824,
2007-03,2506,
2007-04,2286,
2007-05,2012,
2007-06,2372,
2007-07,2745,
2007-08,2220,
2007-09,2240,
2007-10,2458,
2007-11,1933,
2007-12,2127,
2008-01,2759,
2008-02,1926,
2008-03,1647,
2008-04,2388,
2008-05,1946,
2008-06,2173,
2008-07,2701,
2008-08,1998,
2008-09,2129,
2008-10,2488,
2008-11,1995,
2008-12,2476,
2009-01,3251,
2009-02,2370,
2009-03,2787,
2009-04,3150,
2009-05,2616,
2009-06,2654,
2009-07,3374,
2009-08,2931,
2009-09,2256,
2009-10,2956,
2009-11,2214,
2009-12,2530,
2010-01,2978,
2010-02,2057,
2010-03,2660,
2010-04,2723,
2010-05,2233,
2010-06,2215,
2010-07,3092,
2010-08,2125,
2010-09,2039,
2010-10,2797,
2010-11,1977,
2010-12,2524,
2011-01,3444,
2011-02,2101,
2011-03,2777,
2011-04,2760,
2011-05,2503,
2011-06,2189,
2011-07,3131,
2011-08,2277,
2011-09,2112,
2011-10,2782,
2011-11,1960,
2011-12,2283,
2012-01,2614,
2012-02,2330,
2012-03,1982,
2012-04,2429,
2012-05,2246,
2012-06,2175,
2012-07,2644,
2012-08,2332,
2012-09,1971,
2012-10,2600,
2012-11,2122,
2012-12,2222,
2013-01,3178,
2013-02,2124,
2013-03,2291,
2013-04,2887,
2013-05,2281,
2013-06,2317,
2013-07,3304,
2013-08,2302,
2013-09,2266,
2013-10,3065,
2013-11,2106,
2013-12,2436,
2014-01,3082,
2014-02,2762,
2014-03,2449,
2014-04,2754,
2014-05,2259,
2014-06,2436,
2014-07,2866,
2014-08,2398,
2014-09,2127,
2014-10,2543,
2014-11,2176,
2014-12,2644,Provisional value
"","General: Estimated. The volume of new business is extrapolated to form the underlying total using the Horvitz-Thompson estimator. Secured and unsecured loans for home purchase, including building and home improvements; including loans granted by building and loan associations and interim credits as well as transmitted loans granted by the reporting agents in their own name and for their own account. Excluding overdrafts. p = Provisional",
