"",BBK01.OEAC57N,BBK01.OEAC57N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:49,
2002-01,33.700,
2002-04,33.951,
2002-07,34.017,
2002-10,33.380,
2003-01,32.224,
2003-04,32.158,
2003-07,32.596,
2003-10,31.622,
2004-01,31.496,
2004-04,31.501,
2004-07,31.760,
2004-10,31.764,
2005-01,31.838,
2005-04,34.744,
2005-07,34.854,
2005-10,35.340,
2006-01,48.466,
2006-04,49.323,
2006-07,49.762,
2006-10,49.882,
2007-01,49.879,
2007-04,50.061,
2007-07,49.629,
2007-10,49.887,
2008-01,50.151,
2008-04,52.269,
2008-07,51.904,
2008-10,52.112,
2009-01,52.328,
2009-04,53.647,
2009-07,53.828,
2009-10,52.584,
2010-01,53.943,
2010-04,54.613,
2010-07,55.159,
2010-10,55.792,
2011-01,56.087,
2011-04,56.242,
2011-07,56.664,
2011-10,57.204,
2012-01,56.130,
2012-04,53.386,
2012-07,53.818,
2012-10,53.950,
2013-01,54.285,
2013-04,54.602,
2013-07,55.235,
2013-10,55.228,
2014-01,55.921,
2014-04,55.832,
2014-07,56.219,
