"",BBK01.OUN215,BBK01.OUN215_FLAGS
"",Time deposits of local government and local government associations / for up and including 1 year / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:35,
1968-12,0.001,
1969-01,0.001,
1969-02,0.001,
1969-03,0.001,
1969-04,0.001,
1969-05,0.002,
1969-06,0.002,
1969-07,0.003,
1969-08,0.003,
1969-09,0.003,
1969-10,0.002,
1969-11,0.003,
1969-12,0.003,
1970-01,0.003,
1970-02,0.003,
1970-03,0.002,
1970-04,0.003,
1970-05,0.003,
1970-06,0.005,
1970-07,0.005,
1970-08,0.006,
1970-09,0.005,
1970-10,0.005,
1970-11,0.006,
1970-12,0.010,
1971-01,0.010,
1971-02,0.011,
1971-03,0.018,
1971-04,0.023,
1971-05,0.021,
1971-06,0.018,
1971-07,0.017,
1971-08,0.030,
1971-09,0.030,
1971-10,0.035,
1971-11,0.035,
1971-12,0.030,
1972-01,0.030,
1972-02,0.022,
1972-03,0.025,
1972-04,0.025,
1972-05,0.026,
1972-06,0.026,
1972-07,0.025,
1972-08,0.028,
1972-09,0.027,
1972-10,0.027,
1972-11,0.027,
1972-12,0.032,
1973-01,0.031,
1973-02,0.036,
1973-03,0.036,
1973-04,0.038,
1973-05,0.031,
1973-06,0.031,
1973-07,0.031,
1973-08,0.034,
1973-09,0.039,
1973-10,0.039,
1973-11,0.043,
1973-12,0.045,
1974-01,0.048,
1974-02,0.056,
1974-03,0.059,
1974-04,0.056,
1974-05,0.054,
1974-06,0.054,
1974-07,0.057,
1974-08,0.060,
1974-09,0.063,
1974-10,0.067,
1974-11,0.071,
1974-12,0.085,
1975-01,0.072,
1975-02,0.074,
1975-03,0.077,
1975-04,0.080,
1975-05,0.075,
1975-06,0.072,
1975-07,0.074,
1975-08,0.072,
1975-09,0.064,
1975-10,0.061,
1975-11,0.056,
1975-12,0.056,
1976-01,0.053,
1976-02,0.059,
1976-03,0.059,
1976-04,0.061,
1976-05,0.060,
1976-06,0.060,
1976-07,0.055,
1976-08,0.044,
1976-09,0.029,
1976-10,0.028,
1976-11,0.029,
1976-12,0.030,
1977-01,0.029,
1977-02,0.031,
1977-03,0.031,
1977-04,0.001,
1977-05,0.001,
1977-06,0.001,
1977-07,0.001,
1977-08,0.001,
1977-09,0.003,
1977-10,0.003,
1977-11,0.004,
1977-12,0.001,
1978-01,0.001,
1978-02,0.003,
1978-03,0.003,
1978-04,0.003,
1978-05,0.002,
1978-06,0.001,
1978-07,0.001,
1978-08,0.002,
1978-09,0.001,
1978-10,0.001,
1978-11,0.002,
1978-12,0.002,
1979-01,0.001,
1979-02,0.004,
1979-03,0.004,
1979-04,0.004,
1979-05,0.005,
1979-06,0.005,
1979-07,0.005,
1979-08,0.007,
1979-09,0.007,
1979-10,0.008,
1979-11,0.002,
1979-12,-,Nothing exists
1980-01,0.001,
1980-02,0.004,
1980-03,0.004,
1980-04,0.005,
1980-05,0.006,
1980-06,0.006,
1980-07,0.006,
1980-08,0.007,
1980-09,0.008,
1980-10,0.008,
1980-11,0.008,
1980-12,-,Nothing exists
1981-01,0.002,
1981-02,0.005,
1981-03,0.005,
1981-04,0.004,
1981-05,0.006,
1981-06,0.003,
1981-07,0.003,
1981-08,0.003,
1981-09,0.003,
1981-10,0.010,
1981-11,0.015,
1981-12,-,Nothing exists
1982-01,0.001,
1982-02,0.016,
1982-03,0.016,
1982-04,0.007,
1982-05,0.012,
1982-06,0.012,
1982-07,0.005,
1982-08,0.004,
1982-09,0.010,
1982-10,0.011,
1982-11,0.011,
1982-12,-,Nothing exists
1983-01,-,Nothing exists
1983-02,0.010,
1983-03,0.009,
1983-04,0.010,
1983-05,0.004,
1983-06,0.005,
1983-07,0.006,
1983-08,0.005,
1983-09,0.013,
1983-10,0.013,
1983-11,0.013,
1983-12,0.005,
1984-01,0.025,
1984-02,0.022,
1984-03,0.024,
1984-04,0.024,
1984-05,0.021,
1984-06,0.022,
1984-07,0.022,
1984-08,0.014,
1984-09,0.015,
1984-10,0.015,
1984-11,0.015,
1984-12,-,Nothing exists
1985-01,0.004,
1985-02,0.008,
1985-03,0.008,
1985-04,0.008,
1985-05,0.006,
1985-06,0.012,
1985-07,0.013,
1985-08,0.014,
1985-09,0.012,
1985-10,0.012,
1985-11,0.007,
1985-12,0.005,
1986-01,0.004,
1986-02,0.007,
1986-03,0.007,
1986-04,0.007,
1986-05,0.008,
1986-06,0.007,
1986-07,0.008,
1986-08,0.008,
1986-09,0.008,
1986-10,0.008,
1986-11,0.007,
1986-12,0.004,
1987-01,0.007,
1987-02,0.011,
1987-03,0.007,
1987-04,0.005,
1987-05,0.005,
1987-06,0.005,
1987-07,0.006,
1987-08,0.006,
1987-09,0.013,
1987-10,0.021,
1987-11,0.018,
1987-12,0.014,
1988-01,0.008,
1988-02,0.009,
1988-03,0.017,
1988-04,0.015,
1988-05,0.015,
1988-06,0.014,
1988-07,0.016,
1988-08,0.019,
1988-09,0.019,
1988-10,0.018,
1988-11,0.024,
1988-12,0.018,
1989-01,0.018,
1989-02,0.018,
1989-03,0.018,
1989-04,0.018,
1989-05,0.018,
1989-06,0.018,
1989-07,0.018,
1989-08,0.018,
1989-09,0.013,
1989-10,0.018,
1989-11,0.018,
1989-12,0.010,
1990-01,0.010,
1990-02,0.010,
1990-03,0.010,
1990-04,0.010,
1990-05,0.010,
1990-06,0.010,
1990-07,0.013,
1990-08,0.013,
1990-09,0.015,
1990-10,0.015,
1990-11,0.015,
1990-12,0.010,
1991-01,0.010,
1991-02,0.010,
1991-03,0.010,
1991-04,0.013,
1991-05,0.014,
1991-06,0.014,
1991-07,0.008,
1991-08,0.008,
1991-09,0.006,
1991-10,0.006,
1991-11,0.007,
1991-12,0.006,
1992-01,0.006,
1992-02,0.003,
1992-03,0.001,
1992-04,0.001,
1992-05,0.001,
1992-06,0.001,
1992-07,0.001,
1992-08,0.001,
1992-09,0.001,
1992-10,0.001,
1992-11,0.002,
1992-12,0.002,
1993-01,0.001,
1993-02,0.005,
1993-03,0.006,
1993-04,0.006,
1993-05,0.005,
1993-06,0.005,
1993-07,0.006,
1993-08,0.006,
1993-09,0.007,
1993-10,0.006,
1993-11,0.006,
1993-12,0.009,
1994-01,0.006,
1994-02,0.006,
1994-03,0.005,
1994-04,0.004,
1994-05,0.006,
1994-06,0.004,
1994-07,0.006,
1994-08,0.009,
1994-09,0.007,
1994-10,0.004,
1994-11,0.006,
1994-12,0.005,
1995-01,0.005,
1995-02,0.006,
1995-03,0.005,
1995-04,0.007,
1995-05,0.047,
1995-06,0.027,
1995-07,0.031,
1995-08,0.013,
1995-09,0.027,
1995-10,0.036,
1995-11,0.017,
1995-12,0.022,
1996-01,0.027,
1996-02,0.042,
1996-03,0.041,
1996-04,0.040,
1996-05,0.027,
1996-06,0.007,
1996-07,0.011,
1996-08,0.012,
1996-09,0.012,
1996-10,0.002,
1996-11,0.003,
1996-12,0.003,
1997-01,0.003,
1997-02,0.002,
1997-03,0.038,
1997-04,0.039,
1997-05,0.029,
1997-06,0.008,
1997-07,0.005,
1997-08,0.033,
1997-09,0.033,
1997-10,0.033,
1997-11,0.009,
1997-12,0.009,
1998-01,0.009,
1998-02,0.009,
1998-03,0.009,
1998-04,0.009,
1998-05,0.009,
1998-06,0.004,
1998-07,0.004,
1998-08,0.004,
1998-09,0.005,
1998-10,0.005,
1998-11,0.005,
1998-12,0.014,
1999-01,0.005,
1999-02,0.005,
1999-03,0.006,
1999-04,0.006,
1999-05,0.006,
1999-06,0.006,
1999-07,0.006,
1999-08,0.006,
1999-09,0.006,
1999-10,0.006,
1999-11,0.006,
1999-12,0.007,
2000-01,0.007,
2000-02,0.007,
2000-03,0.007,
2000-04,0.007,
2000-05,0.007,
2000-06,0.007,
2000-07,0.007,
2000-08,0.007,
2000-09,0.007,
2000-10,0.007,
2000-11,0.007,
2000-12,0.007,
2001-01,0.010,
2001-02,0.009,
2001-03,0.009,
