"",BBK01.TUE373,BBK01.TUE373_FLAGS
"",Deposits of enterprises and households / With agreed maturities of over 2 years / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:07,
1997-09,941206,
1997-10,943875,
1997-11,944376,
1997-12,948911,
1998-01,956281,
1998-02,964076,
1998-03,965529,
1998-04,967026,
1998-05,971675,
1998-06,969296,
1998-07,970978,
1998-08,976652,
1998-09,976463,
1998-10,972848,
1998-11,967073,
1998-12,981224,
1999-01,1069084,
1999-02,1080715,
1999-03,1085933,
1999-04,1088362,
1999-05,1086396,
1999-06,1096102,
1999-07,1101197,
1999-08,1107271,
1999-09,1108947,
1999-10,1114280,
1999-11,1123056,
1999-12,1134281,
2000-01,1136032,
2000-02,1138082,
2000-03,1136763,
2000-04,1136962,
2000-05,1138618,
2000-06,1137492,
2000-07,1137917,
2000-08,1139092,
2000-09,1139977,
2000-10,1140675,
2000-11,1134760,
2000-12,1140467,
2001-01,1142843,
2001-02,1142048,
2001-03,1145073,
2001-04,1142700,
2001-05,1143063,
2001-06,1143640,
2001-07,1137882,
2001-08,1134706,
2001-09,1135996,
2001-10,1136063,
2001-11,1134917,
2001-12,1142437,
2002-01,1146161,
2002-02,1148083,
2002-03,1151547,
2002-04,1150751,
2002-05,1153019,
2002-06,1155002,
2002-07,1154082,
2002-08,1142547,
2002-09,1143645,
2002-10,1144882,
2002-11,1148379,
2002-12,1163914,
2003-01,1168251,
2003-02,1175601,
2003-03,1182682,
2003-04,1179607,
2003-05,1185028,
2003-06,1188150,
2003-07,1194433,
2003-08,1203766,
2003-09,1203344,
2003-10,1208411,
2003-11,1215544,
2003-12,1232305,
2004-01,1235352,
2004-02,1242683,
2004-03,1250379,
2004-04,1261111,
2004-05,1266099,
2004-06,1276275,
2004-07,1283127,
2004-08,1289571,
2004-09,1292973,
2004-10,1300102,
2004-11,1315380,
2004-12,1344762,
2005-01,1347702,
2005-02,1354894,
2005-03,1370424,
2005-04,1375871,
2005-05,1377128,
2005-06,1440224,
2005-07,1443567,
2005-08,1444993,
2005-09,1448136,
2005-10,1457878,
2005-11,1469831,
2005-12,1508254,
2006-01,1513574,
2006-02,1526635,
2006-03,1554840,
2006-04,1569130,
2006-05,1579187,
2006-06,1592072,
2006-07,1602229,
2006-08,1606069,
2006-09,1609687,
2006-10,1625128,
2006-11,1633685,
2006-12,1657703,
2007-01,1664180,
2007-02,1667988,
2007-03,1700288,
2007-04,1714788,
2007-05,1732970,
2007-06,1751912,
2007-07,1770858,
2007-08,1764128,
2007-09,1761956,
2007-10,1782392,
2007-11,1796510,
2007-12,1856979,
2008-01,1855810,
2008-02,1850347,
2008-03,1862733,
2008-04,1872250,
2008-05,1895182,
2008-06,1911033,
2008-07,1914264,
2008-08,1919432,
2008-09,1907437,
2008-10,1911800,
2008-11,1934429,
2008-12,1973487,
2009-01,2011708,
2009-02,2025367,
2009-03,2046591,
2009-04,2062275,
2009-05,2084188,
2009-06,2107232,
2009-07,2118734,
2009-08,2124491,
2009-09,2139264,
2009-10,2139974,
2009-11,2148602,
2009-12,2189082,
2010-01,2200088,
2010-02,2213800,
2010-03,2216603,
2010-04,2232695,
2010-05,2235486,
2010-06,2318625,
2010-07,2342677,
2010-08,2350297,
2010-09,2343996,
2010-10,2336028,
2010-11,2393839,
2010-12,2430169,
2011-01,2426976,
2011-02,2439495,
2011-03,2456473,
2011-04,2470147,
2011-05,2473441,
2011-06,2477106,
2011-07,2472728,
2011-08,2478562,
2011-09,2495263,
2011-10,2517558,
2011-11,2509901,
2011-12,2524533,
2012-01,2523594,
2012-02,2517328,
2012-03,2491399,
2012-04,2489276,
2012-05,2459718,
2012-06,2433562,
2012-07,2381462,
2012-08,2384136,
2012-09,2381100,
2012-10,2368118,
2012-11,2365093,
2012-12,2359650,
2013-01,2354828,
2013-02,2347735,
2013-03,2365229,
2013-04,2358663,
2013-05,2363394,
2013-06,2360170,
2013-07,2354407,
2013-08,2346898,
2013-09,2342996,
2013-10,2344264,
2013-11,2345116,
2013-12,2334875,
2014-01,2337577,
2014-02,2319789,
2014-03,2311354,
2014-04,2280064,
2014-05,2266291,
2014-06,2255794,
2014-07,2244831,
2014-08,2241336,
2014-09,2227292,
2014-10,2212048,
2014-11,2213204,
2014-12,2218606,
2015-01,2205908,
