"",BBDE1.M.DE.Y.BAA1.N2C240000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C240000.G.C.I10.A_FLAGS
"",Output in the production sector / Germany / 24 Manufacture of basic metals / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:54,
1991-01,98.4,
1991-02,101.4,
1991-03,101.4,
1991-04,98.1,
1991-05,98.2,
1991-06,102.1,
1991-07,98.9,
1991-08,91.9,
1991-09,97.9,
1991-10,100.1,
1991-11,99.2,
1991-12,104.9,
1992-01,100.4,
1992-02,98.3,
1992-03,96.7,
1992-04,95.5,
1992-05,96.4,
1992-06,94.5,
1992-07,93.2,
1992-08,95.8,
1992-09,94.3,
1992-10,91.2,
1992-11,88.5,
1992-12,90.4,
1993-01,84.4,
1993-02,83.5,
1993-03,81.1,
1993-04,83.4,
1993-05,80.6,
1993-06,84.2,
1993-07,79.6,
1993-08,87.9,
1993-09,84.5,
1993-10,84.7,
1993-11,85.6,
1993-12,85.3,
1994-01,90.7,
1994-02,87.9,
1994-03,92.0,
1994-04,88.3,
1994-05,90.1,
1994-06,88.3,
1994-07,82.3,
1994-08,89.8,
1994-09,90.9,
1994-10,90.4,
1994-11,90.9,
1994-12,94.2,
1995-01,92.0,
1995-02,92.4,
1995-03,91.7,
1995-04,91.9,
1995-05,90.9,
1995-06,89.1,
1995-07,91.5,
1995-08,86.6,
1995-09,90.7,
1995-10,88.0,
1995-11,85.8,
1995-12,83.5,
1996-01,81.2,
1996-02,82.6,
1996-03,84.5,
1996-04,82.7,
1996-05,83.2,
1996-06,84.8,
1996-07,83.3,
1996-08,85.4,
1996-09,86.6,
1996-10,85.5,
1996-11,88.8,
1996-12,91.6,
1997-01,86.3,
1997-02,89.5,
1997-03,89.6,
1997-04,91.3,
1997-05,91.3,
1997-06,92.4,
1997-07,94.6,
1997-08,92.1,
1997-09,94.2,
1997-10,95.9,
1997-11,97.1,
1997-12,104.5,
1998-01,97.5,
1998-02,96.0,
1998-03,96.1,
1998-04,95.0,
1998-05,97.3,
1998-06,95.1,
1998-07,94.6,
1998-08,95.3,
1998-09,91.0,
1998-10,91.1,
1998-11,89.5,
1998-12,88.5,
1999-01,88.1,
1999-02,88.6,
1999-03,88.3,
1999-04,89.4,
1999-05,89.0,
1999-06,88.5,
1999-07,89.7,
1999-08,94.2,
1999-09,90.5,
1999-10,92.1,
1999-11,92.3,
1999-12,99.3,
2000-01,93.6,
2000-02,95.6,
2000-03,97.8,
2000-04,95.8,
2000-05,98.5,
2000-06,95.8,
2000-07,97.4,
2000-08,100.4,
2000-09,99.1,
2000-10,98.6,
2000-11,103.9,
2000-12,100.3,
2001-01,104.4,
2001-02,102.7,
2001-03,101.1,
2001-04,100.4,
2001-05,99.2,
2001-06,99.3,
2001-07,96.6,
2001-08,98.6,
2001-09,100.5,
2001-10,96.5,
2001-11,94.2,
2001-12,95.1,
2002-01,96.1,
2002-02,99.7,
2002-03,98.1,
2002-04,100.2,
2002-05,98.6,
2002-06,100.6,
2002-07,100.8,
2002-08,100.6,
2002-09,101.8,
2002-10,99.4,
2002-11,100.9,
2002-12,100.7,
2003-01,99.3,
2003-02,97.9,
2003-03,99.7,
2003-04,98.8,
2003-05,98.1,
2003-06,91.8,
2003-07,98.7,
2003-08,93.7,
2003-09,95.7,
2003-10,99.6,
2003-11,98.6,
2003-12,102.1,
2004-01,102.7,
2004-02,100.9,
2004-03,100.4,
2004-04,99.9,
2004-05,102.4,
2004-06,104.1,
2004-07,103.2,
2004-08,99.8,
2004-09,101.1,
2004-10,99.2,
2004-11,100.3,
2004-12,102.5,
2005-01,107.5,
2005-02,102.3,
2005-03,101.6,
2005-04,101.4,
2005-05,98.6,
2005-06,100.3,
