"",BBDE1.M.DE.Y.BAA1.N2C240000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C240000.G.C.I10.A_FLAGS
2005-07,103.9,
2005-08,99.2,
2005-09,102.9,
2005-10,105.2,
2005-11,100.8,
2005-12,105.0,
2006-01,103.5,
2006-02,106.5,
2006-03,106.1,
2006-04,110.1,
2006-05,109.0,
2006-06,109.7,
2006-07,112.6,
2006-08,113.2,
2006-09,113.6,
2006-10,113.3,
2006-11,113.8,
2006-12,119.5,
2007-01,115.4,
2007-02,113.4,
2007-03,113.2,
2007-04,113.7,
2007-05,113.5,
2007-06,113.6,
2007-07,113.7,
2007-08,116.2,
2007-09,116.3,
2007-10,113.7,
2007-11,116.6,
2007-12,120.5,
2008-01,116.0,
2008-02,115.3,
2008-03,116.8,
2008-04,117.5,
2008-05,117.8,
2008-06,119.2,
2008-07,114.6,
2008-08,120.9,
2008-09,115.5,
2008-10,109.5,
2008-11,101.5,
2008-12,88.9,
2009-01,80.9,
2009-02,79.6,
2009-03,71.8,
2009-04,71.1,
2009-05,77.9,
2009-06,79.6,
2009-07,81.0,
2009-08,88.5,
2009-09,88.0,
2009-10,89.7,
2009-11,92.5,
2009-12,92.0,
2010-01,92.0,
2010-02,93.5,
2010-03,101.0,
2010-04,98.4,
2010-05,101.3,
2010-06,99.1,
2010-07,98.9,
2010-08,102.7,
2010-09,100.6,
2010-10,103.1,
2010-11,104.2,
2010-12,100.3,
2011-01,104.8,
2011-02,105.8,
2011-03,104.4,
2011-04,106.5,
2011-05,107.4,
2011-06,105.5,
2011-07,107.1,
2011-08,105.9,
2011-09,102.2,
2011-10,103.3,
2011-11,101.4,
2011-12,97.7,
2012-01,99.8,
2012-02,102.3,
2012-03,101.2,
2012-04,101.6,
2012-05,102.8,
2012-06,102.9,
2012-07,102.9,
2012-08,100.4,
2012-09,101.9,
2012-10,98.9,
2012-11,97.4,
2012-12,97.3,
2013-01,99.3,
2013-02,98.2,
2013-03,100.2,
2013-04,100.2,
2013-05,98.8,
2013-06,100.3,
2013-07,99.5,
2013-08,97.6,
2013-09,102.4,
2013-10,102.2,
2013-11,102.6,
2013-12,105.2,
2014-01,103.8,
2014-02,103.6,
2014-03,104.7,
2014-04,103.7,
2014-05,102.4,
2014-06,101.5,
2014-07,101.8,
2014-08,100.9,
2014-09,102.4,
2014-10,103.1,Provisional value
2014-11,104.4,Provisional value
2014-12,106.6,Provisional value
