"",BBK01.OEAA11G,BBK01.OEAA11G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:24,
2002-01,50.129,
2002-04,52.099,
2002-07,51.950,
2002-10,51.736,
2003-01,49.089,
2003-04,51.742,
2003-07,50.007,
2003-10,49.652,
2004-01,49.150,
2004-04,47.172,
2004-07,45.099,
2004-10,46.092,
2005-01,43.701,
2005-04,44.903,
2005-07,41.039,
2005-10,39.244,
2006-01,40.933,
2006-04,41.493,
2006-07,41.934,
2006-10,39.673,
2007-01,41.192,
2007-04,42.202,
2007-07,45.828,
2007-10,47.485,
2008-01,47.038,
2008-04,48.470,
2008-07,48.986,
2008-10,49.856,
2009-01,54.730,
2009-04,52.490,
2009-07,49.479,
2009-10,46.078,
2010-01,46.950,
2010-04,46.108,
2010-07,46.181,
2010-10,43.573,
2011-01,46.388,
2011-04,46.261,
2011-07,46.295,
2011-10,44.270,
2012-01,46.958,
2012-04,49.826,
2012-07,49.887,
2012-10,44.254,
2013-01,45.212,
2013-04,43.427,
2013-07,38.315,
2013-10,34.120,
2014-01,35.312,
2014-04,36.118,
2014-07,35.421,
