"",BBK01.TVD437,BBK01.TVD437_FLAGS
"",Deposits of non-banks in the euro area / in other member states / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:14,
1980-01,0,
1980-02,123,
1980-03,273,
1980-04,89,
1980-05,-74,
1980-06,167,
1980-07,-177,
1980-08,206,
1980-09,103,
1980-10,132,
1980-11,122,
1980-12,288,
1981-01,-272,
1981-02,54,
1981-03,727,
1981-04,-366,
1981-05,177,
1981-06,1,
1981-07,268,
1981-08,-293,
1981-09,-78,
1981-10,-171,
1981-11,92,
1981-12,562,
1982-01,-424,
1982-02,21,
1982-03,184,
1982-04,-361,
1982-05,22,
1982-06,267,
1982-07,75,
1982-08,114,
1982-09,129,
1982-10,-84,
1982-11,-102,
1982-12,392,
1983-01,-540,
1983-02,-4,
1983-03,103,
1983-04,-172,
1983-05,167,
1983-06,416,
1983-07,-107,
1983-08,-52,
1983-09,15,
1983-10,-90,
1983-11,36,
1983-12,291,
1984-01,-558,
1984-02,-155,
1984-03,145,
1984-04,294,
1984-05,131,
1984-06,114,
1984-07,269,
1984-08,-9,
1984-09,651,
1984-10,-16,
1984-11,69,
1984-12,908,
1985-01,-437,
1985-02,377,
1985-03,-554,
1985-04,-12,
1985-05,-269,
1985-06,383,
1985-07,-492,
1985-08,156,
1985-09,24,
1985-10,137,
1985-11,346,
1985-12,551,
1986-01,-477,
1986-02,-186,
1986-03,519,
1986-04,-163,
1986-05,62,
1986-06,85,
1986-07,-333,
1986-08,81,
1986-09,1086,
1986-10,130,
1986-11,-282,
1986-12,235,
1987-01,-99,
1987-02,-229,
1987-03,167,
1987-04,294,
1987-05,-21,
1987-06,407,
1987-07,-31,
1987-08,28,
1987-09,400,
1987-10,574,
1987-11,-563,
1987-12,-105,
1988-01,115,
1988-02,16,
1988-03,303,
1988-04,-229,
1988-05,352,
1988-06,483,
1988-07,710,
1988-08,315,
1988-09,-60,
1988-10,-30,
1988-11,-59,
1988-12,-44,
1989-01,391,
1989-02,228,
1989-03,460,
1989-04,605,
1989-05,920,
1989-06,33,
1989-07,-555,
1989-08,264,
1989-09,183,
1989-10,207,
1989-11,25,
1989-12,-17,
1990-01,426,
1990-02,425,
1990-03,88,
1990-04,223,
1990-05,60,
1990-06,2343,
1990-07,467,
1990-08,117,
1990-09,755,
1990-10,-463,
1990-11,-162,
1990-12,295,
1991-01,98,
1991-02,341,
1991-03,1932,
1991-04,-405,
1991-05,-572,
1991-06,794,
1991-07,-476,
1991-08,380,
1991-09,-700,
1991-10,487,
1991-11,-99,
1991-12,-523,
1992-01,686,
1992-02,602,
1992-03,805,
1992-04,426,
1992-05,-7,
1992-06,-74,
1992-07,-402,
1992-08,273,
1992-09,2200,
1992-10,162,
1992-11,664,
1992-12,285,
1993-01,-406,
1993-02,1232,
1993-03,177,
1993-04,-254,
1993-05,401,
1993-06,1184,
1993-07,509,
1993-08,126,
1993-09,-409,
1993-10,967,
1993-11,668,
1993-12,920,
1994-01,1351,
1994-02,1814,
1994-03,1699,
1994-04,19,
1994-05,1568,
1994-06,-243,
1994-07,122,
1994-08,-150,
1994-09,711,
1994-10,1348,
1994-11,1112,
1994-12,-4531,
1995-01,1004,
1995-02,294,
1995-03,500,
1995-04,438,
1995-05,1280,
1995-06,2030,
1995-07,779,
1995-08,693,
1995-09,20,
1995-10,1951,
1995-11,1333,
1995-12,5024,
1996-01,1518,
1996-02,2514,
1996-03,538,
1996-04,1861,
1996-05,1095,
1996-06,228,
1996-07,1286,
1996-08,310,
1996-09,1444,
1996-10,-169,
1996-11,872,
1996-12,2427,
1997-01,218,
1997-02,2106,
1997-03,812,
1997-04,2033,
1997-05,1257,
1997-06,1195,
1997-07,2844,
1997-08,-396,
1997-09,559,
1997-10,1309,
1997-11,319,
1997-12,410,
1998-01,828,
1998-02,4312,
1998-03,1185,
1998-04,3831,
1998-05,543,
1998-06,-169,
1998-07,872,
1998-08,2929,
1998-09,-97,
1998-10,-375,
1998-11,207,
1998-12,-551,
1999-01,5091,
1999-02,1006,
1999-03,1429,
1999-04,320,
1999-05,-753,
1999-06,3674,
1999-07,-3146,
1999-08,-646,
1999-09,267,
1999-10,1118,
1999-11,2119,
1999-12,-3010,
2000-01,-226,
2000-02,-849,
2000-03,1209,
2000-04,679,
2000-05,-3111,
2000-06,1013,
2000-07,-1295,
2000-08,439,
2000-09,-664,
2000-10,3,
2000-11,132,
2000-12,-1515,
2001-01,-1185,
2001-02,-1793,
2001-03,2126,
2001-04,-421,
2001-05,2228,
2001-06,-1529,
2001-07,-1899,
2001-08,-730,
2001-09,-66,
2001-10,1362,
2001-11,211,
2001-12,-2354,
2002-01,-439,
2002-02,-2154,
2002-03,2370,
2002-04,-628,
2002-05,-2485,
2002-06,-616,
2002-07,-716,
2002-08,1485,
2002-09,167,
2002-10,-909,
2002-11,3542,
2002-12,-2216,
2003-01,332,
2003-02,1017,
2003-03,-349,
2003-04,-1239,
2003-05,1504,
2003-06,-909,
2003-07,-1123,
2003-08,-510,
2003-09,-752,
2003-10,1114,
2003-11,-1930,
2003-12,-926,
2004-01,-1018,
2004-02,-1392,
2004-03,-1772,
2004-04,-3466,
2004-05,1428,
2004-06,835,
2004-07,-3855,
2004-08,1174,
2004-09,2177,
2004-10,-2284,
2004-11,180,
2004-12,-1279,
2005-01,2390,
2005-02,-803,
2005-03,-3055,
2005-04,-4442,
2005-05,1053,
2005-06,-588,
2005-07,-3579,
2005-08,-802,
2005-09,1165,
2005-10,-1164,
2005-11,789,
2005-12,1007,
2006-01,1417,
2006-02,-2809,
2006-03,-523,
2006-04,8189,
2006-05,-7845,
2006-06,1133,
2006-07,-3157,
2006-08,-1173,
2006-09,2223,
2006-10,2518,
2006-11,2233,
2006-12,-1768,
2007-01,-2215,
2007-02,-1781,
2007-03,3562,
2007-04,-1858,
2007-05,566,
2007-06,2413,
2007-07,1587,
2007-08,-1287,
2007-09,5879,
2007-10,419,
2007-11,1587,
2007-12,4715,
2008-01,-2492,
2008-02,-173,
2008-03,5907,
2008-04,-2588,
2008-05,2085,
2008-06,-353,
2008-07,1903,
2008-08,-918,
2008-09,4023,
2008-10,-11071,
2008-11,-2231,
2008-12,-1610,
2009-01,5739,
2009-02,-7174,
2009-03,113,
2009-04,1052,
2009-05,199,
2009-06,-807,
2009-07,37,
2009-08,611,
2009-09,2770,
2009-10,-998,
2009-11,-1814,
2009-12,-9342,
2010-01,2452,
2010-02,-5140,
2010-03,62,
2010-04,8159,
2010-05,-9377,
2010-06,210,
2010-07,2621,
2010-08,-1599,
2010-09,-349,
2010-10,265,
2010-11,6056,
2010-12,-7771,
2011-01,736,
2011-02,-2488,
2011-03,2354,
2011-04,3355,
2011-05,-691,
2011-06,2141,
2011-07,-622,
2011-08,-2702,
2011-09,4876,
2011-10,-508,
2011-11,-2942,
2011-12,1305,
2012-01,4146,
2012-02,966,
2012-03,-6383,
2012-04,26,
2012-05,462,
2012-06,794,
2012-07,-499,
2012-08,-2095,
2012-09,1271,
2012-10,-1077,
2012-11,425,
2012-12,593,
2013-01,-85,
2013-02,-913,
2013-03,838,
2013-04,-178,
2013-05,-3116,
2013-06,3979,
2013-07,-1845,
2013-08,142,
2013-09,858,
2013-10,-3432,
2013-11,2711,
2013-12,3614,
2014-01,-3848,
2014-02,-409,
2014-03,2147,
2014-04,1390,
2014-05,-925,
2014-06,-1755,
2014-07,-1873,
2014-08,2528,
2014-09,899,
2014-10,-20,
2014-11,876,
2014-12,-1271,
2015-01,2664,
