"",BBK01.OEAE04N,BBK01.OEAE04N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:34,
2002-01,23.660,
2002-04,24.359,
2002-07,24.666,
2002-10,26.710,
2003-01,25.911,
2003-04,25.102,
2003-07,25.110,
2003-10,22.643,
2004-01,22.588,
2004-04,22.569,
2004-07,22.902,
2004-10,23.281,
2005-01,23.416,
2005-04,23.805,
2005-07,24.458,
2005-10,25.340,
2006-01,25.652,
2006-04,26.065,
2006-07,26.502,
2006-10,26.672,
2007-01,26.828,
2007-04,27.206,
2007-07,27.565,
2007-10,28.462,
2008-01,28.544,
2008-04,29.525,
2008-07,29.313,
2008-10,28.713,
2009-01,24.292,
2009-04,26.411,
2009-07,26.897,
2009-10,32.226,
2010-01,27.744,
2010-04,28.256,
2010-07,29.721,
2010-10,30.495,
2011-01,30.707,
2011-04,31.413,
2011-07,31.899,
2011-10,32.204,
2012-01,32.275,
2012-04,32.378,
2012-07,33.344,
2012-10,33.860,
2013-01,33.742,
2013-04,33.955,
2013-07,33.139,
2013-10,33.063,
2014-01,33.141,
2014-04,33.375,
2014-07,33.772,
