"",BBK01.OUK204,BBK01.OUK204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:46,
1968-12,0.133,
1969-01,0.146,
1969-02,0.172,
1969-03,0.163,
1969-04,0.172,
1969-05,0.182,
1969-06,0.180,
1969-07,0.176,
1969-08,0.168,
1969-09,0.202,
1969-10,0.164,
1969-11,0.123,
1969-12,0.202,
1970-01,0.332,
1970-02,0.301,
1970-03,0.279,
1970-04,0.278,
1970-05,0.306,
1970-06,0.278,
1970-07,0.264,
1970-08,0.259,
1970-09,0.278,
1970-10,0.231,
1970-11,0.153,
1970-12,0.240,
1971-01,0.402,
1971-02,0.376,
1971-03,0.345,
1971-04,0.339,
1971-05,0.319,
1971-06,0.290,
1971-07,0.237,
1971-08,0.235,
1971-09,0.249,
1971-10,0.218,
1971-11,0.168,
1971-12,0.135,
1972-01,0.198,
1972-02,0.168,
1972-03,0.124,
1972-04,0.130,
1972-05,0.170,
1972-06,0.168,
1972-07,0.124,
1972-08,0.112,
1972-09,0.164,
1972-10,0.154,
1972-11,0.137,
1972-12,0.301,
1973-01,0.562,
1973-02,0.501,
1973-03,0.455,
1973-04,0.431,
1973-05,0.505,
1973-06,0.414,
1973-07,0.338,
1973-08,0.241,
1973-09,0.241,
1973-10,0.211,
1973-11,0.144,
1973-12,0.255,
1974-01,0.525,
1974-02,0.491,
1974-03,0.463,
1974-04,0.460,
1974-05,0.520,
1974-06,0.401,
1974-07,0.306,
1974-08,0.295,
1974-09,0.415,
1974-10,0.379,
1974-11,0.234,
1974-12,0.501,
1975-01,0.634,
1975-02,0.618,
1975-03,0.459,
1975-04,0.632,
1975-05,0.471,
1975-06,0.447,
1975-07,0.434,
1975-08,0.371,
1975-09,0.409,
1975-10,0.376,
1975-11,0.400,
1975-12,0.556,
1976-01,0.784,
1976-02,0.762,
1976-03,0.709,
1976-04,0.870,
1976-05,0.684,
1976-06,0.625,
1976-07,0.621,
1976-08,0.571,
1976-09,0.563,
1976-10,0.619,
1976-11,0.620,
1976-12,0.603,
1977-01,0.783,
1977-02,0.861,
1977-03,0.856,
1977-04,0.874,
1977-05,0.856,
1977-06,0.863,
1977-07,0.842,
1977-08,0.781,
1977-09,0.661,
1977-10,0.643,
1977-11,0.514,
1977-12,0.661,
1978-01,0.843,
1978-02,0.845,
1978-03,0.760,
1978-04,0.720,
1978-05,0.586,
1978-06,0.607,
1978-07,0.685,
1978-08,0.696,
1978-09,0.783,
1978-10,1.004,
1978-11,0.915,
1978-12,0.881,
1979-01,0.986,
1979-02,0.987,
1979-03,0.863,
1979-04,0.804,
1979-05,0.786,
1979-06,0.792,
1979-07,0.807,
1979-08,0.697,
1979-09,0.592,
1979-10,0.728,
1979-11,0.590,
1979-12,0.519,
1980-01,0.708,
1980-02,0.831,
1980-03,0.777,
1980-04,0.779,
1980-05,0.654,
1980-06,0.616,
1980-07,0.727,
1980-08,0.754,
1980-09,0.586,
1980-10,0.679,
1980-11,0.480,
1980-12,0.473,
1981-01,0.629,
1981-02,0.618,
1981-03,0.597,
1981-04,0.721,
1981-05,0.699,
1981-06,0.725,
1981-07,0.836,
1981-08,0.800,
1981-09,0.738,
1981-10,0.745,
1981-11,0.530,
1981-12,0.431,
1982-01,0.528,
1982-02,0.548,
1982-03,0.516,
1982-04,0.575,
1982-05,0.557,
1982-06,0.683,
1982-07,0.807,
1982-08,0.829,
1982-09,0.708,
1982-10,0.711,
1982-11,0.495,
1982-12,0.565,
1983-01,0.648,
1983-02,0.711,
1983-03,0.841,
1983-04,0.813,
1983-05,0.760,
1983-06,0.769,
1983-07,0.910,
1983-08,0.884,
1983-09,0.749,
1983-10,0.847,
1983-11,0.755,
1983-12,0.721,
1984-01,0.604,
1984-02,0.676,
1984-03,0.694,
1984-04,0.667,
1984-05,0.748,
1984-06,0.715,
1984-07,0.855,
1984-08,0.943,
1984-09,0.900,
1984-10,0.868,
1984-11,0.758,
1984-12,0.768,
1985-01,0.767,
1985-02,0.723,
1985-03,0.609,
1985-04,0.616,
1985-05,0.597,
1985-06,0.478,
1985-07,0.517,
1985-08,0.604,
1985-09,0.455,
1985-10,0.604,
1985-11,0.513,
1985-12,0.513,
1986-01,0.585,
1986-02,0.588,
1986-03,0.573,
1986-04,0.564,
1986-05,0.664,
1986-06,0.818,
1986-07,0.881,
1986-08,0.905,
1986-09,0.840,
1986-10,0.952,
1986-11,0.882,
1986-12,0.627,
1987-01,0.741,
1987-02,0.621,
1987-03,0.571,
1987-04,0.735,
1987-05,0.756,
1987-06,0.778,
1987-07,0.793,
1987-08,0.838,
1987-09,0.778,
1987-10,0.765,
1987-11,0.714,
1987-12,0.697,
1988-01,0.707,
1988-02,0.680,
1988-03,0.561,
1988-04,0.709,
1988-05,0.607,
1988-06,0.630,
1988-07,0.703,
1988-08,0.707,
1988-09,0.602,
1988-10,0.697,
1988-11,0.573,
1988-12,0.550,
1989-01,0.573,
1989-02,0.574,
1989-03,0.570,
1989-04,0.712,
1989-05,0.668,
1989-06,0.449,
1989-07,0.459,
1989-08,0.470,
1989-09,0.443,
1989-10,0.382,
1989-11,0.377,
1989-12,0.365,
1990-01,0.426,
1990-02,0.397,
1990-03,0.394,
1990-04,0.385,
1990-05,0.384,
1990-06,0.396,
1990-07,0.599,
1990-08,0.675,
1990-09,0.682,
1990-10,0.755,
1990-11,0.521,
1990-12,0.971,
1991-01,1.142,
1991-02,0.988,
1991-03,1.075,
1991-04,0.863,
1991-05,0.859,
1991-06,0.941,
1991-07,0.851,
1991-08,0.731,
1991-09,0.527,
1991-10,0.606,
1991-11,0.554,
1991-12,0.647,
1992-01,0.785,
1992-02,0.778,
