"",BBK01.OUZ049,BBK01.OUZ049_FLAGS
"","Provisions for liabilities and charges, Commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:32,
1999-01,32.993,
1999-02,44.160,
1999-03,39.947,
1999-04,40.415,
1999-05,40.509,
1999-06,28.762,
1999-07,28.854,
1999-08,26.419,
1999-09,25.784,
1999-10,25.893,
1999-11,26.889,
1999-12,27.838,
2000-01,30.681,
2000-02,28.665,
2000-03,28.271,
2000-04,29.668,
2000-05,27.813,
2000-06,27.759,
2000-07,28.953,
2000-08,30.489,
2000-09,29.116,
2000-10,28.806,
2000-11,29.218,
2000-12,28.087,
2001-01,32.212,
2001-02,28.147,
2001-03,27.179,
2001-04,27.463,
2001-05,26.770,
2001-06,27.312,
2001-07,27.404,
2001-08,26.620,
2001-09,27.437,
2001-10,28.441,
2001-11,28.145,
2001-12,30.480,
2002-01,32.027,
2002-02,31.378,
2002-03,31.195,
2002-04,30.498,
2002-05,29.859,
2002-06,30.050,
2002-07,30.150,
2002-08,29.871,
2002-09,31.133,
2002-10,30.528,
2002-11,30.961,
2002-12,31.043,
2003-01,30.656,
2003-02,30.331,
2003-03,29.734,
2003-04,29.196,
2003-05,29.275,
2003-06,29.504,
2003-07,31.057,
2003-08,29.516,
2003-09,29.439,
2003-10,29.264,
2003-11,28.198,
2003-12,30.473,
2004-01,33.459,
2004-02,31.641,
2004-03,30.018,
2004-04,29.102,
2004-05,29.248,
2004-06,29.482,
2004-07,29.333,
2004-08,29.356,
2004-09,29.317,
2004-10,29.097,
2004-11,29.092,
2004-12,28.743,
2005-01,30.050,
2005-02,29.345,
2005-03,29.107,
2005-04,28.736,
2005-05,28.841,
2005-06,29.124,
2005-07,28.606,
2005-08,28.762,
2005-09,29.145,
2005-10,29.909,
2005-11,30.236,
2005-12,29.547,
2006-01,31.408,
2006-02,29.497,
2006-03,29.357,
2006-04,29.404,
2006-05,29.252,
2006-06,29.947,
2006-07,30.320,
2006-08,30.182,
2006-09,29.510,
2006-10,29.825,
2006-11,30.248,
2006-12,30.472,
2007-01,31.201,
2007-02,28.717,
2007-03,29.361,
2007-04,28.893,
2007-05,29.320,
2007-06,31.309,
2007-07,31.800,
2007-08,31.286,
2007-09,30.947,
2007-10,29.494,
2007-11,30.011,
2007-12,31.462,
2008-01,31.625,
2008-02,29.846,
2008-03,29.372,
2008-04,28.281,
2008-05,29.681,
2008-06,29.165,
2008-07,27.710,
2008-08,27.568,
2008-09,28.528,
2008-10,28.474,
2008-11,29.925,
2008-12,30.050,
2009-01,29.495,
2009-02,29.034,
2009-03,27.689,
2009-04,27.821,
2009-05,27.975,
2009-06,28.840,
2009-07,28.515,
2009-08,28.687,
2009-09,28.412,
2009-10,31.201,
2009-11,31.201,
2009-12,29.007,
2010-01,31.297,
2010-02,25.735,
2010-03,26.695,
2010-04,25.067,
2010-05,25.519,
2010-06,25.361,
2010-07,25.096,
2010-08,24.418,
2010-09,24.900,
2010-10,25.587,
2010-11,25.327,
2010-12,23.130,
2011-01,22.601,
2011-02,21.622,
2011-03,20.497,
2011-04,20.887,
2011-05,21.195,
2011-06,20.598,
2011-07,20.797,
2011-08,21.112,
2011-09,21.508,
2011-10,21.635,
2011-11,21.728,
2011-12,20.983,
2012-01,21.310,
2012-02,20.000,
2012-03,19.850,
2012-04,20.604,
2012-05,20.102,
2012-06,19.933,
2012-07,19.794,
2012-08,19.767,
2012-09,20.238,
2012-10,20.243,
2012-11,19.829,
2012-12,21.228,
2013-01,22.873,
2013-02,21.579,
2013-03,22.340,
2013-04,21.409,
2013-05,21.810,
2013-06,21.589,
2013-07,21.886,
2013-08,21.839,
2013-09,22.084,
2013-10,21.988,
2013-11,21.896,
2013-12,22.819,
2014-01,22.556,
2014-02,20.760,
2014-03,20.305,
2014-04,20.253,
2014-05,20.418,
2014-06,20.121,
2014-07,20.839,
2014-08,20.755,
2014-09,21.827,
2014-10,22.074,
2014-11,21.972,
