"",BBK01.QUK942,BBK01.QUK942_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / South Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:08,
2002-03,0.362,
2002-04,0.445,
2002-05,0.448,
2002-06,0.460,
2002-07,0.580,
2002-08,0.580,
2002-09,0.579,
2002-10,0.574,
2002-11,0.574,
2002-12,0.586,
2003-01,0.592,
2003-02,0.619,
2003-03,0.618,
2003-04,0.664,
2003-05,0.687,
2003-06,0.728,
2003-07,0.976,
2003-08,0.971,
2003-09,0.958,
2003-10,0.968,
2003-11,0.961,
2003-12,0.910,
2004-01,0.790,
2004-02,0.790,
2004-03,0.790,
2004-04,0.835,
2004-05,0.831,
2004-06,0.837,
2004-07,0.950,
2004-08,0.936,
2004-09,0.931,
2004-10,0.932,
2004-11,0.930,
2004-12,0.926,
2005-01,0.935,
2005-02,0.935,
2005-03,0.942,
2005-04,0.932,
2005-05,0.922,
2005-06,0.908,
2005-07,0.991,
2005-08,0.987,
2005-09,0.986,
2005-10,0.985,
2005-11,0.973,
2005-12,0.968,
2006-01,0.966,
2006-02,0.953,
2006-03,0.952,
2006-04,0.948,
2006-05,0.945,
2006-06,0.930,
2006-07,0.917,
2006-08,0.966,
2006-09,0.967,
2006-10,0.962,
2006-11,0.954,
2006-12,0.948,
2007-01,0.929,
2007-02,0.926,
2007-03,0.929,
2007-04,0.930,
2007-05,0.921,
2007-06,0.909,
2007-07,0.878,
2007-08,0.878,
2007-09,0.895,
2007-10,0.891,
2007-11,0.884,
2007-12,0.874,
2008-01,0.855,
2008-02,0.839,
2008-03,0.838,
2008-04,0.832,
2008-05,0.826,
2008-06,0.815,
2008-07,0.780,
2008-08,0.781,
2008-09,0.786,
2008-10,0.768,
2008-11,0.759,
2008-12,0.745,
2009-01,0.714,
2009-02,0.714,
2009-03,0.709,
2009-04,0.708,
2009-05,0.700,
2009-06,0.688,
2009-07,0.652,
2009-08,0.652,
2009-09,0.651,
2009-10,0.650,
2009-11,0.642,
2009-12,0.632,
2010-01,0.599,
2010-02,0.597,
2010-03,0.597,
2010-04,0.596,
2010-05,0.588,
2010-06,0.579,
2010-07,0.542,
2010-08,0.576,
2010-09,0.574,
2010-10,0.508,
2010-11,0.532,
2010-12,0.525,
2011-01,0.515,
2011-02,0.515,
2011-03,0.514,
2011-04,0.542,
2011-05,0.532,
2011-06,0.521,
2011-07,0.482,
2011-08,0.482,
2011-09,0.482,
2011-10,0.480,
2011-11,0.469,
2011-12,0.461,
2012-01,0.420,
2012-02,0.420,
2012-03,0.420,
2012-04,0.418,
2012-05,0.407,
2012-06,0.398,
2012-07,0.358,
2012-08,0.357,
2012-09,0.357,
2012-10,0.333,
2012-11,0.324,
2012-12,0.315,
2013-01,0.283,
2013-02,0.283,
2013-03,0.283,
2013-04,0.281,
2013-05,0.276,
2013-06,0.266,
2013-07,0.220,
2013-08,0.216,
2013-09,0.216,
2013-10,0.213,
2013-11,0.209,
2013-12,0.205,
2014-01,0.172,
2014-02,0.172,
2014-03,0.172,
2014-04,0.169,
2014-05,0.167,
2014-06,0.167,
2014-07,0.134,
2014-08,0.134,
2014-09,0.134,
2014-10,0.134,
