"",BBK01.OUP335,BBK01.OUP335_FLAGS
"",Deposits and borrowing from foreign general government / Total / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:28:02,
1999-01,0.469,
1999-02,0.568,
1999-03,0.556,
1999-04,0.574,
1999-05,0.491,
1999-06,0.503,
1999-07,0.728,
1999-08,0.773,
1999-09,0.479,
1999-10,0.535,
1999-11,0.526,
1999-12,0.455,
2000-01,0.471,
2000-02,0.661,
2000-03,0.515,
2000-04,0.494,
2000-05,0.586,
2000-06,0.647,
2000-07,0.564,
2000-08,0.528,
2000-09,0.553,
2000-10,0.434,
2000-11,0.390,
2000-12,0.337,
2001-01,0.411,
2001-02,0.336,
2001-03,0.287,
2001-04,0.290,
2001-05,0.565,
2001-06,0.526,
2001-07,0.327,
2001-08,0.436,
2001-09,0.330,
2001-10,0.322,
2001-11,0.267,
2001-12,0.278,
2002-01,0.299,
2002-02,0.307,
2002-03,0.310,
2002-04,0.349,
2002-05,1.206,
2002-06,1.353,
2002-07,1.193,
2002-08,1.086,
2002-09,1.295,
2002-10,1.172,
2002-11,0.703,
2002-12,0.539,
2003-01,0.386,
2003-02,0.448,
2003-03,0.530,
2003-04,0.495,
2003-05,0.491,
2003-06,0.684,
2003-07,0.730,
2003-08,0.653,
2003-09,0.690,
2003-10,0.610,
2003-11,0.569,
2003-12,0.574,
2004-01,0.575,
2004-02,0.543,
2004-03,0.492,
2004-04,0.523,
2004-05,0.468,
2004-06,0.510,
2004-07,0.508,
2004-08,0.568,
2004-09,0.547,
2004-10,0.589,
2004-11,0.649,
2004-12,0.526,
2005-01,0.604,
2005-02,0.624,
2005-03,0.587,
2005-04,0.651,
2005-05,0.807,
2005-06,0.557,
2005-07,0.583,
2005-08,0.654,
2005-09,0.662,
2005-10,0.552,
2005-11,0.686,
2005-12,2.433,
2006-01,2.222,
2006-02,2.300,
2006-03,2.477,
2006-04,2.522,
2006-05,2.780,
2006-06,2.593,
2006-07,2.473,
2006-08,2.666,
2006-09,2.747,
2006-10,2.680,
2006-11,2.694,
2006-12,2.633,
2007-01,2.701,
2007-02,2.758,
2007-03,2.670,
2007-04,2.792,
2007-05,3.033,
2007-06,2.783,
2007-07,3.161,
2007-08,3.612,
2007-09,3.532,
2007-10,3.728,
2007-11,3.423,
2007-12,3.045,
2008-01,3.756,
2008-02,3.979,
2008-03,3.376,
2008-04,3.647,
2008-05,3.654,
2008-06,3.942,
2008-07,4.381,
2008-08,4.508,
2008-09,4.443,
2008-10,3.918,
2008-11,3.986,
2008-12,3.034,
2009-01,4.055,
2009-02,3.748,
2009-03,3.165,
2009-04,3.351,
2009-05,2.124,
2009-06,2.224,
2009-07,2.417,
2009-08,2.333,
2009-09,2.681,
2009-10,2.663,
2009-11,3.232,
2009-12,2.730,
2010-01,2.936,
2010-02,3.183,
2010-03,2.539,
2010-04,2.510,
2010-05,3.619,
2010-06,2.607,
2010-07,3.368,
2010-08,3.436,
2010-09,2.272,
2010-10,2.434,
2010-11,3.451,
2010-12,3.264,
2011-01,2.438,
2011-02,3.833,
2011-03,3.587,
2011-04,2.343,
2011-05,3.055,
2011-06,3.438,
2011-07,5.237,
2011-08,3.415,
2011-09,2.758,
2011-10,3.796,
2011-11,4.404,
2011-12,3.541,
2012-01,3.597,
2012-02,2.234,
2012-03,2.933,
2012-04,3.448,
2012-05,2.948,
2012-06,2.086,
2012-07,2.482,
2012-08,2.521,
2012-09,2.357,
2012-10,2.458,
2012-11,2.815,
2012-12,2.346,
2013-01,2.246,
2013-02,2.305,
2013-03,2.596,
2013-04,2.916,
2013-05,2.527,
2013-06,2.274,
2013-07,2.714,
2013-08,2.526,
2013-09,2.428,
2013-10,2.401,
2013-11,2.590,
2013-12,2.185,
2014-01,2.014,
2014-02,1.894,
2014-03,2.558,
2014-04,2.259,
2014-05,2.247,
2014-06,2.198,
2014-07,2.235,
2014-08,2.161,
2014-09,2.295,
2014-10,2.853,
2014-11,2.850,
2014-12,2.690,Provisional value
