"",BBK01.WT4123,BBK01.WT4123_FLAGS
"","DE0001137354 / Prices / 0,750 BSA 11",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:37:59,
2011-08-17,100.015,
2011-08-18,100.200,
2011-08-19,100.230,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,100.150,
2011-08-23,100.180,
2011-08-24,100.180,
2011-08-25,100.015,
2011-08-26,100.235,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,100.195,
2011-08-30,100.145,
2011-08-31,100.120,
2011-09-01,100.160,
2011-09-02,100.320,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,100.510,
2011-09-06,100.575,
2011-09-07,100.510,
2011-09-08,100.510,
2011-09-09,100.685,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,100.755,
2011-09-13,100.660,
2011-09-14,100.485,
2011-09-15,100.290,
2011-09-16,100.325,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,100.580,
2011-09-20,100.560,
2011-09-21,100.610,
2011-09-22,100.710,
2011-09-23,100.695,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,100.645,
2011-09-27,100.510,
2011-09-28,100.340,
2011-09-29,100.365,
2011-09-30,100.335,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,100.500,
2011-10-04,100.570,
2011-10-05,100.560,
2011-10-06,100.460,
2011-10-07,100.250,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,100.225,
2011-10-11,100.260,
2011-10-12,100.140,
2011-10-13,100.120,
2011-10-14,100.145,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,100.140,
2011-10-18,100.370,
2011-10-19,100.225,
2011-10-20,100.230,
2011-10-21,100.290,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,100.275,
2011-10-25,100.195,
2011-10-26,100.380,
2011-10-27,100.370,
2011-10-28,100.100,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,100.330,
2011-11-01,100.534,
2011-11-02,100.570,
2011-11-03,100.580,
2011-11-04,100.640,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,100.680,
2011-11-08,100.620,
2011-11-09,100.680,
2011-11-10,100.665,
2011-11-11,100.700,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,100.720,
2011-11-15,100.795,
2011-11-16,100.690,
2011-11-17,100.775,
2011-11-18,100.640,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,100.720,
2011-11-22,100.715,
2011-11-23,100.720,
2011-11-24,100.540,
2011-11-25,100.610,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,100.610,
2011-11-29,100.603,
2011-11-30,100.690,
2011-12-01,100.819,
2011-12-02,100.862,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,100.800,
2011-12-06,100.800,
2011-12-07,100.820,
2011-12-08,100.860,
2011-12-09,100.850,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,100.883,
2011-12-13,100.870,
2011-12-14,100.860,
2011-12-15,100.920,
2011-12-16,100.955,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,100.963,
2011-12-20,100.980,
2011-12-21,100.990,
2011-12-22,100.935,
2011-12-23,100.980,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,101.030,
2011-12-28,101.080,
2011-12-29,101.085,
2011-12-30,101.100,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,101.065,
2012-01-03,101.035,
2012-01-04,101.030,
2012-01-05,101.060,
2012-01-06,101.025,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,101.050,
2012-01-10,101.050,
2012-01-11,101.035,
2012-01-12,101.045,
2012-01-13,101.045,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,101.055,
2012-01-17,101.015,
2012-01-18,100.970,
2012-01-19,100.965,
2012-01-20,100.935,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,100.970,
2012-01-24,100.930,
2012-01-25,100.890,
2012-01-26,100.930,
2012-01-27,100.945,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,100.957,
2012-01-31,100.970,
2012-02-01,100.980,
2012-02-02,100.970,
2012-02-03,100.920,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,100.930,
2012-02-07,100.945,
2012-02-08,100.875,
