"",BBK01.QUX855,BBK01.QUX855_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Peru / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:08,
2002-03,0.316,
2002-04,0.321,
2002-05,0.322,
2002-06,0.315,
2002-07,0.314,
2002-08,0.314,
2002-09,0.312,
2002-10,0.314,
2002-11,0.315,
2002-12,0.308,
2003-01,0.307,
2003-02,0.306,
2003-03,0.308,
2003-04,0.308,
2003-05,0.309,
2003-06,0.301,
2003-07,0.301,
2003-08,0.301,
2003-09,0.300,
2003-10,0.301,
2003-11,0.303,
2003-12,0.295,
2004-01,0.294,
2004-02,0.295,
2004-03,0.298,
2004-04,0.297,
2004-05,0.297,
2004-06,0.289,
2004-07,0.289,
2004-08,0.288,
2004-09,0.288,
2004-10,0.315,
2004-11,0.298,
2004-12,0.286,
2005-01,0.291,
2005-02,0.292,
2005-03,0.283,
2005-04,0.277,
2005-05,0.280,
2005-06,0.273,
2005-07,0.273,
2005-08,0.215,
2005-09,0.220,
2005-10,0.219,
2005-11,0.219,
2005-12,0.188,
2006-01,0.198,
2006-02,0.195,
2006-03,0.203,
2006-04,0.214,
2006-05,0.209,
2006-06,0.206,
2006-07,0.205,
2006-08,0.198,
2006-09,0.205,
2006-10,0.203,
2006-11,0.201,
2006-12,0.196,
2007-01,0.195,
2007-02,0.195,
2007-03,0.188,
2007-04,0.186,
2007-05,0.184,
2007-06,0.183,
2007-07,0.179,
2007-08,0.177,
2007-09,0.176,
2007-10,0.181,
2007-11,0.190,
2007-12,0.183,
2008-01,0.186,
2008-02,0.184,
2008-03,0.184,
2008-04,0.205,
2008-05,0.206,
2008-06,0.206,
2008-07,0.199,
2008-08,0.196,
2008-09,0.197,
2008-10,0.200,
2008-11,0.197,
2008-12,0.217,
2009-01,0.217,
2009-02,0.235,
2009-03,0.238,
2009-04,0.248,
2009-05,0.252,
2009-06,0.248,
2009-07,0.252,
2009-08,0.083,
2009-09,0.085,
2009-10,0.086,
2009-11,0.091,
2009-12,0.090,
2010-01,0.089,
2010-02,0.090,
2010-03,0.089,
2010-04,0.088,
2010-05,0.133,
2010-06,0.086,
2010-07,0.088,
2010-08,0.087,
2010-09,0.082,
2010-10,0.086,
2010-11,0.072,
2010-12,0.072,
2011-01,0.074,
2011-02,0.075,
2011-03,0.115,
2011-04,0.114,
2011-05,0.117,
2011-06,0.115,
2011-07,0.113,
2011-08,0.112,
2011-09,0.118,
2011-10,0.118,
2011-11,0.118,
2011-12,0.172,
2012-01,0.174,
2012-02,0.171,
2012-03,0.176,
2012-04,0.178,
2012-05,0.181,
2012-06,0.175,
2012-07,0.170,
2012-08,0.166,
2012-09,0.164,
2012-10,0.167,
2012-11,0.245,
2012-12,0.164,
2013-01,0.161,
2013-02,0.154,
2013-03,0.159,
2013-04,0.163,
2013-05,0.165,
2013-06,0.185,
2013-07,0.184,
2013-08,0.184,
2013-09,0.187,
2013-10,0.179,
2013-11,0.168,
2013-12,0.161,
2014-01,0.162,
2014-02,0.158,
2014-03,0.160,
2014-04,0.161,
2014-05,0.159,
2014-06,0.154,
2014-07,0.155,
2014-08,0.151,
2014-09,0.149,
2014-10,0.143,
