"",BBK01.TXI359,BBK01.TXI359_FLAGS
"",LENDING TO ENTERPISES AND HOUSEHOLDS / DEBT SECURITIES / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:22,
1980-01,4087,
1980-02,4268,
1980-03,4250,
1980-04,4124,
1980-05,4045,
1980-06,4097,
1980-07,3890,
1980-08,4042,
1980-09,3875,
1980-10,4117,
1980-11,4255,
1980-12,4390,
1981-01,4460,
1981-02,4408,
1981-03,4212,
1981-04,4171,
1981-05,4370,
1981-06,4276,
1981-07,4262,
1981-08,4386,
1981-09,4317,
1981-10,4804,
1981-11,4644,
1981-12,4487,
1982-01,4532,
1982-02,4636,
1982-03,4560,
1982-04,4591,
1982-05,4993,
1982-06,5499,
1982-07,5263,
1982-08,5189,
1982-09,5478,
1982-10,5607,
1982-11,5393,
1982-12,5133,
1983-01,5138,
1983-02,5008,
1983-03,5011,
1983-04,4991,
1983-05,4972,
1983-06,4855,
1983-07,4789,
1983-08,4789,
1983-09,5162,
1983-10,5080,
1983-11,4949,
1983-12,5102,
1984-01,5215,
1984-02,5215,
1984-03,5306,
1984-04,5156,
1984-05,5466,
1984-06,5520,
1984-07,5430,
1984-08,5342,
1984-09,5526,
1984-10,5415,
1984-11,5275,
1984-12,5345,
1985-01,5584,
1985-02,5385,
1985-03,5453,
1985-04,5406,
1985-05,5689,
1985-06,5563,
1985-07,5464,
1985-08,5363,
1985-09,5740,
1985-10,6024,
1985-11,5837,
1985-12,6334,
1986-01,6317,
1986-02,6005,
1986-03,5990,
1986-04,6506,
1986-05,6297,
1986-06,6794,
1986-07,7015,
1986-08,6851,
1986-09,6663,
1986-10,6680,
1986-11,6662,
1986-12,6506,
1987-01,6382,
1987-02,6836,
1987-03,7160,
1987-04,6573,
1987-05,6342,
1987-06,7113,
1987-07,7373,
1987-08,7774,
1987-09,8154,
1987-10,8237,
1987-11,8343,
1987-12,8874,
1988-01,8622,
1988-02,8684,
1988-03,8548,
1988-04,9203,
1988-05,9237,
1988-06,9403,
1988-07,9425,
1988-08,9429,
1988-09,9710,
1988-10,9604,
1988-11,10382,
1988-12,10343,
1989-01,10248,
1989-02,10393,
1989-03,10307,
1989-04,10506,
1989-05,10428,
1989-06,10239,
1989-07,9901,
1989-08,9958,
1989-09,10020,
1989-10,10101,
1989-11,10059,
1989-12,10559,
1990-01,10407,
1990-02,10287,
1990-03,10557,
1990-04,10747,
1990-05,10895,
1990-06,10896,
1990-07,10644,
1990-08,10989,
1990-09,11102,
1990-10,11502,
1990-11,11925,
1990-12,11579,
1991-01,11067,
1991-02,11345,
1991-03,11250,
