"",BBK01.OEAH64G,BBK01.OEAH64G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:29,
2002-01,10.797,
2002-04,10.807,
2002-07,10.889,
2002-10,10.724,
2003-01,10.472,
2003-04,10.243,
2003-07,9.973,
2003-10,9.953,
2004-01,9.504,
2004-04,9.248,
2004-07,9.097,
2004-10,9.024,
2005-01,8.647,
2005-04,8.465,
2005-07,8.253,
2005-10,8.424,
2006-01,8.456,
2006-04,8.490,
2006-07,8.631,
2006-10,9.038,
2007-01,9.316,
2007-04,9.765,
2007-07,10.552,
2007-10,11.589,
2008-01,12.098,
2008-04,12.701,
2008-07,13.237,
2008-10,15.002,
2009-01,14.584,
2009-04,13.305,
2009-07,11.907,
2009-10,10.938,
2010-01,10.198,
2010-04,9.830,
2010-07,9.642,
2010-10,9.827,
2011-01,9.988,
2011-04,10.445,
2011-07,10.690,
2011-10,11.290,
2012-01,11.013,
2012-04,10.580,
2012-07,9.873,
2012-10,9.256,
2013-01,8.537,
2013-04,7.697,
2013-07,7.185,
2013-10,7.037,
2014-01,6.508,
2014-04,6.033,
2014-07,5.555,
