"",BBK01.OUA108,BBK01.OUA108_FLAGS
"",Domestic securities / Shares (including participation certificates) / Issued by banks (MFIs) / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:55,
1968-12,0.163,
1969-01,0.168,
1969-02,0.176,
1969-03,0.185,
1969-04,0.194,
1969-05,0.211,
1969-06,0.271,
1969-07,0.240,
1969-08,0.210,
1969-09,0.189,
1969-10,0.222,
1969-11,0.194,
1969-12,0.186,
1970-01,0.211,
1970-02,0.230,
1970-03,0.222,
1970-04,0.204,
1970-05,0.219,
1970-06,0.200,
1970-07,0.200,
1970-08,0.199,
1970-09,0.198,
1970-10,0.200,
1970-11,0.223,
1970-12,0.141,
1971-01,0.149,
1971-02,0.151,
1971-03,0.165,
1971-04,0.140,
1971-05,0.161,
1971-06,0.138,
1971-07,0.138,
1971-08,0.145,
1971-09,0.188,
1971-10,0.150,
1971-11,0.159,
1971-12,0.170,
1972-01,0.141,
1972-02,0.139,
1972-03,0.144,
1972-04,0.152,
1972-05,0.156,
1972-06,0.194,
1972-07,0.230,
1972-08,0.293,
1972-09,0.190,
1972-10,0.177,
1972-11,0.169,
1972-12,0.250,
1973-01,0.194,
1973-02,0.192,
1973-03,0.215,
1973-04,0.215,
1973-05,0.304,
1973-06,0.256,
1973-07,0.213,
1973-08,0.223,
1973-09,0.217,
1973-10,0.232,
1973-11,0.214,
1973-12,0.240,
1974-01,0.243,
1974-02,0.229,
1974-03,0.235,
1974-04,0.240,
1974-05,0.249,
1974-06,0.330,
1974-07,0.244,
1974-08,0.262,
1974-09,0.269,
1974-10,0.275,
1974-11,0.247,
1974-12,0.237,
1975-01,0.260,
1975-02,0.293,
1975-03,0.232,
1975-04,0.254,
1975-05,0.355,
1975-06,0.200,
1975-07,0.195,
1975-08,0.212,
1975-09,0.203,
1975-10,0.217,
1975-11,0.260,
1975-12,0.241,
1976-01,0.224,
1976-02,0.227,
1976-03,0.499,
1976-04,0.289,
1976-05,0.282,
1976-06,0.271,
1976-07,0.263,
1976-08,0.323,
1976-09,0.268,
1976-10,0.310,
1976-11,0.292,
1976-12,0.303,
1977-01,0.300,
1977-02,0.296,
1977-03,0.287,
1977-04,0.286,
1977-05,0.296,
1977-06,0.311,
1977-07,0.305,
